justice,svcstart,service,retire,death,chief,south,age,pension,pagree,threecat
1,0,1,0,0,1,0,44,0,1,0
1,1,2,0,0,1,0,45,0,1,0
1,2,3,0,0,1,0,46,0,1,0
1,3,4,0,0,1,0,47,0,1,0
1,4,5,0,0,1,0,48,0,1,0
1,5,6,0,0,1,0,49,0,1,0
1,6,7,1,0,1,0,50,0,1,1
2,0,1,0,0,0,1,50,0,1,0
2,1,2,0,0,0,1,51,0,1,0
2,2,3,1,0,0,1,52,0,1,1
3,0,1,0,0,0,0,57,0,1,0
3,1,2,0,0,0,0,58,0,1,0
3,2,3,0,0,0,0,59,0,1,0
3,3,4,0,0,0,0,60,0,1,0
3,4,5,0,0,0,0,61,0,1,0
3,5,6,0,0,0,0,62,0,1,0
3,6,7,0,0,0,0,63,0,1,0
3,7,8,0,0,0,0,64,0,1,0
3,8,9,0,0,0,0,65,0,1,0
3,9,10,0,0,0,0,66,0,1,0
3,10,11,0,0,0,0,67,0,1,0
3,11,12,0,0,0,0,68,0,0,0
3,12,13,0,0,0,0,69,0,0,0
3,13,14,0,0,0,0,70,0,0,0
3,14,15,0,0,0,0,71,0,0,0
3,15,16,0,0,0,0,72,0,0,0
3,16,17,0,0,0,0,73,0,0,0
3,17,18,0,0,0,0,74,0,0,0
3,18,19,0,0,0,0,75,0,0,0
3,19,20,0,0,0,0,76,0,0,0
3,20,21,0,1,0,0,77,0,0,2
4,0,1,0,0,0,0,47,0,1,0
4,1,2,0,0,0,0,48,0,1,0
4,2,3,0,0,0,0,49,0,1,0
4,3,4,0,0,0,0,50,0,1,0
4,4,5,0,0,0,0,51,0,1,0
4,5,6,0,0,0,0,52,0,1,0
4,6,7,0,0,0,0,53,0,1,0
4,7,8,0,0,0,0,54,0,1,0
4,8,9,0,0,0,0,55,0,1,0
4,9,10,0,1,0,0,56,0,1,2
5,0,1,0,0,0,1,58,0,1,0
5,1,2,0,0,0,1,59,0,1,0
5,2,3,0,0,0,1,60,0,1,0
5,3,4,0,0,0,1,61,0,1,0
5,4,5,0,0,0,1,62,0,1,0
5,5,6,0,0,0,1,63,0,1,0
5,6,7,1,0,0,1,64,0,1,1
6,0,1,0,0,0,1,38,0,1,0
6,1,2,0,0,0,1,39,0,1,0
6,2,3,0,0,0,1,40,0,1,0
6,3,4,0,0,0,1,41,0,1,0
6,4,5,0,0,0,1,42,0,1,0
6,5,6,0,0,0,1,43,0,1,0
6,6,7,0,0,0,1,44,0,1,0
6,7,8,0,0,0,1,45,0,1,0
6,8,9,0,0,0,1,46,0,1,0
6,9,10,0,1,0,1,47,0,1,2
7,0,1,0,0,0,1,59,0,1,0
7,1,2,1,0,0,1,60,0,1,1
8,0,1,0,0,0,0,47,0,1,0
8,1,2,0,0,0,0,48,0,1,0
8,2,3,0,0,0,0,49,0,1,0
8,3,4,0,0,0,0,50,0,1,0
8,4,5,0,0,0,0,51,0,1,0
8,5,6,0,0,0,0,52,0,1,0
8,6,7,0,0,0,0,53,0,1,0
8,7,8,0,0,0,0,54,0,0,0
8,8,9,0,0,0,0,55,0,0,0
8,9,10,0,0,0,0,56,0,0,0
8,10,11,0,0,0,0,57,0,0,0
8,11,12,0,0,0,0,58,0,0,0
8,12,13,0,0,0,0,59,0,0,0
8,13,14,0,1,0,0,60,0,0,2
9,0,1,0,0,0,1,54,0,1,0
9,1,2,0,0,0,1,55,0,1,0
9,2,3,0,0,0,1,56,0,1,0
9,3,4,0,0,0,1,57,0,1,0
9,4,5,0,0,0,1,58,0,1,0
9,5,6,0,0,0,1,59,0,0,0
9,6,7,0,0,0,1,60,0,0,0
9,7,8,0,0,0,1,61,0,0,0
9,8,9,0,0,0,1,62,0,0,0
9,9,10,0,0,0,1,63,0,0,0
9,10,11,0,0,0,1,64,0,0,0
9,11,12,0,0,0,1,65,0,0,0
9,12,13,0,0,0,1,66,0,0,0
9,13,14,0,0,0,1,67,0,0,0
9,14,15,0,0,0,1,68,0,0,0
9,15,16,0,1,0,1,69,0,0,2
10,0,1,0,0,1,0,50,0,1,0
10,1,2,0,0,1,0,51,0,1,0
10,2,3,0,0,1,0,52,0,1,0
10,3,4,0,0,1,0,53,0,1,0
10,4,5,1,0,1,0,54,0,1,1
11,0,1,0,0,0,1,36,0,1,0
11,1,2,0,0,0,1,37,0,1,0
11,2,3,0,0,0,1,38,0,1,0
11,3,4,0,0,0,1,39,0,1,0
11,4,5,0,0,0,1,40,0,0,0
11,5,6,0,0,0,1,41,0,0,0
11,6,7,0,0,0,1,42,0,0,0
11,7,8,0,0,0,1,43,0,0,0
11,8,9,0,0,0,1,44,0,0,0
11,9,10,0,0,0,1,45,0,0,0
11,10,11,0,0,0,1,46,0,0,0
11,11,12,0,0,0,1,47,0,0,0
11,12,13,0,0,0,1,48,0,0,0
11,13,14,0,0,0,1,49,0,0,0
11,14,15,0,0,0,1,50,0,0,0
11,15,16,0,0,0,1,51,0,0,0
11,16,17,0,0,0,1,52,0,0,0
11,17,18,0,0,0,1,53,0,0,0
11,18,19,0,0,0,1,54,0,0,0
11,19,20,0,0,0,1,55,0,0,0
11,20,21,0,0,0,1,56,0,0,0
11,21,22,0,0,0,1,57,0,0,0
11,22,23,0,0,0,1,58,0,0,0
11,23,24,0,0,0,1,59,0,0,0
11,24,25,0,0,0,1,60,0,0,0
11,25,26,0,0,0,1,61,0,0,0
11,26,27,0,0,0,1,62,0,0,0
11,27,28,0,0,0,1,63,0,0,0
11,28,29,0,0,0,1,64,0,0,0
11,29,30,0,0,0,1,65,0,0,0
11,30,31,0,0,0,1,66,0,0,0
11,31,32,0,0,0,1,67,0,0,0
11,32,33,0,1,0,1,68,0,0,2
12,0,1,0,0,0,1,45,0,1,0
12,1,2,0,0,0,1,46,0,0,0
12,2,3,0,0,0,1,47,0,0,0
12,3,4,0,0,0,1,48,0,0,0
12,4,5,1,0,0,1,49,0,0,1
13,0,1,0,0,1,1,45,0,0,0
13,1,2,0,0,1,1,46,0,0,0
13,2,3,0,0,1,1,47,0,0,0
13,3,4,0,0,1,1,48,0,0,0
13,4,5,0,0,1,1,49,0,0,0
13,5,6,0,0,1,1,50,0,0,0
13,6,7,0,0,1,1,51,0,0,0
13,7,8,0,0,1,1,52,0,0,0
13,8,9,0,0,1,1,53,0,0,0
13,9,10,0,0,1,1,54,0,0,0
13,10,11,0,0,1,1,55,0,0,0
13,11,12,0,0,1,1,56,0,0,0
13,12,13,0,0,1,1,57,0,0,0
13,13,14,0,0,1,1,58,0,0,0
13,14,15,0,0,1,1,59,0,0,0
13,15,16,0,0,1,1,60,0,0,0
13,16,17,0,0,1,1,61,0,0,0
13,17,18,0,0,1,1,62,0,0,0
13,18,19,0,0,1,1,63,0,0,0
13,19,20,0,0,1,1,64,0,0,0
13,20,21,0,0,1,1,65,0,0,0
13,21,22,0,0,1,1,66,0,0,0
13,22,23,0,0,1,1,67,0,0,0
13,23,24,0,0,1,1,68,0,0,0
13,24,25,0,0,1,1,69,0,0,0
13,25,26,0,0,1,1,70,0,0,0
13,26,27,0,0,1,1,71,0,0,0
13,27,28,0,0,1,1,72,0,0,0
13,28,29,0,0,1,1,73,0,0,0
13,29,30,0,0,1,1,74,0,0,0
13,30,31,0,0,1,1,75,0,0,0
13,31,32,0,0,1,1,76,0,0,0
13,32,33,0,0,1,1,77,0,0,0
13,33,34,0,0,1,1,78,0,0,0
13,34,35,0,1,1,1,79,0,0,2
14,0,1,0,0,0,1,32,0,1,0
14,1,2,0,0,0,1,33,0,1,0
14,2,3,0,0,0,1,34,0,1,0
14,3,4,0,0,0,1,35,0,1,0
14,4,5,0,0,0,1,36,0,1,0
14,5,6,0,0,0,1,37,0,1,0
14,6,7,0,0,0,1,38,0,1,0
14,7,8,0,0,0,1,39,0,1,0
14,8,9,0,0,0,1,40,0,1,0
14,9,10,0,0,0,1,41,0,1,0
14,10,11,0,0,0,1,42,0,1,0
14,11,12,0,0,0,1,43,0,1,0
14,12,13,0,0,0,1,44,0,1,0
14,13,14,0,0,0,1,45,0,1,0
14,14,15,0,0,0,1,46,0,1,0
14,15,16,0,0,0,1,47,0,1,0
14,16,17,0,0,0,1,48,0,1,0
14,17,18,0,0,0,1,49,0,1,0
14,18,19,0,0,0,1,50,0,1,0
14,19,20,0,0,0,1,51,0,1,0
14,20,21,0,0,0,1,52,0,1,0
14,21,22,0,0,0,1,53,0,1,0
14,22,23,0,0,0,1,54,0,1,0
14,23,24,0,0,0,1,55,0,1,0
14,24,25,0,0,0,1,56,0,1,0
14,25,26,0,0,0,1,57,0,1,0
14,26,27,0,0,0,1,58,0,1,0
14,27,28,0,0,0,1,59,0,1,0
14,28,29,0,0,0,1,60,0,1,0
14,29,30,0,0,0,1,61,0,1,0
14,30,31,0,1,0,1,62,0,1,2
15,0,1,0,0,0,0,49,0,1,0
15,1,2,0,0,0,0,50,0,1,0
15,2,3,0,0,0,0,51,0,1,0
15,3,4,0,0,0,0,52,0,1,0
15,4,5,0,0,0,0,53,0,1,0
15,5,6,0,0,0,0,54,0,1,0
15,6,7,0,0,0,0,55,0,1,0
15,7,8,0,0,0,0,56,0,1,0
15,8,9,0,0,0,0,57,0,1,0
15,9,10,0,0,0,0,58,0,1,0
15,10,11,0,0,0,0,59,0,1,0
15,11,12,0,0,0,0,61,0,1,0
15,12,13,0,0,0,0,61,0,1,0
15,13,14,0,0,0,0,62,0,1,0
15,14,15,0,0,0,0,63,0,1,0
15,15,16,0,0,0,0,64,0,1,0
15,16,17,0,1,0,0,65,0,1,2
16,0,1,0,0,0,1,42,0,1,0
16,1,2,0,0,0,1,43,0,1,0
16,2,3,0,0,0,1,44,0,1,0
16,3,4,0,0,0,1,45,0,1,0
16,4,5,0,0,0,1,46,0,1,0
16,5,6,0,0,0,1,47,0,1,0
16,6,7,0,0,0,1,48,0,1,0
16,7,8,0,0,0,1,49,0,1,0
16,8,9,0,0,0,1,50,0,1,0
16,9,10,0,0,0,1,51,0,1,0
16,10,11,0,0,0,1,52,0,1,0
16,11,12,0,0,0,1,53,0,1,0
16,12,13,0,0,0,1,54,0,1,0
16,13,14,0,0,0,1,55,0,1,0
16,14,15,0,0,0,1,56,0,1,0
16,15,16,0,0,0,1,57,0,1,0
16,16,17,0,0,0,1,58,0,1,0
16,17,18,0,0,0,1,59,0,1,0
16,18,19,0,0,0,1,60,0,1,0
16,19,20,0,1,0,1,61,0,1,2
17,0,1,0,0,0,1,58,0,1,0
17,1,2,0,0,0,1,59,0,1,0
17,2,3,0,0,0,1,60,0,1,0
17,3,4,0,0,0,1,61,0,1,0
17,4,5,0,0,0,1,62,0,1,0
17,5,6,0,0,0,1,63,0,1,0
17,6,7,0,0,0,1,64,0,1,0
17,7,8,0,0,0,1,65,0,1,0
17,8,9,0,0,0,1,66,0,1,0
17,9,10,0,0,0,1,67,0,1,0
17,10,11,0,0,0,1,68,0,1,0
17,11,12,0,0,0,1,69,0,1,0
17,12,13,0,0,0,1,70,0,1,0
17,13,14,0,0,0,1,71,0,1,0
17,14,15,0,0,0,1,72,0,1,0
17,15,16,0,0,0,1,73,0,1,0
17,16,17,0,0,0,1,74,0,1,0
17,17,18,0,0,0,1,75,0,1,0
17,18,19,0,0,0,1,76,0,1,0
17,19,20,0,0,0,1,77,0,1,0
17,20,21,0,0,0,1,78,0,1,0
17,21,22,0,0,0,1,79,0,1,0
17,22,23,0,0,0,1,80,0,1,0
17,23,24,0,0,0,1,81,0,1,0
17,24,25,1,0,0,1,82,0,1,1
18,0,1,0,0,0,0,32,0,1,0
18,1,2,0,0,0,0,33,0,1,0
18,2,3,0,0,0,0,34,0,1,0
18,3,4,0,0,0,0,35,0,1,0
18,4,5,0,0,0,0,36,0,1,0
18,5,6,0,0,0,0,37,0,1,0
18,6,7,0,0,0,0,38,0,1,0
18,7,8,0,0,0,0,39,0,1,0
18,8,9,0,0,0,0,40,0,1,0
18,9,10,0,0,0,0,41,0,1,0
18,10,11,0,0,0,0,42,0,1,0
18,11,12,0,0,0,0,43,0,1,0
18,12,13,0,0,0,0,44,0,1,0
18,13,14,0,0,0,0,45,0,1,0
18,14,15,0,0,0,0,46,0,1,0
18,15,16,0,0,0,0,47,0,1,0
18,16,17,0,0,0,0,48,0,1,0
18,17,18,0,0,0,0,49,0,1,0
18,18,19,0,0,0,0,50,0,1,0
18,19,20,0,0,0,0,51,0,1,0
18,20,21,0,0,0,0,52,0,1,0
18,21,22,0,0,0,0,53,0,1,0
18,22,23,0,0,0,0,54,0,1,0
18,23,24,0,0,0,0,55,0,1,0
18,24,25,0,0,0,0,56,0,1,0
18,25,26,0,0,0,0,57,0,1,0
18,26,27,0,0,0,0,58,0,1,0
18,27,28,0,0,0,0,59,0,1,0
18,28,29,0,0,0,0,60,0,1,0
18,29,30,0,0,0,0,61,0,0,0
18,30,31,0,0,0,0,62,0,0,0
18,31,32,0,0,0,0,63,0,0,0
18,32,33,0,0,0,0,64,0,0,0
18,33,34,0,1,0,0,65,0,1,2
19,0,1,0,0,0,0,55,0,1,0
19,1,2,0,0,0,0,56,0,1,0
19,2,3,0,0,0,0,57,0,1,0
19,3,4,0,0,0,0,58,0,1,0
19,4,5,0,0,0,0,59,0,1,0
19,5,6,0,0,0,0,60,0,1,0
19,6,7,0,0,0,0,61,0,1,0
19,7,8,0,0,0,0,62,0,1,0
19,8,9,0,0,0,0,63,0,1,0
19,9,10,0,0,0,0,64,0,1,0
19,10,11,0,0,0,0,65,0,1,0
19,11,12,0,0,0,0,66,0,1,0
19,12,13,0,0,0,0,67,0,1,0
19,13,14,0,0,0,0,68,0,1,0
19,14,15,0,0,0,0,69,0,1,0
19,15,16,0,0,0,0,70,0,1,0
19,16,17,0,0,0,0,71,0,1,0
19,17,18,0,0,0,0,72,0,1,0
19,18,19,0,0,0,0,73,0,0,0
19,19,20,0,0,0,0,74,0,0,0
19,20,21,0,1,0,0,75,0,0,2
20,0,1,0,0,0,1,49,0,1,0
20,1,2,0,0,0,1,50,0,1,0
20,2,3,0,1,0,1,51,0,1,2
21,0,1,0,0,0,0,44,0,1,0
21,1,2,0,0,0,0,45,0,1,0
21,2,3,0,0,0,0,46,0,1,0
21,3,4,0,0,0,0,47,0,1,0
21,4,5,0,0,0,0,48,0,1,0
21,5,6,0,0,0,0,49,0,1,0
21,6,7,0,0,0,0,50,0,1,0
21,7,8,0,0,0,0,51,0,1,0
21,8,9,0,0,0,0,52,0,1,0
21,9,10,0,0,0,0,53,0,1,0
21,10,11,0,0,0,0,54,0,1,0
21,11,12,0,0,0,0,55,0,0,0
21,12,13,0,0,0,0,56,0,0,0
21,13,14,0,0,0,0,57,0,0,0
21,14,15,0,0,0,0,58,0,0,0
21,15,16,0,0,0,0,59,0,1,0
21,16,17,0,0,0,0,60,0,1,0
21,17,18,0,0,0,0,61,0,1,0
21,18,19,0,0,0,0,62,0,1,0
21,19,20,0,0,0,0,63,0,0,0
21,20,21,0,0,0,0,64,0,0,0
21,21,22,0,0,0,0,65,0,0,0
21,22,23,0,0,0,0,66,0,0,0
21,23,24,0,0,0,0,67,0,1,0
21,24,25,0,0,0,0,68,0,1,0
21,25,26,0,0,0,0,69,0,1,0
21,26,27,0,0,0,0,70,0,1,0
21,27,28,0,0,0,0,71,0,1,0
21,28,29,0,0,0,0,72,0,1,0
21,29,30,0,0,0,0,73,0,1,0
21,30,31,0,0,0,0,74,0,1,0
21,31,32,0,1,0,0,75,0,0,2
22,0,1,0,0,0,0,50,0,1,0
22,1,2,0,0,0,0,51,0,1,0
22,2,3,0,0,0,0,52,0,1,0
22,3,4,0,0,0,0,53,0,1,0
22,4,5,0,0,0,0,54,0,1,0
22,5,6,0,0,0,0,55,0,1,0
22,6,7,0,0,0,0,56,0,1,0
22,7,8,0,0,0,0,57,0,1,0
22,8,9,0,0,0,0,58,0,1,0
22,9,10,0,0,0,0,59,0,1,0
22,10,11,0,0,0,0,60,0,1,0
22,11,12,0,0,0,0,61,0,0,0
22,12,13,0,0,0,0,62,0,0,0
22,13,14,0,0,0,0,63,0,0,0
22,14,15,0,1,0,0,64,0,0,2
23,0,1,0,0,0,1,45,0,1,0
23,1,2,0,0,0,1,46,0,1,0
23,2,3,0,0,0,1,47,0,1,0
23,3,4,0,0,0,1,48,0,1,0
23,4,5,0,0,0,1,49,0,1,0
23,5,6,0,0,0,1,50,0,1,0
23,6,7,0,0,0,1,51,0,0,0
23,7,8,0,0,0,1,52,0,0,0
23,8,9,0,0,0,1,53,0,0,0
23,9,10,0,0,0,1,54,0,0,0
23,10,11,0,0,0,1,55,0,1,0
23,11,12,0,0,0,1,56,0,1,0
23,12,13,0,0,0,1,57,0,1,0
23,13,14,0,0,0,1,58,0,1,0
23,14,15,0,0,0,1,59,0,0,0
23,15,16,0,0,0,1,60,0,0,0
23,16,17,0,0,0,1,61,0,0,0
23,17,18,0,0,0,1,62,0,0,0
23,18,19,0,0,0,1,63,0,1,0
23,19,20,0,0,0,1,64,0,1,0
23,20,21,0,0,0,1,65,0,1,0
23,21,22,0,0,0,1,66,0,1,0
23,22,23,0,0,0,1,67,0,1,0
23,23,24,0,0,0,1,68,0,1,0
23,24,25,0,0,0,1,69,0,1,0
23,25,26,0,0,0,1,70,0,1,0
23,26,27,0,0,0,1,71,0,0,0
23,27,28,0,0,0,1,72,0,0,0
23,28,29,0,0,0,1,73,0,0,0
23,29,30,0,0,0,1,74,0,0,0
23,30,31,0,0,0,1,75,0,0,0
23,31,32,0,0,0,1,76,0,1,0
23,32,33,0,1,0,1,77,0,1,2
24,0,1,0,0,1,1,59,0,1,0
24,1,2,0,0,1,1,60,0,1,0
24,2,3,0,0,1,1,61,0,1,0
24,3,4,0,0,1,1,62,0,1,0
24,4,5,0,0,1,1,63,0,1,0
24,5,6,0,0,1,1,64,0,0,0
24,6,7,0,0,1,1,65,0,0,0
24,7,8,0,0,1,1,66,0,0,0
24,8,9,0,0,1,1,67,0,0,0
24,9,10,0,0,1,1,68,0,1,0
24,10,11,0,0,1,1,69,0,1,0
24,11,12,0,0,1,1,70,0,1,0
24,12,13,0,0,1,1,71,0,1,0
24,13,14,0,0,1,1,72,0,0,0
24,14,15,0,0,1,1,73,0,0,0
24,15,16,0,0,1,1,74,0,0,0
24,16,17,0,0,1,1,75,0,0,0
24,17,18,0,0,1,1,76,0,1,0
24,18,19,0,0,1,1,77,0,1,0
24,19,20,0,0,1,1,78,0,1,0
24,20,21,0,0,1,1,79,0,1,0
24,21,22,0,0,1,1,80,0,1,0
24,22,23,0,0,1,1,81,0,1,0
24,23,24,0,0,1,1,82,0,1,0
24,24,25,0,0,1,1,83,0,1,0
24,25,26,0,0,1,1,84,0,0,0
24,26,27,0,0,1,1,85,0,0,0
24,27,28,0,0,1,1,86,0,0,0
24,28,29,0,1,1,1,87,0,0,2
25,0,1,0,0,0,1,52,0,1,0
25,1,2,0,0,0,1,53,0,1,0
25,2,3,0,0,0,1,54,0,1,0
25,3,4,0,0,0,1,55,0,1,0
25,4,5,0,0,0,1,56,0,1,0
25,5,6,0,1,0,1,57,0,0,2
26,6,7,0,0,0,1,58,0,1,0
26,7,8,0,0,0,1,59,0,1,0
26,8,9,0,0,0,1,60,0,1,0
26,9,10,0,0,0,1,61,0,1,0
26,10,11,0,0,0,1,62,0,0,0
26,11,12,0,0,0,1,63,0,0,0
26,12,13,0,0,0,1,64,0,0,0
26,13,14,0,0,0,1,65,0,0,0
26,14,15,0,0,0,1,66,0,1,0
26,15,16,0,0,0,1,67,0,1,0
26,16,17,0,0,0,1,68,0,1,0
26,17,18,0,0,0,1,69,0,1,0
26,18,19,0,0,0,1,70,0,0,0
26,19,20,0,0,0,1,71,0,0,0
26,20,21,0,0,0,1,72,0,0,0
26,21,22,0,0,0,1,73,0,0,0
26,22,23,0,0,0,1,74,0,1,0
26,23,24,0,0,0,1,75,0,1,0
26,24,25,0,0,0,1,76,0,1,0
26,25,26,0,0,0,1,77,0,1,0
26,26,27,0,0,0,1,78,0,1,0
26,27,28,0,0,0,1,79,0,1,0
26,28,29,0,0,0,1,80,0,1,0
26,29,30,0,0,0,1,81,0,1,0
26,30,31,0,0,0,1,82,0,0,0
26,31,32,0,0,0,1,83,0,0,0
26,32,33,0,0,0,1,84,0,0,0
26,33,34,0,0,0,1,85,0,0,0
26,34,35,0,1,0,1,86,0,0,2
27,0,1,0,0,0,1,57,0,1,0
27,1,2,0,0,0,1,58,0,1,0
27,2,3,0,0,0,1,59,0,1,0
27,3,4,0,0,0,1,60,0,0,0
27,4,5,0,0,0,1,61,0,0,0
27,5,6,0,0,0,1,62,0,0,0
27,6,7,0,0,0,1,63,0,0,0
27,7,8,0,0,0,1,64,0,1,0
27,8,9,0,0,0,1,65,0,1,0
27,9,10,0,0,0,1,66,0,1,0
27,10,11,0,0,0,1,67,0,1,0
27,11,12,0,0,0,1,68,0,0,0
27,12,13,0,0,0,1,69,0,0,0
27,13,14,0,0,0,1,70,0,0,0
27,14,15,0,1,0,1,71,0,0,2
28,0,1,0,0,0,1,57,0,0,0
28,1,2,0,0,0,1,58,0,0,0
28,2,3,0,0,0,1,59,0,0,0
28,3,4,0,0,0,1,60,0,1,0
28,4,5,0,0,0,1,61,0,1,0
28,5,6,0,0,0,1,62,0,1,0
28,6,7,0,0,0,1,63,0,1,0
28,7,8,0,0,0,1,64,0,0,0
28,8,9,0,0,0,1,65,0,0,0
28,9,10,0,0,0,1,66,0,0,0
28,10,11,0,0,0,1,67,0,0,0
28,11,12,0,0,0,1,68,0,1,0
28,12,13,0,0,0,1,69,0,1,0
28,13,14,0,0,0,1,70,0,1,0
28,14,15,0,0,0,1,71,0,1,0
28,15,16,0,0,0,1,72,0,1,0
28,16,17,0,0,0,1,73,0,1,0
28,17,18,0,0,0,1,74,0,1,0
28,18,19,0,1,0,1,75,0,1,2
29,0,1,0,0,0,0,52,0,1,0
29,1,2,0,0,0,0,53,0,1,0
29,2,3,0,0,0,0,54,0,1,0
29,3,4,0,0,0,0,55,0,1,0
29,4,5,0,0,0,0,56,0,0,0
29,5,6,0,0,0,0,57,0,0,0
29,6,7,0,0,0,0,58,0,0,0
29,7,8,0,0,0,0,59,0,0,0
29,8,9,0,0,0,0,60,0,1,0
29,9,10,0,0,0,0,61,0,1,0
29,10,11,0,0,0,0,62,0,1,0
29,11,12,0,0,0,0,63,0,1,0
29,12,13,0,0,0,0,64,0,1,0
29,13,14,0,0,0,0,65,0,1,0
29,14,15,0,0,0,0,66,0,1,0
29,15,16,0,0,0,0,67,0,1,0
29,16,17,0,0,0,0,68,0,0,0
29,17,18,0,0,0,0,69,0,0,0
29,18,19,0,0,0,0,70,0,0,0
29,19,20,0,0,0,0,71,0,0,0
29,20,21,0,0,0,0,72,0,0,0
29,21,22,0,0,0,0,73,0,1,0
29,22,23,0,0,0,0,74,0,1,0
29,23,24,0,0,0,0,75,0,1,0
29,24,25,0,0,0,0,76,0,0,0
29,25,26,0,0,0,0,77,1,0,0
29,26,27,0,0,0,0,78,1,0,0
29,27,28,1,0,0,0,79,1,0,1
30,0,1,0,0,0,0,55,0,1,0
30,1,2,0,0,0,0,56,0,1,0
30,2,3,0,0,0,0,57,0,1,0
30,3,4,0,0,0,0,58,0,1,0
30,4,5,0,0,0,0,59,0,0,0
30,5,6,0,0,0,0,60,0,0,0
30,6,7,0,1,0,0,61,0,0,2
31,0,1,0,0,0,0,52,0,1,0
31,1,2,0,0,0,0,53,0,1,0
31,2,3,0,0,0,0,54,0,1,0
31,3,4,0,0,0,0,55,0,0,0
31,4,5,0,0,0,0,56,0,0,0
31,5,6,0,0,0,0,57,0,0,0
31,6,7,0,0,0,0,58,0,0,0
31,7,8,0,0,0,0,59,0,1,0
31,8,9,0,0,0,0,60,0,1,0
31,9,10,0,0,0,0,61,0,1,0
31,10,11,0,0,0,0,62,0,1,0
31,11,12,0,0,0,0,63,0,1,0
31,12,13,0,0,0,0,64,0,1,0
31,13,14,0,0,0,0,65,0,1,0
31,14,15,0,0,0,0,66,0,1,0
31,15,16,0,0,0,0,67,0,0,0
31,16,17,0,0,0,0,68,0,0,0
31,17,18,0,0,0,0,69,0,0,0
31,18,19,0,0,0,0,70,0,0,0
31,19,20,0,0,0,0,71,0,0,0
31,20,21,0,0,0,0,72,0,1,0
31,21,22,0,0,0,0,73,0,1,0
31,22,23,0,0,0,0,74,0,1,0
31,23,24,0,0,0,0,75,0,0,0
31,24,25,1,0,0,0,76,1,0,1
32,0,1,0,0,0,0,41,0,1,0
32,1,2,0,0,0,0,42,0,1,0
32,2,3,0,0,0,0,43,0,0,0
32,3,4,0,0,0,0,44,0,0,0
32,4,5,0,0,0,0,45,0,0,0
32,5,6,0,0,0,0,46,0,0,0
32,6,7,1,0,0,0,47,0,0,1
33,0,1,0,0,0,1,41,0,1,0
33,1,2,0,0,0,1,42,0,1,0
33,2,3,0,0,0,1,43,0,1,0
33,3,4,0,0,0,1,44,0,1,0
33,4,5,0,0,0,1,45,0,1,0
33,5,6,0,0,0,1,46,0,1,0
33,6,7,0,0,0,1,47,0,1,0
33,7,8,0,0,0,1,48,0,1,0
33,8,9,1,0,0,1,49,0,0,1
34,0,1,0,0,0,0,54,0,1,0
34,1,2,0,0,0,0,55,0,1,0
34,2,3,0,0,0,0,56,0,1,0
34,3,4,0,0,0,0,57,0,0,0
34,4,5,0,0,0,0,58,0,0,0
34,5,6,0,0,0,0,59,0,0,0
34,6,7,0,0,0,0,60,0,0,0
34,7,8,0,0,0,0,61,0,0,0
34,8,9,0,0,0,0,62,0,1,0
34,9,10,0,0,0,0,63,0,1,0
34,10,11,0,0,0,0,64,0,1,0
34,11,12,0,0,0,0,65,0,0,0
34,12,13,0,0,0,0,66,0,0,0
34,13,14,0,0,0,0,67,0,0,0
34,14,15,0,0,0,0,68,0,0,0
34,15,16,0,0,0,0,69,0,0,0
34,16,17,0,0,0,0,70,1,0,0
34,17,18,0,0,0,0,71,1,0,0
34,18,19,0,0,0,0,72,1,0,0
34,19,20,0,0,0,0,73,1,0,0
34,20,21,0,0,0,0,74,1,0,0
34,21,22,0,0,0,0,75,1,0,0
34,22,23,0,0,0,0,76,1,0,0
34,23,24,0,1,0,0,77,1,0,2
35,0,1,0,0,0,0,57,0,1,0
35,1,2,0,0,0,0,58,0,1,0
35,2,3,0,0,0,0,59,0,1,0
35,3,4,0,0,0,0,60,0,1,0
35,4,5,0,0,0,0,61,0,0,0
35,5,6,0,0,0,0,62,0,0,0
35,6,7,0,0,0,0,63,0,0,0
35,7,8,0,0,0,0,64,0,1,0
35,8,9,0,0,0,0,65,0,1,0
35,9,10,0,0,0,0,66,0,1,0
35,10,11,0,0,0,0,67,0,1,0
35,11,12,0,0,0,0,68,0,1,0
35,12,13,0,0,0,0,69,0,1,0
35,13,14,0,0,0,0,70,1,1,0
35,14,15,0,0,0,0,71,1,1,0
35,15,16,0,0,0,0,72,1,1,0
35,16,17,0,0,0,0,73,1,1,0
35,17,18,0,0,0,0,74,1,1,0
35,18,19,0,0,0,0,75,1,1,0
35,19,20,1,0,0,0,76,1,1,1
36,0,1,0,0,0,0,46,0,1,0
36,1,2,0,0,0,0,47,0,1,0
36,2,3,0,0,0,0,48,0,1,0
36,3,4,0,0,0,0,49,0,1,0
36,4,5,0,0,0,0,50,0,0,0
36,5,6,0,0,0,0,51,0,0,0
36,6,7,0,0,0,0,52,0,0,0
36,7,8,0,0,0,0,53,0,1,0
36,8,9,0,0,0,0,54,0,1,0
36,9,10,0,0,0,0,55,0,1,0
36,10,11,0,0,0,0,56,0,1,0
36,11,12,0,0,0,0,57,0,1,0
36,12,13,0,0,0,0,58,0,1,0
36,13,14,0,0,0,0,59,0,1,0
36,14,15,0,0,0,0,60,0,1,0
36,15,16,0,0,0,0,61,0,1,0
36,16,17,0,0,0,0,62,0,1,0
