justice,svcstart,service,retire,death,chief,south,age,pension,pagree,threecat
100,12,13,0,0,0,1,76,1,0,0
100,13,14,0,0,0,1,77,1,0,0
100,14,15,1,0,0,1,78,1,0,1
101,0,1,0,0,0,0,47,0,1,0
101,1,2,0,0,0,0,48,0,1,0
101,2,3,0,0,0,0,49,0,1,0
101,3,4,0,0,0,0,50,0,1,0
101,4,5,0,0,0,0,51,0,1,0
101,5,6,0,0,0,0,52,0,1,0
101,6,7,0,0,0,0,53,0,0,0
101,7,8,0,0,0,0,54,0,0,0
101,8,9,0,0,0,0,55,0,0,0
101,9,10,0,0,0,0,56,0,0,0
101,10,11,0,0,0,0,57,0,1,0
101,11,12,0,0,0,0,58,0,1,0
101,12,13,0,0,0,0,59,0,1,0
101,13,14,0,0,0,0,60,0,1,0
101,14,15,0,0,0,0,61,0,1,0
101,15,16,0,0,1,0,62,0,1,0
101,16,17,0,0,1,0,63,0,1,0
101,17,18,0,0,1,0,64,0,1,0
101,18,19,0,0,1,0,65,1,1,0
101,19,20,0,0,1,0,66,1,1,0
101,20,21,0,0,1,0,67,1,1,0
101,21,22,0,0,1,0,68,1,1,0
101,22,23,0,0,1,0,69,1,0,0
101,23,24,0,0,1,0,70,1,0,0
102,0,1,0,0,0,0,55,0,1,0
102,1,2,0,0,0,0,56,0,1,0
102,2,3,0,0,0,0,57,0,0,0
102,3,4,0,0,0,0,58,0,0,0
102,4,5,0,0,0,0,59,0,0,0
102,5,6,0,0,0,0,60,0,0,0
102,6,7,0,0,0,0,61,0,1,0
102,7,8,0,0,0,0,62,0,1,0
102,8,9,0,0,0,0,63,0,1,0
102,9,10,0,0,0,0,64,0,1,0
102,10,11,0,0,0,0,65,0,1,0
102,11,12,0,0,0,0,66,0,1,0
102,12,13,0,0,0,0,67,1,1,0
102,13,14,0,0,0,0,68,1,1,0
102,14,15,0,0,0,0,69,1,1,0
102,15,16,0,0,0,0,70,1,1,0
102,16,17,0,0,0,0,71,1,1,0
102,17,18,0,0,0,0,72,1,1,0
102,18,19,0,0,0,0,73,1,0,0
102,19,20,0,0,0,0,74,1,0,0
103,0,1,0,0,0,0,51,0,1,0
103,1,2,0,0,0,0,52,0,1,0
103,2,3,0,0,0,0,53,0,1,0
103,3,4,0,0,0,0,54,0,1,0
103,4,5,0,0,0,0,55,0,1,0
103,5,6,0,0,0,0,56,0,1,0
103,6,7,0,0,0,0,57,0,1,0
103,7,8,0,0,0,0,58,0,1,0
103,8,9,0,0,0,0,59,0,1,0
103,9,10,0,0,0,0,60,0,1,0
103,10,11,0,0,0,0,61,0,1,0
103,11,12,0,0,0,0,62,0,1,0
103,12,13,0,0,0,0,63,0,0,0
103,13,14,0,0,0,0,64,0,0,0
104,0,1,0,0,0,0,50,0,1,0
104,1,2,0,0,0,0,51,0,1,0
104,2,3,0,0,0,0,52,0,1,0
104,3,4,0,0,0,0,53,0,1,0
104,4,5,0,0,0,0,54,0,1,0
104,5,6,0,0,0,0,55,0,1,0
104,6,7,0,0,0,0,56,0,1,0
104,7,8,0,0,0,0,57,0,0,0
104,8,9,0,0,0,0,58,0,0,0
105,0,1,0,0,0,0,51,0,1,0
105,1,2,0,0,0,0,52,0,1,0
105,2,3,0,0,0,0,53,0,1,0
105,3,4,0,0,0,0,54,0,1,0
105,4,5,0,0,0,0,55,0,1,0
105,5,6,0,0,0,0,56,0,1,0
105,6,7,0,0,0,0,57,0,0,0
105,7,8,0,0,0,0,58,0,0,0
106,0,1,0,0,0,0,51,0,1,0
106,1,2,0,0,0,0,52,0,1,0
106,2,3,0,0,0,0,53,0,1,0
106,3,4,0,0,0,0,54,0,0,0
106,4,5,0,0,0,0,55,0,0,0
107,0,1,0,0,0,0,43,0,1,0
107,1,2,0,0,0,0,44,0,1,0
107,2,3,0,0,0,0,45,0,0,0
107,3,4,0,0,0,0,46,0,0,0
108,0,1,0,0,0,0,60,0,1,0
108,1,2,0,0,0,0,61,0,1,0
109,0,1,0,0,0,0,56,0,1,0
