leadid,obsid,ccode,startobs,endobs,year,tenstart,tenure,tenureyears,tenureend,age,female,LatinAm,Europe,Africa,Asia,MidEast
"A2.5-1","USA-1869",2,-33174,-32872,1869,1,303,1,0,47,0,0,0,0,0,0
"A2.5-1","USA-1869",2,-32871,-32507,1870,304,668,2,0,48,0,0,0,0,0,0
"A2.5-1","USA-1869",2,-32506,-32142,1871,669,1033,3,0,49,0,0,0,0,0,0
"A2.5-1","USA-1869",2,-32141,-31776,1872,1034,1399,4,0,50,0,0,0,0,0,0
"A2.5-1","USA-1869",2,-31775,-31411,1873,1400,1764,5,0,51,0,0,0,0,0,0
"A2.5-1","USA-1869",2,-31410,-31046,1874,1765,2129,6,0,52,0,0,0,0,0,0
"A2.5-1","USA-1869",2,-31045,-30681,1875,2130,2494,7,0,53,0,0,0,0,0,0
"A2.5-1","USA-1869",2,-30680,-30315,1876,2495,2860,8,0,54,0,0,0,0,0,0
"A2.5-1","USA-1869",2,-30314,-30252,1877,2861,2923,8,1,55,0,0,0,0,0,0
"A2.5-10","USA-1881-2",2,-28592,-28489,1881,1,104,0,0,52,0,0,0,0,0,0
"A2.5-10","USA-1881-2",2,-28488,-28124,1882,105,469,1,0,53,0,0,0,0,0,0
"A2.5-10","USA-1881-2",2,-28123,-27759,1883,470,834,2,0,54,0,0,0,0,0,0
"A2.5-10","USA-1881-2",2,-27758,-27393,1884,835,1200,3,0,55,0,0,0,0,0,0
"A2.5-10","USA-1881-2",2,-27392,-27330,1885,1201,1263,3,1,56,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-17615,-17533,1911,1,83,0,0,57,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-17532,-17167,1912,84,449,1,0,58,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-17166,-16802,1913,450,814,2,0,59,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-16801,-16437,1914,815,1179,3,0,60,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-16436,-16072,1915,1180,1544,4,0,61,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-16071,-15706,1916,1545,1910,5,0,62,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-15705,-15341,1917,1911,2275,6,0,63,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-15340,-14976,1918,2276,2640,7,0,64,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-14975,-14611,1919,2641,3005,8,0,65,0,0,0,0,0,0
"A2.5-100","CAN-1911",20,-14610,-14449,1920,3006,3167,9,1,66,0,0,0,0,0,0
"A2.5-1000","NIC-1893",93,-24259,-24106,1893,1,154,0,0,40,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-24105,-23741,1894,155,519,1,0,41,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-23740,-23376,1895,520,884,2,0,42,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-23375,-23010,1896,885,1250,3,0,43,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-23009,-22645,1897,1251,1615,4,0,44,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-22644,-22280,1898,1616,1980,5,0,45,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-22279,-21915,1899,1981,2345,6,0,46,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-21914,-21550,1900,2346,2710,7,0,47,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-21549,-21185,1901,2711,3075,8,0,48,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-21184,-20820,1902,3076,3440,9,0,49,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-20819,-20455,1903,3441,3805,10,0,50,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-20454,-20089,1904,3806,4171,11,0,51,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-20088,-19724,1905,4172,4536,12,0,52,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-19723,-19359,1906,4537,4901,13,0,53,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-19358,-18994,1907,4902,5266,14,0,54,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-18993,-18628,1908,5267,5632,15,0,55,0,1,0,0,0,0
"A2.5-1000","NIC-1893",93,-18627,-18278,1909,5633,5982,16,1,56,0,1,0,0,0,0
"A2.5-1003","NIC-1909",93,-18278,-18263,1909,1,16,0,0,42,0,1,0,0,0,0
"A2.5-1003","NIC-1909",93,-18262,-18031,1910,17,248,1,1,43,0,1,0,0,0,0
"A2.5-1006","NIC-1910-1",93,-18031,-18022,1910,1,10,0,1,,0,1,0,0,0,0
"A2.5-1009","NIC-1910-2",93,-18022,-17898,1910,1,125,0,0,39,0,1,0,0,0,0
"A2.5-1009","NIC-1910-2",93,-17897,-17769,1911,126,254,1,1,40,0,1,0,0,0,0
"A2.5-1012","NIC-1911",93,-17769,-17533,1911,1,237,1,0,34,0,1,0,0,0,0
"A2.5-1012","NIC-1911",93,-17532,-17167,1912,238,603,2,0,35,0,1,0,0,0,0
"A2.5-1012","NIC-1911",93,-17166,-16802,1913,604,968,3,0,36,0,1,0,0,0,0
"A2.5-1012","NIC-1911",93,-16801,-16437,1914,969,1333,4,0,37,0,1,0,0,0,0
"A2.5-1012","NIC-1911",93,-16436,-16072,1915,1334,1698,5,0,38,0,1,0,0,0,0
"A2.5-1012","NIC-1911",93,-16071,-15706,1916,1699,2064,6,1,39,0,1,0,0,0,0
"A2.5-1015","NIC-1917",93,-15705,-15341,1917,1,365,1,0,46,0,1,0,0,0,0
"A2.5-1015","NIC-1917",93,-15340,-14976,1918,366,730,2,0,47,0,1,0,0,0,0
"A2.5-1015","NIC-1917",93,-14975,-14611,1919,731,1095,3,0,48,0,1,0,0,0,0
"A2.5-1015","NIC-1917",93,-14610,-14245,1920,1096,1461,4,1,49,0,1,0,0,0,0
"A2.5-1018","NIC-1921",93,-14244,-13880,1921,1,365,1,0,60,0,1,0,0,0,0
"A2.5-1018","NIC-1921",93,-13879,-13515,1922,366,730,2,0,61,0,1,0,0,0,0
"A2.5-1018","NIC-1921",93,-13514,-13230,1923,731,1015,3,1,62,0,1,0,0,0,0
"A2.5-1021","NIC-1923",93,-13230,-13150,1923,1,81,0,0,63,0,1,0,0,0,0
"A2.5-1021","NIC-1923",93,-13149,-12808,1924,82,423,1,1,64,0,1,0,0,0,0
"A2.5-1024","NIC-1925",93,-12783,-12419,1925,1,365,1,0,65,0,1,0,0,0,0
"A2.5-1024","NIC-1925",93,-12418,-12405,1926,366,379,1,1,66,0,1,0,0,0,0
"A2.5-1027","NIC-1926-1",93,-12402,-12116,1926,1,287,1,1,55,0,1,0,0,0,0
"A2.5-103","CAN-1920",20,-14419,-14245,1920,1,175,0,0,46,0,0,0,0,0,0
"A2.5-103","CAN-1920",20,-14244,-13882,1921,176,538,1,1,47,0,0,0,0,0,0
"A2.5-1030","NIC-1926-2",93,-12116,-12054,1926,1,63,0,0,,0,1,0,0,0,0
"A2.5-1030","NIC-1926-2",93,-12053,-11689,1927,64,428,1,0,,0,1,0,0,0,0
"A2.5-1030","NIC-1926-2",93,-11688,-11323,1928,429,794,2,0,,0,1,0,0,0,0
"A2.5-1030","NIC-1926-2",93,-11322,-11322,1929,795,795,2,1,,0,1,0,0,0,0
"A2.5-1033","NIC-1929",93,-11322,-10958,1929,1,365,1,0,58,0,1,0,0,0,0
"A2.5-1033","NIC-1929",93,-10957,-10593,1930,366,730,2,0,59,0,1,0,0,0,0
"A2.5-1033","NIC-1929",93,-10592,-10228,1931,731,1095,3,0,60,0,1,0,0,0,0
"A2.5-1033","NIC-1929",93,-10227,-9862,1932,1096,1461,4,1,61,0,1,0,0,0,0
"A2.5-1036","NIC-1933",93,-9861,-9497,1933,1,365,1,0,59,0,1,0,0,0,0
"A2.5-1036","NIC-1933",93,-9496,-9132,1934,366,730,2,0,60,0,1,0,0,0,0
"A2.5-1036","NIC-1933",93,-9131,-8767,1935,731,1095,3,0,61,0,1,0,0,0,0
"A2.5-1036","NIC-1933",93,-8766,-8609,1936,1096,1253,3,1,62,0,1,0,0,0,0
"A2.5-1039","NIC-1936",93,-8609,-8414,1936,1,196,1,1,50,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-8400,-8036,1937,1,365,1,0,41,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-8035,-7671,1938,366,730,2,0,42,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-7670,-7306,1939,731,1095,3,0,43,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-7305,-6940,1940,1096,1461,4,0,44,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-6939,-6575,1941,1462,1826,5,0,45,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-6574,-6210,1942,1827,2191,6,0,46,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-6209,-5845,1943,2192,2556,7,0,47,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-5844,-5479,1944,2557,2922,8,0,48,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-5478,-5114,1945,2923,3287,9,0,49,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-5113,-4749,1946,3288,3652,10,0,50,0,1,0,0,0,0
"A2.5-1042","NIC-1937",93,-4748,-4628,1947,3653,3773,10,1,51,0,1,0,0,0,0
"A2.5-1045","NIC-1947-1",93,-4628,-4603,1947,1,26,0,1,72,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-4603,-4384,1947,1,220,1,0,51,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-4383,-4018,1948,221,586,2,0,52,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-4017,-3653,1949,587,951,3,0,53,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-3652,-3288,1950,952,1316,4,0,54,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-3287,-2923,1951,1317,1681,5,0,55,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-2922,-2557,1952,1682,2047,6,0,56,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-2556,-2192,1953,2048,2412,7,0,57,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-2191,-1827,1954,2413,2777,8,0,58,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-1826,-1462,1955,2778,3142,9,0,59,0,1,0,0,0,0
"A2.5-1048","NIC-1947-2",93,-1461,-1189,1956,3143,3415,9,1,60,0,1,0,0,0,0
"A2.5-1051","NIC-1956",93,-1189,-1096,1956,1,94,0,0,34,0,1,0,0,0,0
"A2.5-1051","NIC-1956",93,-1095,-731,1957,95,459,1,0,35,0,1,0,0,0,0
"A2.5-1051","NIC-1956",93,-730,-366,1958,460,824,2,0,36,0,1,0,0,0,0
"A2.5-1051","NIC-1956",93,-365,-1,1959,825,1189,3,0,37,0,1,0,0,0,0
"A2.5-1051","NIC-1956",93,0,365,1960,1190,1555,4,0,38,0,1,0,0,0,0
"A2.5-1051","NIC-1956",93,366,730,1961,1556,1920,5,0,39,0,1,0,0,0,0
"A2.5-1051","NIC-1956",93,731,1095,1962,1921,2285,6,0,40,0,1,0,0,0,0
"A2.5-1051","NIC-1956",93,1096,1216,1963,2286,2406,7,1,41,0,1,0,0,0,0
"A2.5-1054","NIC-1963",93,1216,1460,1963,1,245,1,0,54,0,1,0,0,0,0
"A2.5-1054","NIC-1963",93,1461,1826,1964,246,611,2,0,55,0,1,0,0,0,0
"A2.5-1054","NIC-1963",93,1827,2191,1965,612,976,3,0,56,0,1,0,0,0,0
"A2.5-1054","NIC-1963",93,2192,2406,1966,977,1191,3,1,57,0,1,0,0,0,0
"A2.5-1057","NIC-1966",93,2407,2556,1966,1,150,0,0,66,0,1,0,0,0,0
"A2.5-1057","NIC-1966",93,2557,2677,1967,151,271,1,1,67,0,1,0,0,0,0
"A2.5-106","CAN-1921",20,-13882,-13880,1921,1,3,0,0,47,0,0,0,0,0,0
"A2.5-106","CAN-1921",20,-13879,-13515,1922,4,368,1,0,48,0,0,0,0,0,0
"A2.5-106","CAN-1921",20,-13514,-13150,1923,369,733,2,0,49,0,0,0,0,0,0
"A2.5-106","CAN-1921",20,-13149,-12784,1924,734,1099,3,0,50,0,0,0,0,0,0
"A2.5-106","CAN-1921",20,-12783,-12419,1925,1100,1464,4,0,51,0,0,0,0,0,0
"A2.5-106","CAN-1921",20,-12418,-12240,1926,1465,1643,4,1,52,0,0,0,0,0,0
"A2.5-1060","NIC-1967",93,2677,2921,1967,1,245,1,0,42,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,2922,3287,1968,246,611,2,0,43,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,3288,3652,1969,612,976,3,0,44,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,3653,4017,1970,977,1341,4,0,45,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,4018,4382,1971,1342,1706,5,0,46,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,4383,4748,1972,1707,2072,6,0,47,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,4749,5113,1973,2073,2437,7,0,48,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,5114,5478,1974,2438,2802,8,0,49,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,5479,5843,1975,2803,3167,9,0,50,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,5844,6209,1976,3168,3533,10,0,51,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,6210,6574,1977,3534,3898,11,0,52,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,6575,6939,1978,3899,4263,12,0,53,0,1,0,0,0,0
"A2.5-1060","NIC-1967",93,6940,7137,1979,4264,4461,12,1,54,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,7138,7304,1979,1,167,0,0,34,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,7305,7670,1980,168,533,1,0,35,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,7671,8035,1981,534,898,2,0,36,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,8036,8400,1982,899,1263,3,0,37,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,8401,8765,1983,1264,1628,4,0,38,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,8766,9131,1984,1629,1994,5,0,39,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,9132,9496,1985,1995,2359,6,0,40,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,9497,9861,1986,2360,2724,7,0,41,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,9862,10226,1987,2725,3089,8,0,42,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,10227,10592,1988,3090,3455,9,0,43,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,10593,10957,1989,3456,3820,10,0,44,0,1,0,0,0,0
"A2.5-1063","NIC-1979",93,10958,11072,1990,3821,3935,11,1,45,0,1,0,0,0,0
"A2.5-1066","NIC-1990",93,11072,11322,1990,1,251,1,0,61,1,1,0,0,0,0
"A2.5-1066","NIC-1990",93,11323,11687,1991,252,616,2,0,62,1,1,0,0,0,0
"A2.5-1066","NIC-1990",93,11688,12053,1992,617,982,3,0,63,1,1,0,0,0,0
"A2.5-1066","NIC-1990",93,12054,12418,1993,983,1347,4,0,64,1,1,0,0,0,0
"A2.5-1066","NIC-1990",93,12419,12783,1994,1348,1712,5,0,65,1,1,0,0,0,0
"A2.5-1066","NIC-1990",93,12784,13148,1995,1713,2077,6,0,66,1,1,0,0,0,0
"A2.5-1066","NIC-1990",93,13149,13514,1996,2078,2443,7,0,67,1,1,0,0,0,0
"A2.5-1066","NIC-1990",93,13515,13524,1997,2444,2453,7,1,68,1,1,0,0,0,0
"A2.5-1069","NIC-1997",93,13524,13879,1997,1,356,1,0,51,0,1,0,0,0,0
"A2.5-1069","NIC-1997",93,13880,14244,1998,357,721,2,0,52,0,1,0,0,0,0
"A2.5-1069","NIC-1997",93,14245,14609,1999,722,1086,3,0,53,0,1,0,0,0,0
"A2.5-1069","NIC-1997",93,14610,14975,2000,1087,1452,4,0,54,0,1,0,0,0,0
"A2.5-1069","NIC-1997",93,14976,15340,2001,1453,1817,5,0,55,0,1,0,0,0,0
"A2.5-1069","NIC-1997",93,15341,15350,2002,1818,1827,5,1,56,0,1,0,0,0,0
"A2.5-1072","NIC-2002",93,15351,15705,2002,1,355,1,0,74,0,1,0,0,0,0
"A2.5-1072","NIC-2002",93,15706,16070,2003,356,720,2,0,75,0,1,0,0,0,0
"A2.5-1072","NIC-2002",93,16071,16436,2004,721,1086,3,1,76,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-32650,-32507,1870,1,144,0,0,39,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-32506,-32142,1871,145,509,1,0,40,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-32141,-31776,1872,510,875,2,0,41,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-31775,-31411,1873,876,1240,3,0,42,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-31410,-31046,1874,1241,1605,4,0,43,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-31045,-30681,1875,1606,1970,5,0,44,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-30680,-30315,1876,1971,2336,6,0,45,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-30314,-29950,1877,2337,2701,7,0,46,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-29949,-29585,1878,2702,3066,8,0,47,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-29584,-29220,1879,3067,3431,9,0,48,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-29219,-28854,1880,3432,3797,10,0,49,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-28853,-28489,1881,3798,4162,11,0,50,0,1,0,0,0,0
"A2.5-1075","COS-1870",94,-28488,-28302,1882,4163,4349,12,1,51,0,1,0,0,0,0
"A2.5-1078","COS-1882-1",94,-28302,-28288,1882,1,15,0,1,56,0,1,0,0,0,0
"A2.5-1081","COS-1882-2",94,-28288,-28124,1882,1,165,0,0,48,0,1,0,0,0,0
"A2.5-1081","COS-1882-2",94,-28123,-27759,1883,166,530,1,0,49,0,1,0,0,0,0
"A2.5-1081","COS-1882-2",94,-27758,-27393,1884,531,896,2,0,50,0,1,0,0,0,0
"A2.5-1081","COS-1882-2",94,-27392,-27322,1885,897,967,3,1,51,0,1,0,0,0,0
"A2.5-1084","COS-1885",94,-27322,-27028,1885,1,295,1,0,31,0,1,0,0,0,0
"A2.5-1084","COS-1885",94,-27027,-26663,1886,296,660,2,0,32,0,1,0,0,0,0
"A2.5-1084","COS-1885",94,-26662,-26298,1887,661,1025,3,0,33,0,1,0,0,0,0
"A2.5-1084","COS-1885",94,-26297,-25932,1888,1026,1391,4,0,34,0,1,0,0,0,0
"A2.5-1084","COS-1885",94,-25931,-25621,1889,1392,1702,5,1,35,0,1,0,0,0,0
"A2.5-1087","COS-1889",94,-25621,-25567,1889,1,55,0,0,37,0,1,0,0,0,0
"A2.5-1087","COS-1889",94,-25566,-25439,1890,56,183,1,1,38,0,1,0,0,0,0
"A2.5-109","CAN-1926-1",20,-12239,-12151,1926,1,89,0,1,52,0,0,0,0,0,0
"A2.5-1090","COS-1890",94,-25439,-25202,1890,1,238,1,0,52,0,1,0,0,0,0
"A2.5-1090","COS-1890",94,-25201,-24837,1891,239,603,2,0,53,0,1,0,0,0,0
"A2.5-1090","COS-1890",94,-24836,-24471,1892,604,969,3,0,54,0,1,0,0,0,0
"A2.5-1090","COS-1890",94,-24470,-24106,1893,970,1334,4,0,55,0,1,0,0,0,0
"A2.5-1090","COS-1890",94,-24105,-23978,1894,1335,1462,4,1,56,0,1,0,0,0,0
"A2.5-1093","COS-1894",94,-23978,-23741,1894,1,238,1,0,33,0,1,0,0,0,0
"A2.5-1093","COS-1894",94,-23740,-23376,1895,239,603,2,0,34,0,1,0,0,0,0
"A2.5-1093","COS-1894",94,-23375,-23010,1896,604,969,3,0,35,0,1,0,0,0,0
"A2.5-1093","COS-1894",94,-23009,-22645,1897,970,1334,4,0,36,0,1,0,0,0,0
"A2.5-1093","COS-1894",94,-22644,-22280,1898,1335,1699,5,0,37,0,1,0,0,0,0
"A2.5-1093","COS-1894",94,-22279,-21915,1899,1700,2064,6,0,38,0,1,0,0,0,0
"A2.5-1093","COS-1894",94,-21914,-21550,1900,2065,2429,7,0,39,0,1,0,0,0,0
"A2.5-1093","COS-1894",94,-21549,-21185,1901,2430,2794,8,0,40,0,1,0,0,0,0
"A2.5-1093","COS-1894",94,-21184,-21057,1902,2795,2922,8,1,41,0,1,0,0,0,0
"A2.5-1096","COS-1902",94,-21057,-20820,1902,1,238,1,0,54,0,1,0,0,0,0
"A2.5-1096","COS-1902",94,-20819,-20455,1903,239,603,2,0,55,0,1,0,0,0,0
"A2.5-1096","COS-1902",94,-20454,-20089,1904,604,969,3,0,56,0,1,0,0,0,0
"A2.5-1096","COS-1902",94,-20088,-19724,1905,970,1334,4,0,57,0,1,0,0,0,0
"A2.5-1096","COS-1902",94,-19723,-19596,1906,1335,1462,4,1,58,0,1,0,0,0,0
"A2.5-1099","COS-1906",94,-19596,-19359,1906,1,238,1,0,48,0,1,0,0,0,0
"A2.5-1099","COS-1906",94,-19358,-18994,1907,239,603,2,0,49,0,1,0,0,0,0
"A2.5-1099","COS-1906",94,-18993,-18628,1908,604,969,3,0,50,0,1,0,0,0,0
"A2.5-1099","COS-1906",94,-18627,-18263,1909,970,1334,4,0,51,0,1,0,0,0,0
"A2.5-1099","COS-1906",94,-18262,-18135,1910,1335,1462,4,1,52,0,1,0,0,0,0
"A2.5-1102","COS-1910",94,-18135,-17898,1910,1,238,1,0,51,0,1,0,0,0,0
"A2.5-1102","COS-1910",94,-17897,-17533,1911,239,603,2,0,52,0,1,0,0,0,0
"A2.5-1102","COS-1910",94,-17532,-17167,1912,604,969,3,0,53,0,1,0,0,0,0
"A2.5-1102","COS-1910",94,-17166,-16802,1913,970,1334,4,0,54,0,1,0,0,0,0
"A2.5-1102","COS-1910",94,-16801,-16674,1914,1335,1462,4,1,55,0,1,0,0,0,0
"A2.5-1105","COS-1914",94,-16674,-16437,1914,1,238,1,0,37,0,1,0,0,0,0
"A2.5-1105","COS-1914",94,-16436,-16072,1915,239,603,2,0,38,0,1,0,0,0,0
"A2.5-1105","COS-1914",94,-16071,-15706,1916,604,969,3,0,39,0,1,0,0,0,0
"A2.5-1105","COS-1914",94,-15705,-15679,1917,970,996,3,1,40,0,1,0,0,0,0
"A2.5-1108","COS-1917",94,-15679,-15341,1917,1,339,1,0,47,0,1,0,0,0,0
"A2.5-1108","COS-1917",94,-15340,-14976,1918,340,704,2,0,48,0,1,0,0,0,0
"A2.5-1108","COS-1917",94,-14975,-14751,1919,705,929,3,1,49,0,1,0,0,0,0
"A2.5-1111","COS-1919-1",94,-14751,-14727,1919,1,25,0,1,66,0,1,0,0,0,0
"A2.5-1114","COS-1919-2",94,-14727,-14727,1919,1,1,0,1,62,0,1,0,0,0,0
"A2.5-1117","COS-1920",94,-14482,-14245,1920,1,238,1,0,48,0,1,0,0,0,0
"A2.5-1117","COS-1920",94,-14244,-13880,1921,239,603,2,0,49,0,1,0,0,0,0
"A2.5-1117","COS-1920",94,-13879,-13515,1922,604,968,3,0,50,0,1,0,0,0,0
"A2.5-1117","COS-1920",94,-13514,-13150,1923,969,1333,4,0,51,0,1,0,0,0,0
"A2.5-1117","COS-1920",94,-13149,-13021,1924,1334,1462,4,1,52,0,1,0,0,0,0
"A2.5-112","CAN-1926-2",20,-12151,-12054,1926,1,98,0,0,52,0,0,0,0,0,0
"A2.5-112","CAN-1926-2",20,-12053,-11689,1927,99,463,1,0,53,0,0,0,0,0,0
"A2.5-112","CAN-1926-2",20,-11688,-11323,1928,464,829,2,0,54,0,0,0,0,0,0
"A2.5-112","CAN-1926-2",20,-11322,-10958,1929,830,1194,3,0,55,0,0,0,0,0,0
"A2.5-112","CAN-1926-2",20,-10957,-10739,1930,1195,1413,4,1,56,0,0,0,0,0,0
"A2.5-1120","COS-1924",94,-13021,-12784,1924,1,238,1,0,65,0,1,0,0,0,0
"A2.5-1120","COS-1924",94,-12783,-12419,1925,239,603,2,0,66,0,1,0,0,0,0
"A2.5-1120","COS-1924",94,-12418,-12054,1926,604,968,3,0,67,0,1,0,0,0,0
"A2.5-1120","COS-1924",94,-12053,-11689,1927,969,1333,4,0,68,0,1,0,0,0,0
"A2.5-1120","COS-1924",94,-11688,-11560,1928,1334,1462,4,1,69,0,1,0,0,0,0
"A2.5-1123","COS-1928",94,-11560,-11323,1928,1,238,1,0,70,0,1,0,0,0,0
"A2.5-1123","COS-1928",94,-11322,-10958,1929,239,603,2,0,71,0,1,0,0,0,0
"A2.5-1123","COS-1928",94,-10957,-10593,1930,604,968,3,0,72,0,1,0,0,0,0
"A2.5-1123","COS-1928",94,-10592,-10228,1931,969,1333,4,0,73,0,1,0,0,0,0
"A2.5-1123","COS-1928",94,-10227,-10099,1932,1334,1462,4,1,74,0,1,0,0,0,0
"A2.5-1126","COS-1932",94,-10099,-9862,1932,1,238,1,0,73,0,1,0,0,0,0
"A2.5-1126","COS-1932",94,-9861,-9497,1933,239,603,2,0,74,0,1,0,0,0,0
"A2.5-1126","COS-1932",94,-9496,-9132,1934,604,968,3,0,75,0,1,0,0,0,0
"A2.5-1126","COS-1932",94,-9131,-8767,1935,969,1333,4,0,76,0,1,0,0,0,0
"A2.5-1126","COS-1932",94,-8766,-8638,1936,1334,1462,4,1,77,0,1,0,0,0,0
"A2.5-1129","COS-1936",94,-8638,-8401,1936,1,238,1,0,54,0,1,0,0,0,0
"A2.5-1129","COS-1936",94,-8400,-8036,1937,239,603,2,0,55,0,1,0,0,0,0
"A2.5-1129","COS-1936",94,-8035,-7671,1938,604,968,3,0,56,0,1,0,0,0,0
"A2.5-1129","COS-1936",94,-7670,-7306,1939,969,1333,4,0,57,0,1,0,0,0,0
"A2.5-1129","COS-1936",94,-7305,-7177,1940,1334,1462,4,1,58,0,1,0,0,0,0
"A2.5-1132","COS-1940",94,-7177,-6940,1940,1,238,1,0,40,0,1,0,0,0,0
"A2.5-1132","COS-1940",94,-6939,-6575,1941,239,603,2,0,41,0,1,0,0,0,0
"A2.5-1132","COS-1940",94,-6574,-6210,1942,604,968,3,0,42,0,1,0,0,0,0
"A2.5-1132","COS-1940",94,-6209,-5845,1943,969,1333,4,0,43,0,1,0,0,0,0
"A2.5-1132","COS-1940",94,-5844,-5716,1944,1334,1462,4,1,44,0,1,0,0,0,0
"A2.5-1135","COS-1944",94,-5716,-5479,1944,1,238,1,0,44,0,1,0,0,0,0
"A2.5-1135","COS-1944",94,-5478,-5114,1945,239,603,2,0,45,0,1,0,0,0,0
"A2.5-1135","COS-1944",94,-5113,-4749,1946,604,968,3,0,46,0,1,0,0,0,0
"A2.5-1135","COS-1944",94,-4748,-4384,1947,969,1333,4,0,47,0,1,0,0,0,0
"A2.5-1135","COS-1944",94,-4383,-4273,1948,1334,1444,4,1,48,0,1,0,0,0,0
"A2.5-1138","COS-1948",94,-4273,-4018,1948,1,256,1,0,76,0,1,0,0,0,0
"A2.5-1138","COS-1948",94,-4017,-3890,1949,257,384,1,1,77,0,1,0,0,0,0
"A2.5-1141","COS-1949-1",94,-3890,-3706,1949,1,185,1,1,43,0,1,0,0,0,0
"A2.5-1144","COS-1949-2",94,-3706,-3653,1949,1,54,0,0,57,0,1,0,0,0,0
"A2.5-1144","COS-1949-2",94,-3652,-3288,1950,55,419,1,0,58,0,1,0,0,0,0
