ID,Docket,Amici,LnAmici,Year,USPartic,FedPetit,FedResp,SGAmicus,SCscore,MultipleLegal,select
3690121,93,0,,62,1,1,3,0,.49555555,0,0
3700713,138,0,,62,0,0,3,0,.49555555,0,0
3700713,180 M,0,,62,1,0,1,0,.49555555,0,0
3720714,146,5,1.6094379,63,0,0,3,1,.49555555,1,1
3770422,109,0,,64,0,0,3,0,.49555555,0,0
3850057,15,0,,66,0,0,3,0,.5511111,0,0
3890416,629 M,0,,67,0,0,3,0,.66222221,0,0
3950653,56,1,0,69,0,0,3,1,.46125001,1,1
3950683,830,0,,69,1,0,1,0,.46125001,0,0
3970319,347,0,,70,0,0,3,0,.33555555,0,0
3970337,606,0,,70,0,0,3,0,.33555555,0,0
3980275,896,2,.69314718,70,0,0,3,1,.33555555,0,1
3980278,1347,0,,70,0,0,3,0,.33555555,0,0
4000008,386,0,,70,1,1,3,0,.33555555,0,0
4000008,387,0,,70,1,1,3,0,.33555555,0,0
4000854,5211,0,,70,0,0,3,0,.33555555,0,0
4010996,1166,0,,71,0,0,3,0,.076250002,0,0
4030333,655,0,,71,1,1,3,0,.076250002,0,0
4040025,71-5179,0,,71,0,0,3,0,.076250002,0,0
4041053,71-5459,0,,72,0,0,3,0,-.017777778,0,0
4050034,70-91,0,,72,1,0,1,0,-.017777778,0,0
4051020,71-615,0,,72,0,0,3,0,-.017777778,0,0
4070258,71-32,0,,72,0,0,3,0,-.017777778,0,0
4090188,71-586,2,.69314718,72,0,0,3,0,-.017777778,1,1
4090905,71-1408,0,,72,0,0,3,0,-.017777778,0,0
4100422,71-6698,0,,73,1,0,1,0,-.017777778,0,0
4110792,72-490,2,.69314718,73,0,0,3,1,-.017777778,0,1
4110954,72-6206,0,,73,0,0,3,0,-.017777778,0,0
4120800,72-433,0,,73,1,1,3,0,-.017777778,1,0
4140632,72-1129,7,1.9459101,74,0,0,3,1,-.017777778,0,1
4140685,73-731,0,,74,0,0,3,0,-.017777778,0,0
4140914,72-1495,0,,73,1,0,1,0,-.017777778,0,0
4140922,72-1659,0,,73,0,0,3,0,-.017777778,0,0
4160919,73-544,0,,74,0,0,3,0,-.017777778,0,0
4160924,73-537,0,,74,0,0,3,0,-.017777778,0,0
4170903,73-856,0,,74,1,0,1,0,-.017777778,0,0
4170921,73-6230,0,,74,0,0,3,0,-.017777778,0,0
4190919,73-1728,0,,74,0,0,3,0,-.017777778,0,0
4190930,73-1804,0,,74,0,0,3,0,-.017777778,0,0
4200283,73-1627,0,,75,0,0,3,0,-.12444445,0,0
4200304,31 ORIG,0,,75,1,0,1,0,-.12444445,0,0
4200332,731395,0,,75,1,1,3,0,-.12444445,0,0
4220935,73-1462,0,,75,0,0,3,0,-.12444445,0,0
4220937,74-456,1,0,75,0,0,3,0,-.12444445,0,1
4230019,75-139,0,,75,0,0,3,0,-.12444445,0,0
4230261,74-850,0,,76,1,1,3,0,-.12444445,0,0
4230276,74-1396,1,0,76,0,0,3,0,-.12444445,0,1
4230879,74-1414,0,,75,1,0,1,0,-.12444445,0,0
4231006,75-495,0,,75,0,0,3,0,-.12444445,0,0
4240544,74-1141,0,,76,1,1,3,0,-.12444445,0,0
4280465,74-1222,8,2.0794415,76,0,0,3,0,-.12444445,0,1
4280910,74-5196,0,,76,0,0,3,0,-.12444445,0,0
4280911,74-6168,0,,76,0,0,3,0,-.12444445,0,0
4290001,75-1534,0,,76,1,1,3,0,-.12444445,0,0
4290068,75-831,0,,76,0,0,3,0,-.12444445,0,0
4290501,76-512,0,,77,0,0,3,0,-.12444445,0,0
4291012,A-453,0,,76,0,0,3,0,-.12444445,0,0
4300462,75-1753,0,,77,0,0,3,0,-.12444445,0,0
4310563,75-1344,0,,77,1,0,1,0,-.12444445,0,0
4310925,76-6235,0,,77,0,0,3,0,-.12444445,0,0
4320046,75-1870,0,,77,0,0,3,0,-.12444445,0,0
4320046,75-1872,0,,77,1,1,3,0,-.12444445,0,0
4330562,76-577,0,,77,0,0,3,0,-.12444445,0,0
4330584,75-5444,1,0,77,0,0,3,0,-.12444445,0,1
4330915,76-6720,0,,77,0,0,3,0,-.12444445,0,0
4340220,76-5344,0,,77,0,0,3,0,-.12444445,1,0
4340236,77-267,0,,78,0,0,3,0,-.12444445,0,0
4340913,77-452,0,,77,1,0,1,0,-.12444445,0,0
4350213,77-716,0,,78,1,1,3,0,-.12444445,1,0
4350734,76-1706,0,,78,0,0,3,0,-.12444445,1,0
4360941,77-1376,0,,78,0,0,3,0,-.12444445,0,0
4360950,77-1058,0,,78,0,0,3,0,-.12444445,0,0
4360950,77-6470,0,,78,0,0,3,0,-.12444445,0,0
4360953,77-1736,0,,78,0,0,3,0,-.12444445,0,0
4360962,77-1425,0,,78,0,0,3,0,-.12444445,0,0
4390438,77-1618,0,,79,0,0,3,0,-.12444445,0,0
4391091,78-5531,0,,79,0,0,3,0,-.12444445,0,0
4440164,78-738,1,0,79,1,0,1,0,-.12444445,0,1
4440453,78-599,0,,80,1,1,3,0,-.12444445,1,0
4450535,78-1756,0,,80,1,1,3,0,-.12444445,0,0
4460754,79-914,0,,80,1,1,3,0,-.12444445,0,0
4470352,79-421,0,,80,1,0,1,0,-.12444445,0,0
4490054,79-1003,0,,80,0,0,3,0,-.12444445,0,0
4491057,80-5602,0,,80,0,0,3,0,-.12444445,0,0
4491067,80-5561,0,,80,0,0,3,0,-.12444445,0,0
4491129,80-341,0,,81,0,0,3,0,-.19888888,0,0
4500221,79-1380,5,1.6094379,81,1,1,3,0,-.19888888,1,1
4500707,79-952,3,1.0986123,81,0,0,3,0,-.19888888,0,1
4500936,80-472,0,,81,0,0,3,0,-.19888888,0,0
4500949,80-733,0,,81,0,0,3,0,-.19888888,0,0
4510304,79-408,6,1.7917595,81,0,0,3,1,-.19888888,1,1
4510725,83 ORIG,0,,81,1,1,3,0,-.19888888,1,0
4520713,79-880,0,,81,1,1,3,0,-.19888888,0,0
4520714,80-813,0,,81,0,0,3,0,-.19888888,0,0
4540924,80-6759,0,,81,1,0,1,0,-.19888888,0,0
4550745,80-5889,4,1.3862944,82,0,0,3,0,-.19888888,0,1
4550927,80-6843,0,,82,0,0,3,0,-.19888888,0,0
4560605,80-1714,0,,82,0,0,3,0,-.19888888,0,0
4560953,81-310,0,,82,0,0,3,0,-.19888888,0,0
4560999,81-6171,0,,82,0,0,3,0,-.19888888,0,0
4590375,81680,1,0,83,0,0,3,0,-.19888888,0,1
4590997,81-2313,0,,82,0,0,3,0,-.19888888,0,0
4641032,83-5544,0,,83,0,0,3,0,-.19888888,0,0
4650259,82-374,2,.69314718,84,1,0,1,0,-.19888888,0,1
4660198,82-708,4,1.3862944,84,0,0,3,1,-.19888888,0,1
4670082,82-1608,3,1.0986123,84,0,0,3,0,-.19888888,0,1
4670380,82-1071,2,.69314718,84,0,0,3,0,-.19888888,0,1
4671261,83-6211,0,,84,0,0,3,0,-.19888888,0,0
4680183,83-490,2,.69314718,84,0,0,3,1,-.19888888,0,1
4680883,83-558,5,1.6094379,84,0,0,3,0,-.19888888,1,1
4681032,83-491,0,,84,1,1,3,0,-.19888888,0,0
4690221,83-1330,0,,85,1,1,3,0,-.19888888,0,0
4690900,84-5079,0,,84,0,0,3,0,-.19888888,0,0
4700811,83-6766,0,,85,0,0,3,0,-.19888888,0,0
4710701,84-165,1,0,85,0,0,3,0,-.19888888,0,1
4740003,84-1634,0,,85,0,0,3,0,-.19888888,0,0
4740025,85-5260,0,,85,0,0,3,0,-.19888888,0,0
4750066,84-1704,0,,86,1,0,1,0,-.22444445,1,0
4750192,84-1493,3,1.0986123,86,1,1,3,0,-.22444445,0,1
4760019,84-1728,3,1.0986123,86,1,1,1,0,-.22444445,0,1
4760028,84-6646,0,,86,0,0,3,0,-.22444445,0,0
4760054,84-1379,8,2.0794415,86,0,0,3,1,-.22444445,0,1
3780530,245,0,,64,1,0,1,0,.49555555,0,0
3810431,1218,0,,65,0,0,3,0,.5511111,0,0
4490999,79-6704,0,,80,0,0,3,0,-.12444445,0,0
4750469,84-1160,1,0,86,0,0,3,0,-.22444445,0,1
3500409,102,0,,56,1,1,3,0,.42399999,0,0
3510445,76,0,,56,0,0,3,0,.42399999,0,0
3520270,49,0,,57,1,0,1,0,.37222221,0,0
3520322,132,0,,57,1,0,1,0,.37222221,0,0
3550020,350,0,,57,0,0,3,0,.37222221,0,0
3600246,699,0,,59,0,0,3,0,.47666666,0,0
3850982,759 M,0,,66,0,0,3,0,.5511111,0,0
3860017,300,0,,67,0,0,3,0,.66222221,0,0
3890022,162 M,0,,67,0,0,3,0,.66222221,0,0
3890477,58,1,0,68,1,1,3,0,.66222221,0,1
3890486,834,0,,68,1,0,1,0,.66222221,0,0
3900511,702,0,,68,0,0,3,0,.66222221,0,0
3900557,445,3,1.0986123,68,0,0,3,0,.66222221,1,1
3960269,603,0,,69,0,0,3,0,.46125001,0,0
4050365,70-58,1,0,72,1,0,1,0,-.017777778,0,1
4160500,73-641,0,,74,1,0,1,0,-.017777778,0,0
3470222,195,0,,54,1,0,1,0,.31125,0,0
3480904,304,0,,55,0,0,3,0,.36000001,0,0
3500415,54,0,,56,1,1,3,0,.42399999,0,0
3520950,385,0,,56,0,0,3,0,.42399999,0,0
3790411,30,0,,65,1,1,3,0,.5511111,0,0
3850323,29,0,,66,1,0,1,0,.5511111,1,0
4051026,71-5912,0,,72,1,0,1,0,-.017777778,0,0
4090249,71-678,0,,72,1,0,1,0,-.017777778,0,0
4520726,9 ORIG,0,,81,1,1,3,0,-.19888888,0,0
4640046,A-301,0,,83,0,0,3,0,-.19888888,0,0
3500399,110,0,,56,1,0,1,0,.42399999,0,0
3800263,41,0,,65,1,1,3,0,.5511111,0,0
3800415,313,0,,65,0,0,3,0,.5511111,0,0
3850630,66,0,,67,1,0,1,0,.66222221,0,0
3850848,306,0,,66,1,0,1,0,.5511111,0,0
3850852,420,0,,66,1,0,1,0,.5511111,0,0
3850991,690,0,,66,0,0,3,0,.5511111,0,0
3851037,824,0,,67,0,0,3,0,.66222221,0,0
3860011,18 M,0,,67,0,0,3,0,.66222221,0,0
3860773,399,0,,67,0,0,3,0,.66222221,0,0
3930199,29,0,,68,1,1,3,0,.66222221,1,0
3940678,280,0,,69,1,1,3,0,.46125001,0,0
3940848,438,0,,69,0,0,3,0,.46125001,0,0
4090080,71-1509,0,,72,1,1,3,0,-.017777778,1,0
4120205,72-5323,0,,73,1,0,1,0,-.017777778,0,0
4140100,72-922,0,,73,0,0,3,0,-.017777778,0,0
4140441,72-1040,0,,74,0,0,3,0,-.017777778,1,0
4280913,75-999,0,,76,0,0,3,0,-.12444445,0,0
4310099,75-1055,0,,77,1,1,1,0,-.12444445,0,0
4360340,77-52,0,,78,1,1,3,0,-.12444445,0,0
4410600,77-719,2,.69314718,79,0,0,3,1,-.12444445,0,1
4420444,78-597,1,0,79,1,1,3,0,-.12444445,0,1
4490250,79-939,3,1.0986123,80,0,0,3,1,-.12444445,1,1
4591074,81-2296,0,,82,0,0,3,0,-.19888888,0,0
4591136,82-5448,0,,83,0,0,3,0,-.19888888,0,0
4591144,81-2394,0,,83,0,0,3,0,-.19888888,0,0
4591178,82-455,0,,83,1,0,1,0,-.19888888,0,0
4601057,82-927,0,,83,0,0,3,0,-.19888888,0,0
4651090,83-6388,0,,84,0,0,3,0,-.19888888,0,0
4710222,84-76,2,.69314718,85,0,0,3,0,-.19888888,0,1
4761103,85-6562,0,,86,1,0,1,0,-.22444445,0,0
4780385,85-93,3,1.0986123,86,0,0,3,0,-.22444445,1,1
4091053,72-5401,0,,72,0,0,3,0,-.017777778,0,0
4140925,72-1706,0,,73,0,0,3,0,-.017777778,0,0
4240507,74-773,1,0,76,0,0,2,0,-.12444445,1,1
4290318,75-1019,0,,77,0,0,3,0,-.12444445,0,0
4350991,77-915,0,,78,0,0,3,0,-.12444445,0,0
4510001,79-1489,11,2.3978953,81,0,0,3,0,-.19888888,0,1
4640865,82-2105,0,,83,0,0,3,0,-.19888888,0,0
4640875,82-2151,0,,83,0,0,3,0,-.19888888,0,0
4751150,85-6495,0,,86,0,0,3,0,-.22444445,0,0
4250460,75-1106,0,,76,0,0,3,0,-.12444445,0,0
4290252,75-616,2,.69314718,77,0,0,3,0,-.12444445,1,1
4410916,78-6091,0,,79,0,0,3,0,-.12444445,0,0
3910464,791 M,0,,68,0,0,3,0,.66222221,0,0
3910471,127,0,,68,0,0,3,0,.66222221,0,0
3920631,559,0,,68,0,0,3,0,.66222221,0,0
3920631,941,0,,68,0,0,3,0,.66222221,0,0
3920636,997,0,,68,0,0,3,0,.66222221,0,0
3920639,668 M,0,,68,0,0,3,0,.66222221,0,0
3920647,1095 M,0,,68,0,0,3,0,.66222221,0,0
3920647,1133,0,,68,0,0,3,0,.66222221,0,0
3980073,1211,0,,70,0,0,3,0,.33555555,0,0
4020137,154,2,.69314718,71,0,0,3,1,.076250002,0,1
4020137,226,0,,71,0,0,3,0,.076250002,0,0
4290078,74-6632,2,.69314718,76,1,0,1,0,-.12444445,0,1
4470807,79-616,2,.69314718,80,0,0,3,1,-.12444445,0,1
4691024,83-6809,0,,84,1,0,1,0,-.19888888,0,0
4760079,84-6263,4,1.3862944,86,0,0,3,1,-.22444445,0,1
4761163,85-1439,0,,86,1,0,1,0,-.22444445,0,0
4770079,85-215,0,,86,0,0,3,0,-.22444445,1,0
3600287,378,0,,59,0,0,3,0,.47666666,1,0
3660683,56,0,,61,1,0,1,0,.47666666,0,0
3690499,384,0,,62,1,1,3,0,.49555555,0,0
3730690,541,1,0,63,0,0,3,0,.49555555,0,1
3840312,321 M,0,,66,0,0,3,0,.5511111,0,0
3890121,54,0,,67,1,1,3,0,.66222221,1,0
3890987,483,0,,67,0,0,3,0,.66222221,0,0
4210707,73-1820,0,,75,1,1,3,0,-.12444445,0,0
4430193,78-436,0,,79,1,1,3,0,-.12444445,0,0
4670883,82-945,6,1.7917595,84,1,0,1,0,-.19888888,0,1
3800356,90,0,,65,0,0,3,0,.5511111,0,0
3800359,307,0,,65,1,1,3,0,.5511111,0,0
3830787,60,0,,66,1,1,3,0,.5511111,1,0
3860547,79,0,,67,0,0,3,0,.66222221,0,0
3870541,180,0,,67,0,0,3,0,.66222221,0,0
3900062,12,0,,68,1,0,1,0,.66222221,1,0
3900629,47,5,1.6094379,68,0,0,3,0,.66222221,0,1
3910083,781,0,,68,1,0,1,0,.66222221,0,0
3920273,635,1,0,68,0,0,3,0,.66222221,0,1
3920280,823,0,,68,0,0,3,0,.66222221,0,0
3920286,673,0,,68,0,0,3,0,.66222221,0,0
3920293,920 M,0,,68,0,0,3,0,.66222221,0,0
3920299,135,0,,68,1,0,1,0,.66222221,0,0
3920300,1076,0,,68,0,0,3,0,.66222221,0,0
3920649,1311 M,0,,68,0,0,3,0,.66222221,0,0
3920649,1823 M,0,,68,0,0,3,0,.66222221,0,0
3920652,1301 M,0,,68,0,0,3,0,.66222221,0,0
3920652,1535 M,0,,68,0,0,3,0,.66222221,0,0
3950213,748,1,0,69,0,0,3,0,.46125001,0,1
3970286,104,0,,70,1,1,3,0,.33555555,0,0
3990042,830,0,,70,0,0,3,0,.33555555,1,0
4000048,25,0,,70,1,1,3,0,.33555555,1,0
4020558,557,0,,71,1,1,3,0,.076250002,0,0
4050319,71-5552,0,,72,0,0,3,0,-.017777778,0,0
4050727,70-34,6,1.7917595,72,1,0,1,0,-.017777778,0,1
4050901,71-533,0,,72,0,0,3,0,-.017777778,0,0
4050908,71-298,0,,72,1,0,1,0,-.017777778,0,0
4050911,A-771,0,,72,0,0,3,0,-.017777778,0,0
4080092,70-87,0,,72,0,0,3,0,-.017777778,0,0
4090075,71-5685,0,,72,0,0,3,0,-.017777778,0,0
4100179,70-40,0,,73,0,0,3,0,-.017777778,1,0
4100284,71-5908,0,,73,0,0,3,0,-.017777778,0,0
4140514,72-955,2,.69314718,74,0,0,3,0,-.017777778,0,1
4150250,72-847,1,0,74,0,0,3,0,-.017777778,0,1
4410956,78-6225,0,,79,0,0,3,0,-.12444445,0,0
4470912,79-6383,0,,80,0,0,3,0,-.12444445,0,0
4580670,80-1348,1,0,82,0,0,3,0,-.19888888,0,1
4700414,83-728,2,.69314718,85,0,0,3,0,-.19888888,0,1
4710343,84-261,0,,85,1,1,3,0,-.19888888,0,0
4730935,A-220,0,,85,0,0,3,0,-.19888888,0,0
4741073,85-881,0,,86,0,0,3,0,-.22444445,0,0
4750292,84-1503,1,0,86,0,0,3,0,-.22444445,0,1
4750625,84-1531,0,,86,0,0,3,0,-.22444445,0,0
4760447,84-1809,7,1.9459101,86,1,1,3,0,-.22444445,0,1
4770561,85-224,6,1.7917595,86,0,0,3,1,-.22444445,0,1
3470909,335,0,,54,1,0,1,0,.31125,0,0
3510173,231,0,,56,1,0,1,0,.42399999,0,0
3510916,555,0,,56,1,0,1,0,.42399999,0,0
3520191,53,0,,57,0,0,3,0,.37222221,0,0
3560660,72,0,,58,1,0,1,0,.38499999,0,0
3660667,321,1,0,61,1,0,1,0,.47666666,0,1
3830234,290,0,,66,0,0,3,0,.5511111,0,0
3830252,51,0,,66,0,0,3,0,.5511111,0,0
3830262,818,0,,66,0,0,3,0,.5511111,0,0
3830265,112,0,,66,1,0,1,0,.5511111,0,0
4490939,79-6743,0,,80,0,0,3,0,-.12444445,0,0
4640001,A-197,0,,83,0,0,3,0,-.19888888,0,0
4640206,82-599,0,,84,1,1,3,0,-.19888888,0,0
4050936,71-756,0,,72,1,0,1,0,-.017777778,0,0
4050944,71-5547,0,,72,1,0,1,0,-.017777778,0,0
4050949,71-5743,0,,72,0,0,3,0,-.017777778,0,0
3560342,78,0,,58,1,0,1,0,.38499999,0,0
3560363,841,0,,58,1,0,1,0,.38499999,0,0
4110325,71-1082,13,2.5649493,73,0,0,3,1,-.017777778,1,1
4250457,75-805,0,,76,0,0,3,0,-.12444445,0,0
3890064,78,0,,67,0,0,3,0,.66222221,0,0
4490361,79-395,1,0,81,1,1,3,0,-.19888888,0,1
3960365,663,0,,70,0,0,3,0,.33555555,0,0
4200514,74-5140,0,,75,0,0,3,0,-.12444445,0,0
4660924,83-6229,0,,84,0,0,3,0,-.19888888,0,0
3460932,128,0,,54,0,0,3,0,.31125,0,0
3480066,6,0,,54,0,0,3,0,.31125,1,0
3550141,8,0,,57,1,0,1,0,.37222221,1,0
3550220,50,0,,57,0,0,3,0,.37222221,1,0
3610212,35,0,,60,1,0,1,0,.47666666,0,0
3660417,185,0,,61,0,0,3,0,.47666666,0,0
3760339,168,0,,64,0,0,3,0,.49555555,0,0
3830745,65,0,,66,1,1,3,0,.5511111,0,0
4020965,5053,0,,71,1,0,1,0,.076250002,0,0
4040558,71-527,0,,72,0,0,3,0,-.017777778,0,0
4060813,68-5027,0,,72,0,0,3,0,-.017777778,0,0
4150391,72-700,0,,74,1,0,1,0,-.017777778,0,0
4180954,73-1339,0,,74,0,0,3,0,-.017777778,0,0
4210993,74-1003,0,,75,0,0,3,0,-.12444445,0,0
4290006,75-1547,0,,76,1,1,3,0,-.12444445,0,0
4290245,76-461,0,,77,0,0,3,0,-.12444445,0,0
4490971,80-137,0,,80,0,0,3,0,-.12444445,0,0
4541011,81-99,0,,81,1,0,1,0,-.19888888,0,0
4550720,80-702,37,3.6109178,82,1,1,3,0,-.19888888,0,1
4640386,82-1509,0,,84,1,0,1,0,-.19888888,0,0
4660210,82-1271,2,.69314718,84,1,1,3,0,-.19888888,0,1
4730606,84-822,6,1.7917595,85,0,0,3,0,-.19888888,0,1
4730610,79 ORIG,0,,85,0,0,3,0,-.19888888,0,0
4610030,81-1196,0,,83,0,0,3,0,-.19888888,0,0
3750391,592,0,,64,0,0,3,0,.49555555,0,0
3860372,814,0,,67,1,0,1,0,.66222221,0,0
3930297,17,1,0,69,1,1,3,0,.46125001,0,1
4000351,29,0,,71,0,0,3,0,.076250002,0,0
4090488,71-559,1,0,73,1,1,3,0,-.017777778,0,1
4230122,74-759,0,,75,1,1,3,0,-.12444445,0,0
4230147,74-1287,0,,75,0,0,3,0,-.12444445,0,0
4280913,75-927,0,,76,0,0,3,0,-.12444445,0,0
4740064,84-6270,0,,85,0,0,3,0,-.19888888,0,0
3480397,251,0,,55,1,0,1,0,.36000001,0,0
3550587,97,0,,58,1,1,3,0,.38499999,0,0
3580307,136,0,,59,1,0,1,0,.47666666,1,0
3650604,116,0,,61,0,0,3,0,.47666666,0,0
3930357,61,0,,69,1,1,3,0,.46125001,0,0
3940847,67,0,,69,0,0,3,0,.46125001,0,0
4141148,73-5339,0,,74,0,0,3,0,-.017777778,0,0
4290363,75-577,1,0,77,0,0,3,0,-.12444445,0,1
4690014,83-5878,0,,84,1,0,1,0,-.19888888,0,0
4730908,84-761,0,,85,0,0,3,0,-.19888888,0,0
920764,,0,,86,0,0,3,0,-.22444445,0,0
3460368,,0,,53,0,0,3,0,.38777778,0,0
3460374,51,0,,53,1,1,3,0,.38777778,0,0
3460374,52,0,,53,1,1,3,0,.38777778,0,0
3460374,53,0,,53,1,1,3,0,.38777778,0,0
3460374,54,0,,53,1,1,3,0,.38777778,0,0
3480160,25,0,,54,1,1,3,0,.31125,0,0
3500270,19,0,,56,1,0,1,0,.42399999,0,0
3540416,302,0,,57,0,0,3,0,.37222221,0,0
3580068,310,0,,58,1,0,1,0,.38499999,0,0
3590550,783,0,,59,0,0,3,0,.47666666,0,0
3610220,16,0,,60,1,1,3,0,.47666666,0,0
3620479,418,0,,60,1,0,1,0,.47666666,0,0
3620482,56,0,,60,1,1,3,0,.47666666,0,0
3640502,10 ORIG,0,,60,0,0,3,0,.47666666,0,0
3650292,78,0,,61,0,0,3,0,.47666666,0,0
3650293,107,0,,61,0,0,3,0,.47666666,0,0
3670389,495,0,,61,0,0,3,0,.47666666,0,0
3680424,68,0,,62,1,0,1,0,.49555555,1,0
3690111,36,0,,62,0,0,3,0,.49555555,0,0
3730294,72,0,,63,1,0,1,0,.49555555,0,0
3730294,73,0,,63,1,0,1,0,.49555555,0,0
3750026,82 M,0,,63,0,0,3,0,.49555555,0,0
3750039,323,0,,63,0,0,3,0,.49555555,1,0
3750136,35,0,,63,0,0,3,0,.49555555,0,0
3750150,275,0,,63,1,0,1,0,.49555555,0,0
3780123,481,0,,64,0,0,3,0,.49555555,0,0
3780441,367,0,,64,1,1,3,0,.49555555,0,0
3790694,623,0,,65,0,0,3,0,.5511111,0,0
3810129,958,0,,65,0,0,3,0,.5511111,0,0
3840028,131,0,,66,0,0,3,0,.5511111,0,0
3860928,6,0,,67,0,0,3,0,.66222221,0,0
3940437,76,0,,69,0,0,3,0,.46125001,0,0
4090275,71-879,3,1.0986123,72,0,0,3,1,-.017777778,0,1
4090926,71-163,0,,72,0,0,3,0,-.017777778,0,0
4110192,71-1470,0,,73,0,0,3,0,-.017777778,1,0
4140002,72-6897,0,,73,0,0,3,0,-.017777778,0,0
4390322,77-1305,1,0,79,0,0,3,1,-.12444445,1,1
4390357,77-6067,1,0,79,0,0,3,1,-.12444445,0,1
4410600,77-5324,0,,79,0,0,3,0,-.12444445,0,0
4590923,81-2407,0,,82,0,0,3,0,-.19888888,0,0
4630319,81-1958,0,,83,0,0,3,0,-.19888888,0,0
4630319,81-2042,0,,83,0,0,3,0,-.19888888,0,0
4690001,83-1367,0,,84,0,0,3,0,-.19888888,0,0
4690014,83-1045,0,,84,1,1,3,0,-.19888888,0,0
4690892,83-6704,0,,84,0,0,3,0,-.19888888,0,0
4691172,84-49,0,,85,0,0,3,0,-.19888888,0,0
4740984,85-8,0,,85,0,0,3,0,-.19888888,0,0
4740992,84-1993,0,,85,0,0,3,0,-.19888888,0,0
4741110,85-5776,0,,86,0,0,3,0,-.22444445,0,0
4741113,85-6372,0,,86,0,0,3,0,-.22444445,0,0
4750001,84-1044,29,3.3672957,86,0,0,3,0,-.22444445,0,1
3580147,60,0,,58,1,0,1,0,.38499999,0,0
4690017,83-6775,0,,84,0,0,3,0,-.19888888,0,0
4751147,85-1281,0,,86,0,0,3,0,-.22444445,0,0
3520445,94,0,,57,0,0,3,0,.37222221,0,0
3580354,3,3,1.0986123,59,0,0,3,0,.47666666,1,1
4240409,74-5435,1,0,76,0,0,3,1,-.12444445,0,1
4341052,77-504,0,,78,0,0,3,0,-.12444445,0,0
4341080,77-447,0,,78,0,0,3,0,-.12444445,0,0
3530373,834,0,,57,1,0,1,0,.37222221,0,0
3530382,64,1,0,57,1,0,1,0,.37222221,0,1
3530391,183,0,,57,1,0,1,0,.37222221,0,0
3640019,229,0,,60,0,0,3,0,.47666666,0,0
4170156,73-203,11,2.3978953,74,0,0,3,0,-.017777778,1,1
4200592,73-296,1,0,75,0,0,3,0,-.12444445,0,1
4440527,77-1546,1,0,80,1,1,3,1,-.12444445,0,1
4440527,78-303,1,0,80,1,1,3,1,-.12444445,0,1
3480540,48,0,,55,1,0,1,0,.36000001,0,0
4660388,81-2394,0,,84,0,0,3,0,-.19888888,0,0
4671265,83-6567,0,,84,0,0,3,0,-.19888888,0,0
4690948,83-6759,0,,84,0,0,3,0,-.19888888,0,0
3590385,234,0,,59,1,1,3,0,.47666666,0,0
3700530,481,1,0,62,1,0,1,0,.49555555,1,1
3710057,46,0,,62,0,0,3,0,.49555555,1,0
3730374,66,0,,63,0,0,3,0,.49555555,0,0
3840238,782,0,,66,1,1,3,0,.5511111,0,0
4550586,81-362,0,,82,0,0,3,0,-.19888888,0,0
4580176,80-1002,7,1.9459101,82,0,0,3,1,-.19888888,0,1
4620213,81-430,9,2.1972246,83,0,0,3,1,-.19888888,0,1
4040282,70-5021,1,0,71,0,0,3,1,.076250002,0,1
4040962,A-507,0,,71,0,0,3,0,.076250002,0,0
4150724,72-812,0,,74,0,0,3,0,-.017777778,0,0
4230883,75-224,0,,75,0,0,3,0,-.12444445,0,0
4310407,76-935,0,,77,0,0,3,0,-.12444445,0,0
4420042,78-38,0,,79,0,0,3,0,-.12444445,0,0
4441098,79-633,0,,80,0,0,3,0,-.12444445,0,0
4460274,79-1,0,,80,0,0,3,0,-.12444445,0,0
4460291,78-1076,0,,80,0,0,3,0,-.12444445,0,0
4591222,82-319,0,,83,0,0,3,0,-.19888888,0,0
4700729,83-703,1,0,85,0,0,3,0,-.19888888,0,1
3460932,435,0,,54,0,0,3,0,.31125,0,0
3630335,25,0,,60,1,1,3,0,.47666666,0,0
4140934,72-6595,0,,73,0,0,3,0,-.017777778,0,0
4710359,84-433,1,0,85,0,0,3,0,-.19888888,0,1
4730373,83-990,6,1.7917595,85,0,0,3,1,-.19888888,0,1
4730402,84-239,0,,85,0,0,3,0,-.19888888,0,0
3460427,39,1,0,53,0,0,3,1,.38777778,1,1
3460441,14,0,,53,1,1,3,0,.38777778,0,0
3460441,40,0,,53,1,1,3,0,.38777778,0,0
3540178,261,2,.69314718,57,1,0,1,0,.37222221,0,1
3850252,51,0,,66,0,0,3,0,.5511111,0,0
4200730,73-1016,1,0,75,0,0,3,0,-.12444445,0,1
3500485,129,0,,56,0,0,3,0,.42399999,0,0
3640603,94,0,,61,0,0,3,0,.47666666,0,0
4100351,71-6060,0,,73,0,0,3,0,-.017777778,0,0
4350268,76-1151,0,,78,1,1,3,0,-.12444445,0,0
3560386,84,0,,58,1,0,1,0,.38499999,0,0
4040257,70-98,0,,71,0,0,3,0,.076250002,0,0
3470373,427,3,1.0986123,54,0,0,3,1,.31125,0,1
3480115,121,0,,54,0,0,3,0,.31125,1,0
3480121,37,0,,54,1,0,1,0,.31125,0,0
3480142,18,0,,54,1,0,1,0,.31125,0,0
3510115,48,3,1.0986123,56,0,0,3,0,.42399999,0,1
3530364,423,0,,57,0,0,3,0,.37222221,0,0
3530368,466,0,,57,1,1,3,0,.37222221,0,0
3600601,414,0,,59,0,0,3,0,.47666666,0,0
