ID,Docket,Amici,LnAmici,Year,USPartic,FedPetit,FedResp,SGAmicus,SCscore,MultipleLegal,select
4100743,71-1069,1,0,73,0,0,3,0,-.017777778,0,1
4110182,71-1545,0,,73,1,1,3,0,-.017777778,0,0
4120094,71-865,0,,73,0,0,3,0,-.017777778,0,0
4120909,72-6075,0,,73,1,0,1,0,-.017777778,0,0
4140395,72-1168,0,,74,1,1,3,0,-.017777778,0,0
4140632,72-777,5,1.6094379,74,0,0,3,1,-.017777778,0,1
4140931,72-6419,0,,73,0,0,3,0,-.017777778,0,0
4150104,72-1061,5,1.6094379,74,0,0,3,1,-.017777778,0,1
4150724,72-6050,0,,74,0,0,3,0,-.017777778,0,0
4150767,72-942,0,,74,0,0,3,0,-.017777778,0,0
4150814,72-1076,0,,74,1,0,1,0,-.017777778,0,0
4150961,73-729,0,,74,1,0,1,0,-.017777778,0,0
4150983,73-425,0,,74,0,0,3,0,-.017777778,0,0
4150995,73-1169,0,,74,0,0,3,0,-.017777778,0,0
4160386,73-439,0,,74,0,0,3,0,-.017777778,0,0
4160725,72-1470,0,,74,1,0,1,0,-.017777778,0,0
4170939,73-6271,0,,74,0,0,3,0,-.017777778,0,0
4190393,73-762,0,,75,0,0,3,0,-.12444445,1,0
4190560,73-1697,0,,75,0,0,3,0,-.12444445,1,0
4190565,73-898,5,1.6094379,75,0,0,3,0,-.12444445,0,1
4200050,73-696,4,1.3862944,75,0,0,3,0,-.12444445,0,1
4250341,74-1243,0,,76,1,0,1,0,-.12444445,0,0
4260901,74-1226,0,,76,0,0,3,0,-.12444445,0,0
4280280,75-5491,0,,76,0,0,3,1,-.12444445,0,0
4290808,75-6766,0,,76,0,0,3,0,-.12444445,0,0
4310494,75-6289,0,,77,0,0,3,0,-.12444445,0,0
4310816,76-183,0,,77,0,0,3,0,-.12444445,0,0
4340100,76-1291,0,,77,0,0,3,0,-.12444445,0,0
4350151,76-930,4,1.3862944,78,0,0,3,1,-.12444445,1,1
4350829,76-1450,4,1.3862944,78,0,0,3,0,-.12444445,0,1
4360149,77-42,0,,78,0,0,3,0,-.12444445,0,0
4360407,77-888,1,0,78,0,0,3,0,-.12444445,0,1
4360493,77-1237,0,,78,0,0,3,0,-.12444445,0,0
4360499,76-1608,0,,78,0,0,3,0,-.12444445,0,0
4370267,77-454,2,.69314718,78,0,0,3,0,-.12444445,1,1
4380001,76-1310,1,0,78,0,0,3,0,-.12444445,0,1
4390212,77-5903,0,,78,0,0,3,0,-.12444445,1,0
4400689,77-1575,2,.69314718,79,1,1,3,0,-.12444445,0,1
4420191,78-647,0,,79,0,0,3,0,-.12444445,0,0
4420397,78-711,12,2.4849067,79,0,0,3,1,-.12444445,0,1
4420640,77-1715,2,.69314718,79,0,0,3,0,-.12444445,0,1
4420773,78-223,1,0,79,1,1,3,0,-.12444445,0,1
4420901,A-1020,0,,79,0,0,3,0,-.12444445,0,0
4440004,78-1602,0,,79,1,1,3,0,-.12444445,0,0
4440248,79-5180,0,,80,1,0,1,0,-.12444445,0,0
4440320,78-952,0,,80,0,0,3,0,-.12444445,0,0
4450463,78-777,0,,80,1,1,3,0,-.12444445,0,0
4450480,78-1155,0,,80,0,0,3,0,-.12444445,1,0
4460420,78-6899,0,,80,0,0,3,0,-.12444445,0,0
4460903,79-711,0,,80,0,0,3,0,-.12444445,0,0
4470490,79-1082,2,.69314718,80,1,1,3,0,-.12444445,0,1
4470530,79-134,9,2.1972246,80,0,0,3,0,-.12444445,0,1
4470625,78-6621,0,,80,0,0,3,0,-.12444445,0,0
4470929,79-1352,0,,80,0,0,3,0,-.12444445,0,0
4470930,79-6470,0,,80,0,0,3,0,-.12444445,0,0
4480297,79-1268,5,1.6094379,80,1,1,3,0,-.12444445,1,1
4501012,80-653,0,,81,0,0,3,0,-.19888888,0,0
4510056,80-169,2,.69314718,81,0,0,3,0,-.19888888,0,1
4510945,80-1258,0,,81,0,0,3,0,-.19888888,0,0
4510993,80-1027,0,,81,0,0,3,0,-.19888888,0,0
4520473,80-5392,2,.69314718,81,0,0,3,0,-.19888888,0,1
4520576,80-808,2,.69314718,81,1,1,3,0,-.19888888,0,1
4540364,80-6845,0,,82,0,0,3,0,-.19888888,0,0
4540370,81-23,0,,82,0,0,3,0,-.19888888,0,0
4540432,80-990,1,0,82,0,0,3,0,-.19888888,0,1
4540464,80-327,2,.69314718,82,0,0,3,0,-.19888888,0,1
4541128,81-598,0,,81,0,0,3,0,-.19888888,0,0
4590917,81-2027,0,,82,0,0,3,0,-.19888888,0,0
