dyadid,year,start,stop,futime,dispute,allies,contig,trade,growth,democracy,capratio
2020,1951,0,1,35,0,1,1,.0144,.0085,1,.2001
2020,1980,0,1,35,0,1,1,.0288,.0046,1,.1098
2020,1976,0,1,35,0,1,1,.0278,.0001,1,.1203
2020,1977,1,2,35,0,1,1,.029,.018,1,.1185
2020,1981,1,2,35,0,1,1,.0284,.0043,1,.1145
2020,1952,1,2,35,0,1,1,.0152,.0259,1,.1866
2020,1953,2,3,35,0,1,1,.0156,.0225,1,.1871
2020,1982,2,3,35,0,1,1,.0282,-.0121,1,.112
2020,1978,2,3,35,0,1,1,.0284,.0383,1,.1174
2020,1979,3,4,35,1,1,1,.028,.031,1,.1143
2020,1983,3,4,35,0,1,1,.0254,.0032,1,.2862
2020,1954,3,4,35,0,1,1,.0154,.0055,1,.1805
2020,1955,4,5,35,0,1,1,.0146,.0087,1,.1739
2020,1984,4,5,35,0,1,1,.0266,.0153,1,.2979
2020,1956,5,6,35,0,1,1,.0154,.0149,1,.1658
2020,1985,5,6,35,0,1,1,.03,.0357,1,.2903
2020,1957,6,7,35,0,1,1,.017,.0206,1,.1695
2020,1958,7,8,35,0,1,1,.0158,-.0081,1,.1664
2020,1959,8,9,35,0,1,1,.0146,-.0024,1,.159
2020,1960,9,10,35,0,1,1,.015,-.0017,1,.1583
2020,1961,10,11,35,0,1,1,.014,.0022,1,.1549
2020,1962,11,12,35,0,1,1,.0136,.0147,1,.1558
2020,1963,12,13,35,0,1,1,.0138,.0234,1,.1517
2020,1964,13,14,35,0,1,1,.0138,.0353,1,.1465
2020,1965,14,15,35,0,1,1,.0146,.0386,1,.1315
2020,1966,15,16,35,0,1,1,.0156,.0444,1,.1557
2020,1967,16,17,35,0,1,1,.0174,.0361,1,.1558
2020,1968,17,18,35,0,1,1,.018,.0314,1,.1541
2020,1969,18,19,35,0,1,1,.0198,.023,1,.1581
2020,1970,19,20,35,0,1,1,.021,.0145,1,.1397
2020,1971,20,21,35,0,1,1,.0206,.0094,1,.145
2020,1972,21,22,35,0,1,1,.0216,.0121,1,.1395
2020,1973,22,23,35,0,1,1,.0232,.027,1,.1359
2020,1974,23,24,35,1,1,1,.025,.0078,1,.1294
2042,1962,0,1,35,0,1,0,.0002,.0179,-.3,3.9498
2041,1961,0,1,25,0,1,0,0,-.0521,-.8,5.7806
2041,1964,0,1,25,0,1,0,0,0,-.9,5.5265
2042,1951,0,1,35,0,1,0,.0002,.0374,-.9,7.0568
2042,1960,0,1,35,0,1,0,.0002,.0018,-.9,4.1243
2041,1965,1,2,25,0,1,0,0,-.0076,-.9,4.7188
2041,1962,1,2,25,0,1,0,0,-.0066,-.9,5.7557
2042,1952,1,2,35,0,1,0,.0004,.0259,-.9,6.9463
2041,1963,2,3,25,1,1,0,0,-.0125,-.9,5.5546
2042,1953,2,3,35,0,1,0,.0004,.025,-.9,6.279
2042,1964,2,3,35,0,1,0,.0004,.0353,-.3,3.6666
2041,1966,2,3,25,0,1,0,0,-.001,-.9,5.3896
2041,1967,3,4,25,0,1,0,0,-.0173,-.9,5.7921
2042,1965,3,4,35,0,1,0,.0004,-.0222,-.3,3.2118
2042,1954,3,4,35,0,1,0,.0002,-.0002,-.9,5.715
2041,1968,4,5,25,0,1,0,0,-.0219,-.9,5.8202
2042,1955,4,5,35,0,1,0,.0004,.0056,-.9,6.0153
2042,1966,4,5,35,0,1,0,.0002,.0027,-.3,3.8519
2042,1967,5,6,35,0,1,0,.0002,-.0138,-.3,3.805
2041,1969,5,6,25,0,1,0,0,-.0163,-.9,5.7103
2042,1956,5,6,35,0,1,0,.0004,.0149,-.9,6.5976
2042,1968,6,7,35,0,1,0,.0002,.0314,-.3,3.7871
2041,1970,6,7,25,0,1,0,0,.0028,-.9,5.3324
2042,1957,6,7,35,0,1,0,.0004,.0206,-.9,5.1962
2042,1958,7,8,35,0,1,0,.0004,-.0081,-.9,4.274
2042,1969,7,8,35,0,1,0,.0004,.0175,-.3,3.6174
2041,1971,7,8,25,0,1,0,0,.0094,-1,4.9441
2041,1972,8,9,25,0,1,0,0,.0151,-1,4.8604
2042,1970,8,9,35,0,1,0,.0004,.0145,-.3,3.2651
2042,1959,8,9,35,1,1,0,.0004,-.0005,-.9,4.0733
2042,1971,9,10,35,0,1,0,.0004,.0094,-.3,3.0861
2041,1973,9,10,25,0,1,0,0,.0072,-1,4.6231
2041,1974,10,11,25,0,1,0,.0002,-.0038,-1,4.4248
2042,1972,10,11,35,0,1,0,.0004,.0152,-.3,2.9522
2041,1975,11,12,25,0,1,0,.0002,-.0138,-1,4.1242
2042,1973,11,12,35,0,1,0,.0004,.0318,-.3,2.8182
2041,1976,12,13,25,0,1,0,.0002,.0001,-1,4.0243
2042,1974,12,13,35,0,1,0,.0004,.0196,-.3,2.6912
2042,1975,13,14,35,0,1,0,.0006,-.0023,-.3,2.5472
2041,1977,13,14,25,0,1,0,.0002,.0155,-.9,3.9286
2041,1978,14,15,25,0,1,0,.0002,.0398,-.9,3.8381
2042,1976,14,15,35,0,1,0,.0006,.0001,-.3,2.4566
2042,1977,15,16,35,0,1,0,.0006,.0104,-.3,2.4085
2041,1979,15,16,25,0,1,0,.0002,.0224,-.9,3.7513
2041,1980,16,17,25,0,1,0,.0002,.0144,-.9,3.5564
2042,1978,16,17,35,0,1,0,.0006,.0191,.6,2.388
2042,1979,17,18,35,0,1,0,.0004,.0091,.6,2.2963
2041,1981,17,18,25,0,1,0,.0002,.0043,-.9,3.5272
2042,1980,18,19,35,0,1,0,.0006,.0037,.6,2.2161
2041,1982,18,19,25,0,1,0,.0002,-.0121,-.9,3.3244
2041,1983,19,20,25,0,1,0,.0002,-.0396,-.9,5.2736
2042,1981,19,20,35,0,1,0,.0006,.0017,.6,2.2762
2041,1984,20,21,25,0,1,0,.0002,-.0392,-.9,6.336
2042,1982,20,21,35,0,1,0,.0006,-.0121,.7,2.1304
2041,1985,21,22,25,0,1,0,.0002,-.0038,-.9,4.5319
2042,1983,21,22,35,0,1,0,.0004,.0032,.7,3.6496
2042,1984,22,23,35,0,1,0,.0004,-.0066,.7,4.2524
2042,1985,23,24,35,0,1,0,.0004,-.0219,.7,3.3205
2051,1962,0,1,24,0,0,0,.0002,.0179,1,11.4454
2052,1962,0,1,24,0,0,0,.0002,.0179,.8,15.2361
2052,1963,1,2,24,0,0,0,.0002,.0234,.8,17.6916
2051,1963,1,2,24,0,0,0,.0002,.0055,1,10.902
2051,1964,2,3,24,0,0,0,.0002,.0345,1,9.637199
2052,1964,2,3,24,0,0,0,.0002,.0188,.8,14.9419
2052,1965,3,4,24,0,0,0,.0002,.0174,.8,10.8765
2051,1965,3,4,24,0,0,0,.0004,.0386,1,8.935101
2051,1966,4,5,24,0,0,0,.0004,.0444,1,10.7227
2052,1966,4,5,24,0,0,0,.0004,.0198,.8,11.1461
2052,1967,5,6,24,0,0,0,.0004,.0087,.8,12.3301
2051,1967,5,6,24,0,0,0,.0004,.0361,1,10.6939
2052,1968,6,7,24,0,0,0,.0004,.0028,.8,11.5106
2051,1968,6,7,24,0,0,0,.0004,.0314,1,10.7399
2051,1969,7,8,24,0,0,0,.0004,.023,1,10.79
2052,1969,7,8,24,0,0,0,.0004,.023,.8,12.468
2052,1970,8,9,24,0,0,0,.0004,.0145,.8,12.9558
2051,1970,8,9,24,0,0,0,.0004,.0145,1,9.1443
2051,1971,9,10,24,0,0,0,.0004,.0094,1,8.3435
2052,1971,9,10,24,0,0,0,.0004,.0094,.8,10.2101
2052,1972,10,11,24,0,0,0,.0004,.0152,.8,10.1387
2051,1972,10,11,24,0,0,0,.0004,.0152,1,8.0668
2052,1973,11,12,24,0,0,0,.0004,.0284,.8,10.0331
2051,1973,11,12,24,0,0,0,.0004,.0318,1,7.1487
2052,1974,12,13,24,0,0,0,.0004,-.0233,.8,10.404
2051,1974,12,13,24,0,0,0,.0004,.017,1,7.136
2051,1975,13,14,24,0,0,0,.0004,-.0071,1,7.0241
2052,1975,13,14,24,0,0,0,.001,-.0023,.8,10.9668
2051,1976,14,15,24,0,0,0,.0004,-.0289,1,7.2917
2052,1976,14,15,24,0,0,0,.001,.0001,.8,10.2453
2051,1977,15,16,24,0,0,0,.0004,-.0381,1,7.2597
2052,1977,15,16,24,0,0,0,.001,.018,.8,9.8651
2052,1978,16,17,24,0,0,0,.001,.0422,.8,9.132299
2051,1978,16,17,24,0,0,0,.0004,-.0452,1,7.8655
2051,1979,17,18,24,0,0,0,.0004,-.0353,1,7.3255
2052,1979,17,18,24,0,0,0,.0008,.031,.8,8.8707
2051,1980,18,19,24,0,0,0,.0002,-.0411,1,6.4457
2052,1980,18,19,24,0,0,0,.0008,.0144,.8,6.976
2052,1981,19,20,24,0,0,0,.0012,.0043,.8,6.1348
2051,1981,19,20,24,0,0,0,.0002,-.0327,1,6.7235
2051,1982,20,21,24,0,0,0,.0002,-.014,1,6.5018
2052,1982,20,21,24,0,0,0,.001,-.0121,.8,5.6309
2051,1983,21,22,24,0,0,0,.0002,.0032,1,15.2119
2052,1983,21,22,24,0,0,0,.0008,-.0158,.8,19.7046
2052,1984,22,23,24,0,0,0,.0006,-.0863,.9,22.3455
2051,1984,22,23,24,0,0,0,.0002,-.0075,1,18.3771
2052,1985,23,24,24,0,0,0,.0006,-.1376,.9,20.0797
2051,1985,23,24,24,0,0,0,.0002,-.0194,1,15.2502
2070,1951,0,1,35,0,1,1,.003,.0374,-.6,.4607
2070,1957,0,1,35,0,1,1,.003,.0206,-.6,.3889
2070,1952,1,2,35,0,1,1,.0032,.0259,-.6,.464
2070,1958,1,2,35,0,1,1,.003,-.0081,-.6,.3414
2070,1959,2,3,35,0,1,1,.003,.0053,-.6,.3253
2070,1953,2,3,35,0,1,1,.0032,.0085,-.6,.4766
2070,1954,3,4,35,0,1,1,.0028,.0063,-.6,.4288
2070,1960,3,4,35,0,1,1,.0024,.0093,-.6,.3072
2070,1961,4,5,35,0,1,1,.0026,.0127,-.6,.2905
2070,1955,4,5,35,0,1,1,.0028,.0209,-.6,.4253
2070,1956,5,6,35,1,1,1,.0028,.0149,-.6,.412
2070,1962,5,6,35,0,1,1,.0026,.0179,-.6,.2802
2070,1963,6,7,35,0,1,1,.0026,.0197,-.6,.2696
2070,1964,7,8,35,0,1,1,.0026,.0353,-.6,.2557
2070,1965,8,9,35,0,1,1,.0028,.0386,-.6,.2129
2070,1966,9,10,35,0,1,1,.0026,.0444,-.6,.2493
2070,1967,10,11,35,0,1,1,.0026,.0334,-.6,.2393
2070,1968,11,12,35,0,1,1,.0024,.0314,-.6,.2353
2070,1969,12,13,35,0,1,1,.0026,.023,-.6,.2269
2070,1970,13,14,35,0,1,1,.0026,.0145,-.6,.2009
2070,1971,14,15,35,0,1,1,.003,.0094,-.6,.1923
2070,1972,15,16,35,0,1,1,.0026,.0152,-.6,.1842
2070,1973,16,17,35,0,1,1,.003,.0313,-.6,.1734
2070,1974,17,18,35,0,1,1,.004,.0196,-.6,.1575
2070,1975,18,19,35,0,1,1,.0058,-.0023,-.6,.144
2070,1976,19,20,35,0,1,1,.0052,.0001,-.6,.1413
2070,1977,20,21,35,0,1,1,.0048,.0106,-.6,.1362
2070,1978,21,22,35,0,1,1,.0048,.0191,-.3,.1275
2070,1979,22,23,35,0,1,1,.0058,.031,-.3,.1239
2070,1980,23,24,35,0,1,1,.0076,.0144,-.3,.1162
2070,1981,24,25,35,0,1,1,.0102,.0043,-.3,.1165
2070,1982,25,26,35,0,1,1,.0104,-.0121,-.3,.1076
2070,1983,26,27,35,0,1,1,.0088,-.0256,-.3,.2149
2070,1984,27,28,35,0,1,1,.0076,-.0423,-.3,.2617
2070,1985,28,29,35,0,1,1,.008,-.0263,-.3,.1889
2092,1951,0,1,35,0,1,0,.0004,.0109,-.6,10.6177
2093,1956,0,1,35,0,1,0,.0002,.0149,-.8,14.042
2090,1951,0,1,35,0,1,0,.0004,-.0195,.2,4.7552
2093,1951,0,1,35,0,1,0,.0002,.0374,-.8,16.6999
2091,1951,0,1,35,0,1,0,.0002,.0148,-.3,18.8269
2090,1960,0,1,35,0,1,0,.0002,.0093,-.5,4.5384
2094,1951,0,1,35,0,1,0,.0002,-.0268,1,35.8659
2092,1952,1,2,35,0,1,0,.0004,.0259,-.6,10.7535
2093,1952,1,2,35,0,1,0,.0002,.0259,-.8,16.8163
2091,1952,1,2,35,0,1,0,.0002,.0096,-.3,19.1679
2090,1952,1,2,35,0,1,0,.0004,-.0144,.2,6.1847
2094,1952,1,2,35,0,1,0,.0002,.016,1,35.5569
2093,1957,1,2,35,0,1,0,.0002,.0137,-.8,12.14
2090,1961,1,2,35,0,1,0,.0002,.0097,-.5,4.3795
2091,1953,2,3,35,0,1,0,.0002,.0168,-.3,19.2366
2093,1958,2,3,35,0,1,0,.0002,-.0081,-.8,11.1914
2094,1953,2,3,35,0,1,0,.0002,.025,1,34.3248
2093,1953,2,3,35,0,1,0,.0002,.025,-.8,16.7069
2092,1953,2,3,35,0,1,0,.0002,.025,-.6,10.6972
2090,1962,2,3,35,0,1,0,.0002,.01,-.5,4.3388
2090,1953,2,3,35,0,1,0,.0004,-.006,.2,6.2957
2090,1954,3,4,35,0,1,0,.0002,.002,-.6,5.7008
2090,1963,3,4,35,0,1,0,.0002,.0199,-.5,4.1658
2093,1954,3,4,35,1,1,0,.0002,.0063,-.8,15.1334
2091,1954,3,4,35,0,1,0,.0002,-.0151,-.3,17.857
2092,1954,3,4,35,0,1,0,.0002,.0063,-.6,9.7014
2094,1954,3,4,35,0,1,0,.0002,.0063,1,31.0644
2093,1959,3,4,35,0,1,0,.0002,-.0181,-.8,10.222
2094,1955,4,5,35,0,1,0,.0002,.0209,1,30.6949
2090,1955,4,5,35,0,1,0,.0004,-.0006,-.6,5.507
2092,1955,4,5,35,0,1,0,.0002,.0209,-.6,8.3849
2090,1964,4,5,35,0,1,0,.0002,.0227,-.5,3.9866
2091,1955,4,5,35,0,1,0,.0002,-.0146,-.3,16.072
2093,1960,4,5,35,0,1,0,0,-.0074,-.8,9.9519
2090,1965,5,6,35,0,1,0,.0002,.0211,-.5,3.2924
2093,1961,5,6,35,0,1,0,.0002,.0196,-.8,9.6929
2094,1956,5,6,35,0,1,0,.0002,-.0069,1,29.1047
2091,1956,5,6,35,0,1,0,.0002,-.011,-.1,15.549
2092,1956,5,6,35,0,1,0,.0002,.0149,-.5,8.1877
2090,1956,5,6,35,0,1,0,.0004,.0119,-.6,5.4389
2090,1957,6,7,35,0,1,0,.0004,.0195,-.5,5.2877
2090,1966,6,7,35,0,1,0,.0002,.0121,.3,3.9425
2093,1962,6,7,35,0,1,0,.0002,.0179,-.8,9.6092
2091,1957,6,7,35,0,1,0,.0002,.0206,-.1,14.8672
2092,1957,6,7,35,0,1,0,.0002,.0206,-.5,7.8676
2094,1957,6,7,35,0,1,0,.0002,.0145,1,28.5852
2090,1967,7,8,35,0,1,0,.0002,.0123,.3,3.9019
2091,1958,7,8,35,0,1,0,.0002,-.0081,-.1,10.9885
2093,1963,7,8,35,0,1,0,.0002,.0234,-.8,9.3043
2090,1958,7,8,35,1,1,0,.0004,-.0081,-.5,4.8566
2094,1958,7,8,35,0,1,0,.0002,-.0081,1,26.32
2092,1958,7,8,35,0,1,0,.0002,-.0081,-.5,7.2611
2093,1964,8,9,35,0,1,0,.0002,.0353,-.8,9.0611
2090,1968,8,9,35,0,1,0,.0002,.0223,.3,3.9265
2092,1959,8,9,35,0,1,0,.0002,-.0007,-.5,7.1287
2094,1959,8,9,35,0,1,0,.0002,.0053,1,25.7089
2091,1959,8,9,35,0,1,0,.0002,.0053,-.1,10.7017
2090,1969,9,10,35,0,1,0,.0002,.023,.3,3.8703
2093,1965,9,10,35,0,1,0,.0002,.0386,-.8,7.5071
2094,1960,9,10,35,0,1,0,.0002,.0093,1,24.4484
2092,1960,9,10,35,0,1,0,.0002,-.003,-.5,7.0192
2091,1960,9,10,35,0,1,0,.0002,-.0098,-.1,10.3072
2091,1961,10,11,35,0,1,0,.0002,-.0073,-.1,9.637
2094,1961,10,11,35,0,1,0,.0002,.0073,1,23.7248
2092,1961,10,11,35,0,1,0,.0002,-.0043,-.3,6.8585
2090,1970,10,11,35,0,1,0,.0002,.0145,.1,3.556
2093,1966,10,11,35,0,1,0,.0002,.0444,-.8,9.0353
2094,1962,11,12,35,0,1,0,.0002,.0179,1,23.5836
2091,1962,11,12,35,0,1,0,.0002,-.0014,-.1,9.5748
2093,1967,11,12,35,0,1,0,.0002,.0361,-.8,8.7758
2090,1971,11,12,35,0,1,0,.0002,.0094,.1,3.4167
2092,1962,11,12,35,0,1,0,.0002,.0179,-.3,6.7576
2091,1963,12,13,35,0,1,0,.0002,.007,-.1,9.231
2090,1972,12,13,35,0,1,0,.0002,.0152,.1,3.1557
2092,1963,12,13,35,0,1,0,.0002,.0234,-.3,6.7379
2094,1963,12,13,35,0,1,0,.0002,.0234,1,16.7072
2093,1968,12,13,35,0,1,0,.0002,.0113,-.8,8.6543
2091,1964,13,14,35,0,1,0,.0002,.0165,-.1,8.339601
2094,1964,13,14,35,0,1,0,.0002,.0281,1,15.7932
2093,1969,13,14,35,0,1,0,.0002,.009,-.8,8.3456
2092,1964,13,14,35,0,1,0,.0002,.0353,0,6.5533
2090,1973,13,14,35,0,1,0,.0002,.0305,.1,3.1817
2092,1965,14,15,35,0,1,0,.0002,.0365,0,5.6007
2093,1970,14,15,35,0,1,0,.0002,-.0163,-.8,7.611
2094,1965,14,15,35,0,1,0,.0002,.0386,1,12.707
2090,1974,14,15,35,0,1,0,.0002,.0196,-.3,3.0601
2091,1965,14,15,35,0,1,0,.0002,.0297,-.1,7.2701
2092,1966,15,16,35,0,1,0,.0002,.0387,0,6.7037
2094,1966,15,16,35,0,1,0,.0002,.0405,1,14.6599
2093,1971,15,16,35,0,1,0,.0002,.0002,-.8,6.8733
2091,1966,15,16,35,0,1,0,.0002,.0365,-.1,8.6497
2090,1975,15,16,35,0,1,0,.0004,-.0023,-.3,2.8587
2094,1967,16,17,35,0,1,0,.0002,.0361,1,13.6698
2090,1976,16,17,35,0,1,0,.0002,.0001,-.3,2.8364
2093,1972,16,17,35,0,1,0,.0002,-.0231,-.8,6.4871
2092,1967,16,17,35,0,1,0,.0002,.0272,0,6.636
2091,1967,16,17,35,0,1,0,.0002,.0354,-.1,8.4456
2093,1973,17,18,35,0,1,0,.0002,.0318,-.8,6.2234
2092,1968,17,18,35,0,1,0,.0002,.0203,0,6.5847
2094,1968,17,18,35,0,1,0,.0002,.0314,1,12.7341
2091,1968,17,18,35,0,1,0,.0002,.03,-.1,8.1876
2090,1977,17,18,35,0,1,0,.0004,.018,-.3,2.6529
2094,1969,18,19,35,0,1,0,.0002,.023,1,12.0962
2092,1969,18,19,35,0,1,0,.0002,.0058,0,6.3882
2093,1974,18,19,35,0,1,0,.0002,.0196,-.8,5.8602
2090,1978,18,19,35,0,1,0,.0004,.0386,-.5,2.6472
2091,1969,18,19,35,0,1,0,.0002,.0141,-.1,7.8395
2091,1970,19,20,35,0,1,0,.0002,.0145,-.1,7.131
2090,1979,19,20,35,0,1,0,.0004,.0301,-.5,2.5154
2093,1975,19,20,35,0,1,0,.0002,-.0023,-.8,5.4449
2094,1970,19,20,35,0,1,0,.0002,.0145,1,10.8522
2092,1970,19,20,35,0,1,0,.0002,-.0027,0,5.813
2093,1976,20,21,35,0,1,0,.0002,.0001,-.8,5.2532
2091,1971,20,21,35,0,1,0,.0002,.001,0,6.6904
2092,1971,20,21,35,0,1,0,.0002,-.0053,0,5.5779
2094,1971,20,21,35,0,1,0,.0002,.0094,1,10.164
2090,1980,20,21,35,0,1,0,.0004,.0144,-.5,2.4672
2091,1972,21,22,35,0,1,0,.0002,.0152,-.1,6.2477
2090,1981,21,22,35,0,1,0,.0004,.0043,-.5,2.5546
2092,1972,21,22,35,0,1,0,.0002,.0042,-.1,5.5126
2093,1977,21,22,35,0,1,0,.0002,.0001,-.8,5.1104
2094,1972,21,22,35,0,1,0,.0002,.0152,1,9.7331
2092,1973,22,23,35,0,1,0,.0002,.0272,-.1,5.1723
2090,1982,22,23,35,0,1,0,.0004,-.0167,-.7,2.2101
2091,1973,22,23,35,0,1,0,.0002,.014,-.1,5.9117
2094,1973,22,23,35,0,1,0,.0002,.0318,1,9.2814
2093,1978,22,23,35,0,1,0,.0002,-.0275,-.8,5.1104
2092,1974,23,24,35,0,1,0,.0002,.0196,-.1,5.0916
2091,1974,23,24,35,0,1,0,.0002,.0193,-.1,5.1438
2094,1974,23,24,35,0,1,0,.0002,.0196,1,8.848599
2090,1983,23,24,35,0,1,0,.0002,-.0351,-.7,3.1465
2091,1975,24,25,35,0,1,0,.0002,-.0023,-.1,4.5423
2094,1975,24,25,35,0,1,0,.0002,-.0023,1,8.271
2090,1984,24,25,35,0,1,0,.0002,-.0381,-.6,3.7034
2092,1975,24,25,35,0,1,0,.0002,-.0023,-.1,4.5607
2093,1981,25,26,35,1,1,0,.0002,-.0137,-.5,2.7165
2094,1976,25,26,35,0,1,0,.0002,.0001,1,8.1158
2091,1976,25,26,35,0,1,0,.0002,.0001,-.1,4.1571
2092,1976,25,26,35,0,1,0,.0002,.0001,-.1,4.2245
2091,1977,26,27,35,0,1,0,.0002,.018,-.1,4.0808
2094,1977,26,27,35,0,1,0,.0002,.018,1,7.7709
2092,1977,26,27,35,0,1,0,.0002,.018,-.6,3.9666
2092,1978,27,28,35,0,1,0,.0004,.0422,-.6,3.9045
2091,1978,27,28,35,0,1,0,.0002,.0422,-.1,4.0661
2094,1978,27,28,35,0,1,0,.0004,.0422,1,7.5288
2094,1979,28,29,35,0,1,0,.0002,.031,1,7.4258
2091,1979,28,29,35,0,1,0,.0002,.031,-.1,4.2363
2091,1980,29,30,35,0,1,0,.0004,.0139,-.1,3.8563
2094,1980,29,30,35,0,1,0,.0004,.0143,1,7.1927
2094,1981,30,31,35,0,1,0,.0004,-.0183,1,7.3779
2094,1982,31,32,35,0,1,0,.0002,-.0572,1,6.9184
2091,1982,31,32,35,0,1,0,.0002,-.026,.4,3.4296
2094,1983,32,33,35,0,1,0,.0002,-.049,1,12.345
2091,1983,32,33,35,0,1,0,.0002,-.0415,.4,5.5855
2094,1984,33,34,35,0,1,0,.0002,-.0132,1,14.8403
2091,1984,33,34,35,0,1,0,.0002,-.0332,.4,6.1314
2092,1984,33,34,35,0,1,0,.0002,-.0126,.7,4.2977
2092,1985,34,35,35,0,1,0,.0002,.0266,.7,3.4179
2091,1985,34,35,35,0,1,0,.0002,-.0154,.5,4.5722
2094,1985,34,35,35,0,1,0,.0002,.0209,1,10.9475
2101,1951,0,1,35,0,1,0,.0026,.0374,-.3,2.0759
2100,1951,0,1,35,0,1,0,.002,-.0151,-.5,1.2072
2095,1977,0,1,35,0,1,1,.0002,-.0117,-.7,5.8212
2095,1951,0,1,35,0,1,1,.0004,-.0666,-.1,20.0569
2101,1952,1,2,35,0,1,0,.0024,.0259,-.3,2.0865
2095,1952,1,2,35,0,1,1,.0002,.0045,-.1,20.1404
2095,1978,1,2,35,0,1,1,.0002,.0139,-.5,5.7719
2100,1952,1,2,35,0,1,0,.0018,.0084,-.5,1.2011
2095,1953,2,3,35,0,1,1,.0002,.0171,-.1,16.7779
2101,1953,2,3,35,0,1,0,.0026,.025,-.3,1.9224
2100,1953,2,3,35,0,1,0,.0018,.0215,-.5,1.144
2095,1979,2,3,35,0,1,1,.0002,.0251,-.6,5.7318
2101,1954,3,4,35,0,1,0,.0026,.0063,-.3,1.7006
2100,1954,3,4,35,0,1,0,.0022,.0063,-.5,.9680001
2095,1980,3,4,35,0,1,1,.0002,.0144,-.6,5.2701
2095,1954,3,4,35,0,1,1,.0002,.0063,-.1,15.5981
2100,1955,4,5,35,0,1,0,.0024,.0209,-.5,.9249
2095,1981,4,5,35,0,1,1,.0004,.0043,-.6,5.3165
2095,1955,4,5,35,0,1,1,.0004,.0209,-.1,15.4177
2101,1955,4,5,35,0,1,0,.003,.0209,-.3,1.5113
2100,1956,5,6,35,0,1,0,.002,.0149,-.5,.8687
2101,1956,5,6,35,0,1,0,.003,.0149,-.3,1.3866
2095,1956,5,6,35,0,1,1,.0002,.014,.4,15.5423
2095,1982,5,6,35,0,1,1,.0004,-.0121,-.5,4.8703
2101,1957,6,7,35,0,1,0,.0034,.0206,-.3,1.0646
2100,1957,6,7,35,0,1,0,.0018,-.0063,.7,.8259
2095,1983,6,7,35,0,1,1,.0004,.0032,-.5,8.3923
2095,1957,6,7,35,0,1,1,.0002,.0206,.4,14.7534
2100,1958,7,8,35,0,1,0,.0014,-.0199,.7,.7595
2101,1958,7,8,35,0,1,0,.0044,-.0081,.6,.993
2095,1958,7,8,35,0,1,1,.0002,-.0081,.4,13.4698
2095,1984,7,8,35,0,1,1,.0004,-.007,-.5,9.8439
2095,1959,8,9,35,0,1,1,.0002,.0053,.4,12.9653
2101,1959,8,9,35,0,1,0,.0038,.0053,.6,.8945
2100,1959,8,9,35,0,1,0,.0012,-.0079,.7,.7299
2095,1985,8,9,35,0,1,1,.0002,-.0021,-.6,7.4252
2095,1960,9,10,35,0,1,1,.0002,.0093,.4,12.257
2101,1960,9,10,35,0,1,0,.0034,-.0232,.6,.8685
2100,1960,9,10,35,0,1,0,.0012,.007,.7,.6862
2101,1961,10,11,35,0,1,0,.003,-.0004,.6,.8298
2095,1961,10,11,35,0,1,1,.0002,.0202,.4,11.7363
2100,1961,10,11,35,0,1,0,.0012,.0202,.7,.6151
2100,1962,11,12,35,0,1,0,.001,.0179,.7,.599
2095,1962,11,12,35,0,1,1,.0002,.0179,.4,10.6987
2101,1962,11,12,35,0,1,0,.0028,.002,.6,.7807
2100,1963,12,13,35,0,1,0,.001,.0059,.7,.5813
2101,1963,12,13,35,0,1,0,.0026,.0234,.6,.7324
2095,1963,12,13,35,0,1,1,.0002,.0234,.4,10.6048
2095,1964,13,14,35,0,1,1,.0002,.0353,.4,10.366
2101,1964,13,14,35,0,1,0,.0026,.0353,.6,.7211
2100,1964,13,14,35,0,1,0,.0008,.0218,.7,.5549
2100,1965,14,15,35,0,1,0,.0008,.01,.7,.4634
2095,1965,14,15,35,0,1,1,.0002,.0386,.4,8.4742
2101,1965,14,15,35,0,1,0,.0026,.0317,.6,.6062
2101,1966,15,16,35,0,1,0,.0024,.0225,.6,.8013
2095,1966,15,16,35,0,1,1,.0002,.0433,.4,10.2024
2100,1966,15,16,35,0,1,0,.0008,.0381,.7,.5729
2100,1967,16,17,35,0,1,0,.0008,.0029,.7,.5667
2095,1967,16,17,35,0,1,1,.0002,.0361,.4,10.048
2101,1967,16,17,35,0,1,0,.0022,.0043,.6,.7754
2100,1968,17,18,35,0,1,0,.0006,.0266,.7,.5656
2095,1968,17,18,35,0,1,1,.0002,.0314,-.7,9.259601
2101,1968,17,18,35,0,1,0,.002,.006,.6,.7261
2100,1969,18,19,35,0,1,0,.0006,.0208,.7,.5528
2101,1969,18,19,35,0,1,0,.0018,.0139,.7,.7176999
2095,1969,18,19,35,0,1,1,.0002,.023,-.7,10.8009
2095,1970,19,20,35,0,1,1,.0002,.0145,-.7,10.2384
2100,1970,19,20,35,0,1,0,.0006,.0145,.7,.5144
2101,1970,19,20,35,0,1,0,.0018,.0145,.9,.6262
2095,1971,20,21,35,0,1,1,.0002,.0094,-.7,7.7688
2100,1971,20,21,35,0,1,0,.0006,.0094,.7,.4798
2101,1971,20,21,35,0,1,0,.002,.0094,.9,.6364
2100,1972,21,22,35,0,1,0,.0006,.0152,.7,.476
2101,1972,21,22,35,0,1,0,.002,.0152,.9,.6093
2095,1972,21,22,35,0,1,1,.0002,.0152,-.7,7.1874
2100,1973,22,23,35,0,1,0,.0006,.0318,.7,.4622
