us,id,amrev,amaff,sumam,fedpet,constit,sgam
379/0089,1775,1,1,2,0,1,0
379/0104,1776,0,0,0,0,0,0
379/0130,1777,0,0,0,0,0,0
379/0134,1778,0,0,0,0,0,0
379/0148,1779,0,0,0,0,0,0
379/0171,1780,2,0,2,0,0,1
379/0184,1781,0,0,0,0,1,0
379/0199,1782,0,0,0,0,0,0
379/0203,1783,3,0,3,0,0,0
379/0227,1784,0,0,0,0,0,0
379/0227,1785,0,0,0,0,0,0
379/0241,1786,2,3,5,0,1,0
379/0294,1787,1,1,2,1,1,0
379/0306,1789,0,0,0,0,0,0
379/0306,1788,0,0,0,0,0,0
379/0329,1790,0,0,0,0,0,0
379/0343,1791,0,0,0,0,0,0
379/0359,1792,0,0,0,0,0,0
379/0359,1793,0,0,0,0,0,0
379/0366,1794,0,1,1,0,0,0
379/0366,1796,0,0,0,1,0,0
379/0366,1795,0,0,0,0,0,0
379/0378,1797,0,1,1,1,0,0
379/0411,1798,0,2,2,0,0,0
379/0411,1799,0,0,0,1,0,0
379/0433,1800,0,0,0,0,1,0
379/0443,1801,0,0,0,0,0,0
379/0466,1802,0,0,0,0,1,0
379/0476,1803,0,0,0,0,1,0
379/0487,1804,5,0,5,0,0,1
379/0497,1805,0,0,0,0,0,0
379/0536,1806,0,0,0,0,1,0
379/0559,1807,0,0,0,0,1,0
379/0594,1808,0,0,0,1,0,0
379/0621,1809,0,0,0,0,0,0
379/0650,1810,1,0,1,0,0,0
379/0671,1811,0,0,0,0,0,0
379/0674,1812,0,0,0,0,0,0
379/0684,1813,0,0,0,0,0,0
379/0687,1814,0,0,0,1,0,0
379/0693,1815,0,0,0,0,0,0
379/0694,1816,0,0,0,0,0,0
379/0694,1817,0,0,0,0,0,0
380/0001,1818,2,0,2,1,0,0
380/0024,1819,0,0,0,0,0,0
380/0039,1820,0,0,0,0,1,0
380/0051,1821,1,0,1,0,1,0
380/0063,1822,0,0,0,1,1,0
380/0089,1823,0,0,0,0,1,0
380/0102,1824,0,0,0,1,1,0
380/0128,1825,1,0,1,1,0,0
380/0145,1826,0,0,0,0,0,0
380/0157,1827,0,0,0,1,0,0
380/0163,1830,1,1,2,1,0,0
380/0163,1829,0,4,4,1,0,0
380/0163,1828,2,0,2,0,0,0
380/0194,1831,4,2,6,0,0,0
380/0202,1832,0,0,0,0,1,0
380/0248,1833,0,0,0,0,0,0
380/0249,1834,0,0,0,0,0,0
380/0251,1835,0,0,0,0,0,0
380/0255,1836,1,0,1,0,0,1
380/0258,1837,0,0,0,0,0,0
380/0263,1838,1,2,3,0,0,0
380/0263,1839,0,0,0,1,0,0
380/0278,1840,1,1,2,1,0,0
380/0300,1841,1,2,3,0,0,0
380/0343,1842,0,0,0,0,0,0
380/0356,1843,0,0,0,0,1,0
380/0356,1844,0,0,0,0,1,0
380/0359,1845,0,0,0,1,0,0
380/0374,1846,0,0,0,1,0,0
380/0400,1847,0,0,0,0,1,0
380/0415,1848,0,0,0,0,1,0
380/0424,1849,0,0,0,0,0,0
380/0438,1850,0,0,0,1,0,0
380/0445,1851,0,0,0,0,0,0
380/0447,1852,0,0,0,0,0,0
380/0448,1853,0,0,0,0,0,0
380/0449,1854,0,0,0,0,0,0
380/0451,1855,0,0,0,0,1,0
380/0460,1856,0,0,0,0,0,0
380/0479,1857,3,0,3,0,0,0
380/0503,1858,1,0,1,0,0,0
380/0513,1859,1,0,1,0,0,0
380/0518,1860,0,0,0,0,0,0
380/0528,1861,0,0,0,0,0,0
380/0545,1862,0,0,0,0,1,0
380/0553,1863,0,0,0,0,0,0
380/0563,1864,0,1,1,1,0,0
380/0592,1865,1,1,2,1,0,0
380/0609,1866,0,0,0,0,1,0
380/0624,1868,0,0,0,1,0,0
380/0624,1867,1,0,1,0,0,0
380/0650,1871,0,0,0,0,0,0
380/0650,1870,0,1,1,0,0,0
380/0650,1869,1,0,1,0,0,0
380/0678,1872,0,0,0,1,0,0
380/0685,1873,2,0,2,0,0,1
380/0693,1874,0,0,0,0,0,0
381/0001,1875,1,0,1,0,0,0
381/0041,1876,0,0,0,0,0,0
381/0054,1877,0,0,0,1,0,0
381/0068,1878,0,0,0,0,0,0
381/0081,1879,0,0,0,0,1,0
381/0090,1880,0,0,0,1,0,0
381/0124,1881,0,0,0,0,0,0
381/0125,1882,0,0,0,0,0,0
381/0126,1883,0,0,0,0,0,0
381/0129,1884,0,0,0,0,0,0
381/0131,1885,0,0,0,0,1,0
381/0139,1886,0,0,0,1,0,0
381/0214,1887,0,0,0,0,0,0
381/0233,1888,1,0,1,1,0,0
381/0252,1889,2,0,2,0,0,0
381/0274,1890,0,0,0,1,0,0
381/0279,1891,0,0,0,1,0,0
381/0301,1892,1,0,1,0,1,0
381/0301,1893,0,1,1,1,1,0
381/0311,1894,1,2,3,0,0,0
381/0336,1895,0,0,0,0,0,0
381/0348,1896,0,0,0,0,0,0
381/0355,1897,0,0,0,0,0,0
381/0357,1899,0,1,1,0,0,0
381/0357,1898,1,2,3,0,0,0
381/0392,1900,1,0,1,0,0,0
381/0392,1901,2,0,2,1,0,0
381/0407,1902,0,0,0,0,0,0
381/0414,1903,0,0,0,0,0,0
381/0415,1904,0,0,0,0,0,0
381/0420,1905,0,0,0,0,0,0
381/0421,1906,0,0,0,0,0,0
381/0431,1907,0,0,0,0,0,0
381/0437,1908,2,0,2,1,1,0
381/0479,1909,3,0,3,0,0,0
381/0532,1910,2,2,4,0,1,0
381/0618,1911,0,1,1,0,0,0
381/0654,1912,0,1,1,0,0,0
381/0657,1913,2,0,2,0,0,0
381/0676,1914,1,3,4,0,0,1
381/0739,1915,0,0,0,1,0,0
381/0741,1916,0,0,0,0,0,0
381/0760,1917,0,0,0,0,0,0
381/0761,1918,0,0,0,0,0,0
381/0904,1919,0,0,0,0,0,0
381/0923,1920,0,0,0,0,0,0
381/0948,1921,0,0,0,0,0,0
381/0954,1922,0,0,0,0,0,0
382/0001,1923,0,0,0,0,0,0
382/0004,1924,0,0,0,0,0,0
382/0025,1925,0,0,0,0,0,0
382/0032,1926,0,0,0,0,0,0
382/0034,1927,0,0,0,0,0,0
382/0036,1928,0,0,0,0,1,0
382/0046,1929,0,0,0,1,0,0
382/0054,1930,0,0,0,0,0,0
382/0068,1931,0,0,0,0,0,0
382/0070,1932,0,0,0,0,0,0
382/0087,1933,0,0,0,0,1,0
382/0103,1934,0,0,0,0,0,0
382/0103,1935,0,0,0,0,0,0
382/0111,1936,1,1,2,0,0,1
382/0136,1937,0,0,0,1,1,0
382/0145,1938,0,0,0,0,1,0
382/0154,1939,0,0,0,0,0,0
382/0154,1940,0,0,0,1,0,0
382/0158,1941,0,0,0,1,0,0
382/0159,1942,0,0,0,0,0,0
382/0162,1943,0,0,0,0,0,0
382/0172,1944,1,0,1,0,0,1
382/0181,1945,1,0,1,0,0,1
382/0197,1946,0,0,0,1,0,0
382/0198,1947,0,0,0,0,1,0
382/0204,1948,0,0,0,0,0,0
382/0205,1950,0,0,0,0,0,0
382/0205,1949,0,0,0,0,0,0
382/0223,1951,0,0,0,0,0,0
382/0223,1954,0,0,0,1,0,0
382/0223,1953,0,0,0,0,0,0
382/0223,1952,0,0,0,0,0,0
382/0237,1955,0,0,0,0,0,0
382/0252,1956,0,0,0,0,0,0
382/0257,1957,1,0,1,0,0,0
382/0266,1958,0,0,0,1,0,0
382/0281,1959,0,0,0,0,0,0
382/0283,1960,1,0,1,0,0,0
382/0283,1961,0,0,0,0,0,0
382/0283,1962,0,0,0,0,0,0
382/0285,1963,0,0,0,0,0,0
382/0288,1964,0,0,0,1,0,0
382/0296,1965,1,0,1,0,1,1
382/0323,1966,0,0,0,0,0,0
382/0341,1967,0,0,0,1,0,0
382/0362,1968,0,0,0,0,0,0
382/0375,1969,0,0,0,0,0,0
382/0386,1970,1,0,1,0,0,1
382/0397,1971,1,0,1,0,0,1
382/0399,1972,0,0,0,0,1,0
382/0406,1973,1,0,1,0,0,0
382/0423,1975,0,0,0,0,0,0
382/0423,1974,3,2,5,0,0,0
382/0448,1976,0,0,0,1,0,0
382/0884,1977,0,0,0,0,0,0
382/0928,1979,0,0,0,0,0,0
382/0928,1978,0,0,0,0,0,0
382/0928,1980,0,0,0,0,0,0
382/1003,1981,0,0,0,1,0,0
383/0001,1982,0,0,0,0,0,0
383/0001,1983,0,0,0,0,0,0
383/0001,1984,0,0,0,0,0,0
383/0039,1985,0,0,0,1,0,0
383/0053,1986,1,0,1,0,0,1
383/0075,1987,1,0,1,0,1,0
383/0107,1988,0,0,0,0,1,0
383/0116,1989,0,0,0,1,1,0
383/0131,1990,0,0,0,0,1,0
383/0169,1991,0,0,0,1,1,0
383/0190,1992,0,0,0,0,0,0
383/0190,1993,0,0,0,1,0,0
383/0210,1994,0,0,0,0,0,0
383/0213,1995,0,0,0,0,0,0
383/0225,1996,0,0,0,0,0,0
383/0234,1998,0,0,0,0,1,0
383/0234,1997,2,0,2,0,1,0
383/0252,1999,0,0,0,0,0,0
383/0262,2000,0,0,0,0,0,0
383/0265,2001,0,0,0,0,0,0
383/0265,2002,0,0,0,0,0,0
383/0265,2004,0,0,0,0,0,0
383/0265,2003,0,0,0,0,0,0
383/0268,2005,0,0,0,0,0,0
383/0272,2006,2,0,2,0,0,0
383/0301,2007,2,6,8,0,1,0
383/0363,2008,0,0,0,0,0,0
383/0375,2009,0,0,0,0,1,0
383/0392,2010,0,0,0,0,0,0
383/0413,2011,0,1,1,0,1,0
383/0463,2012,3,1,4,0,0,0
383/0502,2013,0,2,2,0,1,0
383/0519,2014,0,1,1,0,0,0
383/0541,2015,0,0,0,0,0,0
383/0569,2016,0,0,0,0,0,0
383/0573,2017,0,0,0,0,0,0
383/0576,2018,0,0,0,1,0,0
383/0607,2019,0,0,0,0,0,0
383/0627,2020,0,0,0,1,0,0
383/0637,2021,0,0,0,1,0,0
383/0663,2023,1,0,1,0,1,1
383/0663,2022,1,0,1,0,1,1
383/0687,2024,0,0,0,1,0,0
383/0696,2025,0,0,0,0,0,0
383/0715,2026,0,0,0,0,0,0
383/0745,2027,0,0,0,1,0,0
383/0787,2028,0,0,0,1,0,0
383/0787,2029,0,0,0,1,0,0
383/0821,2030,1,0,1,0,0,0
383/0825,2031,0,0,0,0,1,0
384/0001,2032,0,0,0,0,1,0
384/0011,2033,0,0,0,0,1,0
384/0024,2034,0,0,0,0,0,0
384/0028,2036,0,0,0,0,0,0
384/0028,2035,0,0,0,0,0,0
384/0035,2037,1,0,1,0,1,0
384/0059,2038,0,0,0,0,0,0
384/0063,2039,0,0,0,0,0,0
384/0073,2042,0,0,0,0,0,0
384/0073,2041,0,0,0,0,0,0
384/0073,2040,0,0,0,0,0,0
384/0102,2043,0,0,0,1,0,0
384/0118,2044,0,0,0,0,0,0
384/0127,2045,0,0,0,1,0,0
384/0150,2046,0,0,0,0,0,0
384/0152,2047,0,0,0,0,0,0
384/0155,2048,0,0,0,0,0,0
384/0158,2049,2,0,2,0,0,0
384/0176,2050,0,0,0,1,0,0
384/0195,2051,0,0,0,0,1,0
384/0202,2052,0,0,0,0,0,0
384/0214,2053,2,0,2,0,0,0
384/0224,2054,0,0,0,1,0,0
384/0238,2055,2,0,2,0,0,0
384/0238,2057,0,0,0,0,0,0
384/0238,2056,0,0,0,1,0,0
384/0251,2058,0,0,0,1,1,0
384/0257,2059,0,0,0,1,0,0
384/0264,2060,0,0,0,0,0,0
384/0269,2061,0,0,0,0,0,0
384/0270,2062,0,1,1,1,0,0
384/0305,2063,0,0,0,0,1,0
384/0312,2064,0,0,0,0,0,0
384/0316,2065,0,0,0,1,0,0
384/0323,2066,0,0,0,1,0,0
384/0333,2067,1,1,2,0,1,0
384/0364,2069,0,0,0,0,0,0
384/0364,2068,0,0,0,0,0,0
384/0373,2070,0,0,0,0,1,0
384/0394,2071,0,1,1,1,0,0
384/0424,2072,0,0,0,1,0,0
384/0436,2074,0,1,1,0,1,0
384/0436,2075,0,1,1,0,1,0
384/0436,2073,1,0,1,0,1,0
384/0436,2076,0,0,0,0,1,0
384/0546,2077,1,0,1,1,0,0
384/0563,2080,0,0,0,0,0,0
384/0563,2082,0,0,0,0,0,0
384/0563,2078,0,0,0,1,0,0
384/0563,2081,0,0,0,0,0,0
384/0563,2079,0,0,0,0,0,0
384/0597,2083,0,0,0,1,0,0
384/0641,2085,0,0,0,0,1,0
384/0641,2084,0,2,2,1,1,0
384/0672,2086,1,0,1,0,0,0
384/0678,2087,0,0,0,0,0,0
384/0702,2088,0,0,0,0,0,0
384/0719,2089,0,1,1,0,0,0
384/0737,2090,0,0,0,0,1,0
384/0757,2091,0,0,0,0,1,0
384/0780,2092,0,0,0,0,0,0
384/0808,2093,0,0,0,0,0,1
384/0808,2094,0,0,0,0,0,0
384/0855,2095,1,0,1,0,0,0
384/0886,2097,0,0,0,0,0,0
384/0886,2096,0,0,0,0,0,0
384/0887,2098,0,0,0,0,0,0
384/0889,2099,0,0,0,0,0,0
384/0890,2100,0,0,0,0,0,0
384/0891,2101,0,0,0,0,0,0
384/0895,2102,0,0,0,0,0,0
384/0929,2103,0,0,0,0,0,0
384/0953,2104,0,0,0,0,0,0
384/1004,2105,0,0,0,0,0,0
384/1010,2106,0,0,0,0,0,0
384/1011,2107,0,0,0,0,0,0
384/1012,2108,0,0,0,0,0,0
384/1013,2109,0,0,0,0,0,0
385/0019,2110,0,0,0,0,0,0
385/0023,2111,0,0,0,0,0,0
385/0026,2112,0,0,0,0,0,0
385/0032,2113,0,0,0,0,0,0
385/0039,2114,0,0,0,0,1,0
385/0057,2117,0,0,0,1,0,0
385/0057,2116,0,0,0,0,0,0
385/0057,2115,0,0,0,0,0,0
385/0076,2118,0,0,0,0,0,0
385/0083,2119,0,0,0,0,0,0
385/0092,2120,0,0,0,0,0,0
385/0094,2122,0,0,0,0,0,0
385/0094,2121,0,0,0,1,0,0
385/0099,2123,1,0,1,0,0,0
385/0116,2124,3,0,3,0,1,0
385/0138,2125,0,0,0,1,0,0
385/0149,2126,0,0,0,1,0,0
385/0157,2127,1,0,1,0,0,0
385/0182,2128,0,0,0,0,0,1
385/0188,2129,0,0,0,0,0,0
385/0192,2130,0,0,0,0,1,0
385/0196,2131,0,0,0,0,0,0
385/0206,2132,0,0,0,0,1,0
385/0214,2134,0,0,0,0,0,0
385/0214,2133,0,0,0,1,0,0
385/0231,2135,0,0,0,0,1,0
385/0252,2136,0,0,0,0,0,0
385/0252,2137,0,2,2,0,0,0
385/0252,2138,0,0,0,0,0,0
385/0263,2139,0,1,1,1,0,0
385/0276,2140,0,0,0,0,0,0
385/0276,2141,0,0,0,0,0,0
385/0293,2142,2,0,2,0,1,0
385/0293,2145,0,0,0,0,1,0
385/0293,2144,0,0,0,0,1,0
385/0293,2143,0,0,0,0,1,0
385/0323,2146,0,0,0,0,1,0
385/0355,2147,0,0,0,0,0,0
385/0362,2148,0,0,0,0,0,0
385/0363,2149,0,0,0,0,1,0
385/0374,2150,0,1,1,0,1,0
385/0421,2151,0,0,0,1,0,0
385/0432,2152,0,0,0,1,0,0
385/0440,2153,0,0,0,0,0,0
385/0458,2154,2,1,3,0,0,1
385/0475,2155,0,0,0,1,0,0
385/0491,2156,0,0,0,0,0,0
385/0493,2157,0,0,0,0,0,0
385/0511,2158,4,1,5,0,1,0
385/0533,2160,0,0,0,0,0,0
385/0533,2159,0,0,0,1,0,0
385/0538,2161,0,0,0,0,1,0
385/0545,2163,0,0,0,0,1,0
385/0545,2162,0,0,0,0,0,0
385/0554,2164,0,0,0,0,1,0
385/0554,2166,0,0,0,0,1,0
385/0554,2165,0,0,0,0,1,0
385/0589,2167,1,0,1,0,1,0
385/0630,2168,0,0,0,0,0,0
385/0848,2169,0,0,0,0,0,0
385/0852,2170,0,0,0,0,0,0
385/0901,2171,0,0,0,0,0,0
385/0907,2172,0,0,0,0,0,0
385/0909,2173,0,0,0,0,0,0
385/0982,2174,0,0,0,0,0,0
385/0991,2175,0,0,0,0,0,0
385/1037,2176,0,0,0,0,0,0
386/0001,2177,0,0,0,0,1,0
386/0011,2178,0,0,0,0,0,0
386/0014,2179,0,0,0,0,0,0
386/0015,2180,0,0,0,0,0,0
386/0016,2181,0,0,0,0,0,0
386/0017,2182,0,0,0,0,0,0
386/0018,2183,0,0,0,0,0,0
386/0058,2184,0,0,0,0,1,0
386/0066,2185,0,0,0,0,1,0
386/0120,2186,0,0,0,0,1,0
386/0129,2187,0,0,0,0,0,0
386/0129,2189,0,0,0,0,0,0
386/0129,2188,0,0,0,0,0,0
386/0162,2191,0,0,0,0,0,0
386/0162,2190,0,0,0,0,0,0
386/0171,2192,3,0,3,0,0,1
386/0212,2193,0,0,0,0,0,0
386/0213,2194,0,0,0,0,1,0
386/0228,2195,0,0,0,1,0,0
386/0237,2197,0,0,0,0,0,0
386/0237,2196,0,1,1,1,0,0
386/0258,2198,0,0,0,0,1,0
386/0267,2199,0,0,0,0,0,0
386/0287,2200,0,0,0,1,0,0
386/0300,2201,0,0,0,0,1,0
386/0317,2202,0,0,0,0,1,0
386/0345,2203,0,0,0,0,0,0
386/0351,2204,1,0,1,0,0,0
386/0361,2206,0,0,0,1,0,0
386/0361,2205,0,0,0,1,0,0
386/0372,2211,0,0,0,0,0,0
386/0372,2209,0,0,0,0,0,0
386/0372,2207,0,1,1,0,0,0
386/0372,2208,0,0,0,0,0,0
386/0372,2210,0,0,0,0,0,0
386/0372,2212,0,0,0,0,0,0
386/0479,2213,0,0,0,0,0,0
386/0484,2214,1,0,1,0,0,0
386/0503,2215,0,0,0,0,0,0
386/0523,2216,0,0,0,0,0,0
386/0542,2217,0,0,0,0,0,0
386/0547,2219,0,0,0,0,0,0
386/0547,2218,0,0,0,0,0,0
386/0568,2220,0,0,0,1,0,0
386/0605,2221,0,0,0,0,1,0
386/0612,2223,0,0,0,1,0,0
386/0612,2222,0,0,0,0,0,0
386/0664,2225,0,0,0,1,0,0
386/0664,2224,0,0,0,0,0,0
386/0670,2226,0,0,0,0,0,0
386/0685,2227,0,0,0,0,0,0
386/0707,2228,0,0,0,0,1,0
386/0714,2229,0,0,0,0,0,0
386/0724,2230,0,0,0,0,0,0
386/0731,2231,0,0,0,0,0,0
386/0738,2232,0,0,0,0,1,0
386/0748,2233,0,0,0,0,1,0
386/0753,2234,1,0,1,0,1,0
386/0767,2235,0,0,0,0,1,0
386/0767,2237,2,0,2,0,1,0
386/0767,2236,1,1,2,0,1,0
386/0773,2238,0,0,0,0,0,0
386/0776,2239,0,0,0,0,0,0
386/0926,2240,0,0,0,0,0,0
386/0928,2241,0,0,0,0,0,0
386/0947,2242,0,0,0,0,0,0
386/0948,2243,0,0,0,0,0,0
386/0961,2244,0,0,0,0,0,0
386/0972,2245,0,0,0,0,0,0
386/0975,2246,0,0,0,0,0,0
386/0983,2247,0,0,0,0,0,0
386/1005,2248,0,0,0,0,0,0
386/1019,2249,0,0,0,0,0,0
387/0001,2250,2,1,3,0,1,0
387/0082,2251,0,0,0,0,0,0
387/0086,2252,0,0,0,0,0,0
387/0097,2253,0,2,2,0,0,1
387/0097,2254,1,0,1,0,0,1
387/0105,2255,1,0,1,0,0,1
387/0112,2256,0,1,1,0,0,1
387/0118,2257,2,0,2,0,0,0
387/0136,2258,0,0,0,0,0,0
387/0158,2259,0,0,0,0,0,0
387/0167,2260,0,0,0,1,0,0
387/0202,2261,1,0,1,1,0,0
387/0213,2262,0,0,0,0,0,0
387/0231,2263,0,0,0,0,0,0
387/0244,2264,0,0,0,1,0,0
387/0253,2265,0,0,0,0,1,0
387/0294,2266,1,0,1,0,1,1
387/0326,2267,0,0,0,1,0,0
387/0326,2268,0,0,0,0,0,0
387/0369,2269,0,7,7,0,1,1
387/0397,2270,0,0,0,0,0,0
387/0397,2272,0,0,0,1,0,0
387/0397,2271,0,0,0,0,0,0
387/0428,2274,0,0,0,1,0,0
387/0428,2273,0,0,0,0,0,0
387/0456,2276,0,0,0,1,0,0
387/0456,2275,0,0,0,0,0,0
387/0485,2277,0,0,0,0,0,0
387/0523,2278,1,2,3,0,1,0
387/0541,2279,0,0,0,0,1,0
387/0556,2280,1,1,2,0,0,0
388/0001,2281,3,1,4,0,1,0
388/0014,2282,0,0,0,0,1,0
388/0026,2283,0,0,0,1,0,0
388/0041,2284,3,2,5,0,1,0
388/0130,2286,0,0,0,0,1,0
388/0130,2285,1,0,1,0,1,0
388/0175,2287,0,1,1,1,0,0
388/0218,2288,0,0,0,1,1,0
388/0263,2289,0,0,0,0,1,0
388/0293,2290,0,2,2,0,0,0
388/0307,2291,1,0,1,0,0,1
388/0350,2292,0,1,1,1,0,0
388/0365,2293,0,0,0,1,0,0
388/0395,2294,0,0,0,0,0,0
388/0431,2295,0,0,0,0,0,0
388/0439,2296,0,0,0,0,0,0
388/0440,2297,0,0,0,0,0,0
388/0441,2298,0,0,0,0,0,0
388/0442,2299,0,0,0,0,0,0
388/0443,2300,0,0,0,0,0,0
388/0444,2301,0,0,0,0,0,0
388/0446,2302,0,0,0,0,0,0
388/0447,2303,0,0,0,0,0,0
388/0448,2304,0,0,0,0,0,0
388/0449,2305,0,0,0,0,0,0
388/0450,2306,0,0,0,0,0,0
388/0452,2307,0,0,0,0,0,0
388/0454,2308,0,0,0,0,0,0
388/0464,2309,0,0,0,0,0,0
388/0912,2310,0,0,0,0,0,0
389/0001,2311,0,0,0,0,0,0
389/0015,2312,0,0,0,0,0,0
389/0018,2313,0,0,0,0,0,0
389/0020,2314,0,0,0,0,0,0
389/0022,2315,0,0,0,0,1,0
389/0024,2316,0,0,0,0,1,0
389/0028,2317,0,0,0,0,0,0
389/0031,2318,0,0,0,0,0,0
389/0035,2319,0,0,0,0,1,0
389/0040,2320,1,0,1,0,1,0
389/0047,2321,0,0,0,0,0,0
389/0048,2322,0,0,0,0,0,0
389/0050,2323,0,0,0,0,0,0
389/0054,2324,1,1,2,0,1,0
389/0064,2326,0,0,0,0,0,0
389/0064,2325,0,1,1,0,0,0
389/0080,2327,0,0,0,0,0,0
389/0081,2328,0,0,0,0,1,0
389/0086,2329,0,0,0,0,0,0
389/0089,2330,0,0,0,0,0,0
389/0090,2331,0,0,0,1,0,0
389/0109,2332,0,0,0,0,1,0
389/0121,2333,0,0,0,1,1,0
389/0128,2334,1,0,1,0,1,0
389/0128,2335,0,0,0,0,1,0
389/0138,2336,0,0,0,0,0,0
389/0143,2337,0,0,0,0,0,0
389/0155,2338,0,0,0,1,0,0
389/0179,2339,0,0,0,1,0,0
389/0191,2340,1,0,1,0,0,0
389/0212,2341,0,0,0,0,0,0
389/0217,2342,2,1,3,0,1,0
389/0235,2343,1,0,1,0,1,0
389/0241,2344,1,1,2,0,0,0
389/0258,2345,0,1,1,1,1,0
389/0290,2346,1,0,1,0,0,1
389/0299,2347,0,2,2,1,0,0
389/0308,2348,0,0,0,1,0,0
389/0309,2349,0,0,0,0,0,0
389/0320,2350,0,0,0,0,0,0
389/0323,2351,0,0,0,0,0,0
389/0327,2352,0,0,0,0,0,0
389/0329,2353,0,0,0,0,0,0
389/0332,2354,1,0,1,0,0,0
389/0347,2355,0,0,0,0,1,0
389/0375,2356,1,0,1,1,0,0
389/0384,2357,0,0,0,0,0,0
389/0404,2358,0,0,0,0,1,0
389/0409,2360,0,0,0,0,0,0
389/0409,2359,0,0,0,1,0,0
389/0413,2361,0,0,0,0,1,0
389/0416,2362,0,0,0,0,0,0
389/0421,2363,0,0,0,0,0,0
389/0429,2364,0,0,0,0,1,1
389/0463,2365,0,1,1,1,0,0
389/0477,2366,0,1,1,1,0,0
389/0486,2368,0,0,0,0,0,0
389/0486,2371,0,0,0,0,0,0
389/0486,2373,0,0,0,0,0,0
389/0486,2376,0,0,0,0,0,0
389/0486,2378,0,0,0,0,0,0
389/0486,2367,0,0,0,0,0,0
389/0486,2369,0,0,0,0,0,0
389/0486,2372,0,0,0,0,0,0
389/0486,2375,0,0,0,0,0,0
389/0486,2377,0,0,0,0,0,0
389/0486,2374,0,0,0,0,0,0
389/0486,2370,0,0,0,0,0,0
389/0560,2379,0,1,1,0,0,0
389/0573,2380,0,0,0,0,0,0
389/0578,2381,0,0,0,0,0,0
389/0852,2382,0,0,0,0,0,0
389/0858,2383,0,0,0,0,0,0
389/0888,2384,0,0,0,0,0,0
389/0902,2385,0,0,0,0,0,0
389/0905,2386,0,0,0,0,0,0
389/0906,2387,0,0,0,0,0,0
389/0918,2388,0,0,0,0,0,0
389/0921,2389,0,0,0,0,0,0
389/0934,2390,0,0,0,0,0,0
389/0941,2391,0,0,0,0,0,0
389/0954,2392,0,0,0,0,0,0
389/0958,2393,0,0,0,0,0,0
389/0979,2394,0,0,0,0,0,0
389/0987,2395,0,0,0,0,0,0
389/1016,2396,0,0,0,0,0,0
389/1025,2397,0,0,0,0,0,0
389/1058,2398,0,0,0,0,0,0
390/0001,2400,0,0,0,0,0,0
390/0001,2399,0,0,0,0,0,0
390/0001,2401,0,0,0,1,0,0
390/0017,2402,0,0,0,0,0,0
390/0029,2403,0,0,0,0,0,0
390/0029,2404,0,0,0,0,0,0
390/0039,2405,0,0,0,0,0,0
390/0062,2406,0,0,0,0,1,0
390/0085,2407,0,0,0,0,1,0
390/0102,2408,0,0,0,0,0,0
390/0129,2409,0,0,0,0,1,0
390/0136,2410,0,0,0,0,0,0
390/0139,2411,0,0,0,0,1,0
390/0145,2412,0,1,1,0,0,0
390/0171,2413,0,0,0,1,0,0
390/0207,2414,1,0,1,1,0,0
390/0222,2415,0,0,0,1,0,0
390/0228,2416,0,0,0,1,0,0
390/0234,2417,0,0,0,0,1,0
390/0238,2419,0,0,0,0,0,0
390/0238,2418,0,0,0,1,0,0
390/0254,2421,0,0,0,0,0,0
390/0254,2420,0,1,1,1,0,0
390/0261,2422,0,1,1,0,0,0
390/0317,2423,0,0,0,0,1,0
390/0333,2424,0,0,0,0,0,0
390/0335,2425,0,0,0,0,0,0
390/0340,2426,0,0,0,0,0,0
390/0341,2427,1,1,2,1,0,0
390/0365,2428,1,0,1,0,0,1
390/0377,2429,0,0,0,0,0,0
390/0400,2430,0,0,0,0,0,0
390/0404,2431,0,0,0,0,0,0
390/0414,2432,0,0,0,0,0,0
390/0455,2433,4,2,6,0,0,0
390/0456,2434,0,0,0,0,0,0
390/0459,2435,0,0,0,0,0,0
390/0468,2436,0,0,0,0,0,0
390/0474,2437,2,0,2,0,1,1
390/0511,2438,0,0,0,0,0,0
390/0516,2439,0,0,0,0,0,0
390/0519,2440,0,0,0,0,0,0
390/0523,2441,0,0,0,0,0,0
390/0530,2442,0,0,0,0,0,0
390/0538,2443,1,0,1,0,0,0
390/0544,2444,0,0,0,0,1,0
390/0557,2445,2,1,3,0,0,0
390/0563,2446,0,0,0,1,0,0
390/0570,2447,0,0,0,1,1,0
390/0593,2448,0,0,0,0,0,0
390/0599,2449,1,0,1,1,0,0
390/0606,2450,0,0,0,0,0,0
390/0611,2451,0,0,0,0,1,0
390/0629,2452,4,1,5,0,1,0
390/0676,2453,0,0,0,0,1,0
390/0676,2454,2,0,2,0,1,0
390/0719,2455,0,0,0,0,1,0
390/0727,2456,0,0,0,0,1,0
390/0736,2457,0,0,0,0,0,0
390/0746,2458,0,1,1,0,0,0
390/0747,2459,0,0,0,0,0,0
390/0747,2469,0,0,0,0,0,0
390/0747,2464,0,0,0,0,0,0
390/0747,2462,0,0,0,0,0,0
390/0747,2465,0,0,0,0,0,0
390/0747,2466,0,0,0,0,0,0
390/0747,2463,0,0,0,1,0,0
390/0747,2472,0,0,0,0,0,0
390/0747,2471,0,0,0,0,0,0
390/0747,2467,0,0,0,0,0,0
390/0747,2470,0,0,0,0,0,0
390/0747,2460,0,0,0,0,0,0
390/0747,2461,0,0,0,0,0,0
390/0747,2468,0,0,0,0,0,0
