us,id,amrev,amaff,sumam,fedpet,constit,sgam
447/0381,5410,0,0,0,0,0,0
447/0404,5411,0,0,0,0,1,0
447/0410,5412,0,0,0,0,1,0
447/0429,5413,0,0,0,0,1,0
447/0455,5414,2,1,3,0,1,0
447/0490,5415,1,1,2,1,0,0
447/0530,5416,7,2,9,0,1,0
447/0557,5417,4,0,4,0,1,0
447/0607,5418,1,2,3,1,0,0
447/0625,5419,0,0,0,0,1,0
447/0649,5421,0,0,0,0,1,0
447/0649,5420,0,0,0,0,1,0
447/0667,5422,0,1,1,1,1,0
447/0715,5423,0,2,2,0,0,1
447/0727,5424,0,0,0,1,1,0
447/0752,5425,0,2,2,0,0,1
447/0773,5426,0,2,2,0,1,0
447/0807,5427,1,1,2,0,0,1
447/0912,5428,0,0,0,0,0,0
447/0929,5429,0,0,0,0,0,0
447/0930,5430,0,0,0,0,0,0
448/0001,5431,1,2,3,0,0,0
448/0038,5432,1,0,1,0,1,0
448/0056,5433,1,1,2,0,1,1
448/0083,5434,0,0,0,1,1,0
448/0098,5435,0,0,0,0,1,0
448/0122,5436,0,0,0,0,0,0
448/0136,5437,1,0,1,0,0,1
448/0160,5438,1,0,1,0,0,1
448/0176,5439,1,9,10,0,0,1
448/0242,5440,0,1,1,1,0,0
448/0261,5441,0,0,0,0,1,0
448/0297,5442,1,4,5,1,1,0
448/0358,5444,4,1,5,1,1,0
448/0358,5443,5,1,6,0,1,0
448/0358,5445,5,1,6,0,1,0
448/0371,5446,0,0,0,1,1,0
448/0438,5447,0,0,0,0,1,0
448/0444,5448,0,0,0,0,0,0
448/0448,5449,2,10,12,0,1,0
448/0555,5450,5,0,5,0,1,0
448/0607,5452,2,3,5,0,0,0
448/0607,5451,0,0,0,1,0,0
448/0725,5453,0,0,0,0,0,0
449/0001,5454,0,0,0,0,1,0
449/0005,5455,0,0,0,0,0,0
449/0024,5456,2,1,3,0,0,0
449/0033,5457,0,0,0,0,0,0
449/0039,5458,0,0,0,0,1,0
449/0048,5460,0,0,0,0,0,0
449/0048,5461,0,0,0,0,0,0
449/0048,5459,0,0,0,0,0,0
449/0054,5462,0,0,0,0,0,0
449/0064,5464,2,0,2,1,0,0
449/0064,5463,0,0,0,1,0,0
449/0086,5465,0,0,0,0,1,0
449/0090,5466,1,0,1,0,0,0
449/0117,5467,0,2,2,1,1,0
449/0155,5468,0,0,0,0,1,0
449/0166,5469,2,1,3,1,1,0
449/0199,5470,0,0,0,0,0,0
449/0200,5471,0,0,0,1,0,0
449/0200,5472,3,0,3,1,0,0
449/0232,5473,0,1,1,1,0,0
449/0250,5474,1,2,3,0,0,1
449/0268,5475,0,0,0,0,0,0
449/0292,5476,0,0,0,0,1,0
449/0302,5477,0,0,0,0,1,0
449/0341,5478,0,0,0,0,1,0
449/0341,5479,0,0,0,0,1,0
449/0361,5480,0,1,1,1,1,0
449/0368,5481,0,0,0,0,0,1
449/0383,5482,5,0,5,0,0,0
449/0405,5483,0,0,0,0,0,0
449/0408,5484,0,0,0,0,0,0
449/0411,5485,0,0,0,1,1,0
449/0424,5486,1,0,1,0,1,0
449/0433,5487,0,0,0,0,1,1
449/0456,5488,2,3,5,0,1,1
449/0490,5489,0,2,2,0,0,0
449/0539,5490,0,0,0,0,0,0
449/0560,5491,1,3,4,0,0,0
449/0590,5492,0,2,2,1,0,0
449/0608,5493,0,0,0,0,0,0
449/0609,5494,0,0,0,0,0,0
449/0808,5495,0,0,0,0,1,0
449/0809,5496,0,0,0,0,1,0
449/0891,5497,0,0,0,0,0,0
449/0905,5498,0,0,0,0,0,0
449/0909,5499,0,0,0,0,0,0
449/0924,5500,0,0,0,0,0,0
449/0927,5501,0,0,0,0,0,0
449/0932,5502,0,0,0,0,0,0
449/0934,5503,0,0,0,0,0,0
449/0939,5504,0,0,0,0,0,0
449/0962,5506,0,0,0,0,0,0
449/0962,5505,0,0,0,0,0,0
449/0966,5507,0,0,0,0,0,0
449/0971,5508,0,0,0,0,0,0
449/0976,5509,0,0,0,0,0,0
449/0998,5510,0,0,0,0,0,0
449/0999,5511,0,0,0,0,0,0
449/0999,5512,0,0,0,0,0,0
449/1003,5513,0,0,0,0,0,0
449/1023,5514,0,0,0,0,0,0
449/1039,5515,0,0,0,0,0,0
449/1043,5516,0,0,0,0,0,0
449/1050,5517,0,0,0,0,0,0
449/1057,5518,0,0,0,0,0,0
449/1057,5519,0,0,0,0,0,0
449/1067,5520,0,0,0,0,0,0
449/1093,5521,0,0,0,0,0,0
449/1096,5522,0,0,0,0,0,0
449/1103,5523,0,0,0,0,0,0
449/1129,5524,0,0,0,0,0,0
449/1132,5525,0,0,0,0,0,0
449/1134,5526,0,0,0,0,0,0
450/0001,5527,0,0,0,0,0,0
450/0024,5528,0,0,0,0,1,0
450/0040,5529,0,1,1,0,1,0
450/0046,5530,1,2,3,1,0,0
450/0079,5531,2,0,2,0,0,1
450/0091,5532,2,0,2,0,0,0
450/0107,5533,1,1,2,0,1,0
450/0139,5534,0,0,0,1,0,0
450/0147,5535,0,0,0,0,1,0
450/0156,5536,0,1,1,1,0,0
450/0175,5537,1,4,5,1,0,0
450/0221,5538,0,5,5,1,1,0
450/0248,5539,1,0,1,0,0,0
450/0261,5540,0,0,0,0,0,0
450/0288,5541,0,0,0,0,1,0
450/0311,5542,1,0,1,0,0,1
450/0333,5543,0,0,0,0,1,0
450/0346,5544,1,4,5,0,0,1
450/0381,5545,0,0,0,1,0,0
450/0382,5546,1,0,1,0,0,0
450/0398,5547,2,1,3,0,1,0
450/0455,5548,0,1,1,0,1,0
450/0464,5549,2,1,3,0,1,1
450/0503,5550,0,1,1,0,0,0
450/0544,5551,4,2,6,0,0,0
450/0582,5555,0,0,0,0,0,0
450/0582,5554,0,0,0,0,0,0
450/0582,5553,0,0,0,0,0,0
450/0582,5552,1,0,1,1,0,0
450/0621,5556,5,7,12,0,0,1
450/0662,5557,2,1,3,0,1,0
450/0707,5558,3,0,3,0,1,0
450/0728,5559,2,0,2,0,0,1
450/0754,5560,1,1,2,0,0,1
450/0785,5561,0,0,0,1,0,0
450/0936,5564,0,0,0,0,0,0
450/0936,5563,0,0,0,0,0,0
450/0936,5562,0,0,0,0,0,0
450/0944,5565,0,0,0,0,0,0
450/0949,5566,0,0,0,0,0,0
450/0953,5567,0,0,0,0,0,0
450/0957,5568,0,0,0,0,0,0
450/0957,5569,0,0,0,0,0,0
450/0972,5570,0,0,0,0,0,0
450/0986,5571,0,0,0,0,0,0
450/0989,5573,0,0,0,0,0,0
450/0989,5572,0,0,0,0,0,0
450/1005,5574,0,0,0,0,0,0
450/1012,5575,0,0,0,0,0,0
450/1014,5576,0,0,0,0,0,0
450/1022,5577,0,0,0,0,0,0
450/1024,5578,0,0,0,0,0,0
450/1025,5579,0,0,0,0,0,0
450/1045,5580,0,0,0,0,0,0
451/0001,5583,2,9,11,0,0,0
451/0001,5581,2,9,11,0,0,0
451/0001,5585,2,9,11,0,0,0
451/0001,5584,2,9,11,0,0,0
451/0001,5582,2,9,11,0,0,0
451/0056,5586,2,0,2,0,0,0
451/0077,5587,0,1,1,0,0,1
451/0100,5588,1,1,2,0,1,0
451/0156,5589,0,1,1,0,0,0
451/0182,5590,0,0,0,0,0,0
451/0204,5591,1,0,1,0,1,0
451/0232,5592,1,0,1,0,0,1
451/0259,5594,0,0,0,0,0,0
451/0259,5593,0,0,0,1,0,0
451/0287,5596,0,0,0,0,0,0
451/0287,5595,1,2,3,1,0,0
451/0304,5597,3,3,6,0,0,1
451/0355,5598,0,1,1,0,1,0
451/0390,5599,1,5,6,0,1,1
451/0400,5600,0,0,0,1,0,0
451/0401,5601,0,1,1,0,0,0
451/0430,5602,0,0,0,0,1,0
451/0454,5603,0,1,1,0,1,0
451/0477,5604,0,0,0,0,1,0
451/0493,5605,0,0,0,0,0,0
451/0504,5606,2,5,7,0,0,1
451/0504,5607,0,0,0,0,0,0
451/0527,5608,2,1,3,0,0,0
451/0557,5609,0,0,0,0,0,0
451/0571,5610,0,0,0,1,0,0
451/0596,5611,1,0,1,0,0,0
451/0619,5612,0,0,0,0,0,0
451/0625,5613,0,1,1,0,0,0
451/0630,5614,5,5,10,0,0,1
451/0648,5615,3,3,6,0,1,1
451/0679,5616,0,0,0,0,0,0
451/0679,5617,0,0,0,0,0,0
451/0704,5618,0,2,2,0,0,0
451/0725,5619,0,0,0,1,1,0
451/0772,5620,7,1,8,0,0,1
451/0918,5621,0,0,0,0,0,0
451/0921,5622,0,0,0,0,0,0
451/0926,5623,0,0,0,0,0,0
451/0929,5624,0,0,0,0,0,0
451/0942,5625,0,0,0,0,0,0
451/0945,5626,0,0,0,0,0,0
451/0949,5627,0,0,0,0,0,0
451/0964,5628,0,0,0,0,0,0
451/0993,5629,0,0,0,0,0,0
451/0994,5630,0,0,0,0,0,0
451/0997,5631,0,0,0,0,0,0
451/1002,5632,0,0,0,0,0,0
451/1011,5633,0,0,0,0,0,0
451/1022,5634,0,0,0,0,0,0
451/1028,5635,0,0,0,0,0,0
451/1031,5636,0,0,0,0,0,0
452/0001,5637,1,0,1,0,1,0
452/0018,5638,3,1,4,0,1,0
452/0061,5639,1,1,2,0,1,0
452/0089,5640,1,5,6,0,0,1
452/0105,5641,2,5,7,0,0,1
452/0130,5642,0,3,3,0,0,1
452/0155,5643,0,0,0,0,0,0
452/0161,5644,0,4,4,0,0,1
452/0205,5645,1,1,2,0,0,0
452/0233,5646,0,0,0,0,0,0
452/0247,5647,2,0,2,0,0,0
452/0264,5648,1,8,9,1,1,0
452/0264,5649,0,0,0,0,1,0
452/0314,5650,1,10,11,1,1,0
452/0337,5651,2,2,4,0,1,1
452/0378,5652,2,0,2,0,0,1
452/0394,5653,0,0,0,0,0,0
452/0412,5654,0,0,0,0,1,0
452/0429,5655,0,0,0,1,0,0
452/0431,5656,0,0,0,0,0,0
452/0456,5657,0,0,0,0,0,0
452/0458,5658,0,0,0,0,1,0
452/0473,5659,2,0,2,0,0,0
452/0490,5661,0,0,0,0,0,0
452/0490,5660,2,1,3,0,0,0
452/0549,5662,0,1,1,0,0,0
452/0576,5663,0,2,2,1,0,0
452/0594,5664,2,1,3,1,1,0
452/0615,5665,0,0,0,0,0,0
452/0640,5666,3,2,5,0,1,0
452/0666,5667,3,1,4,0,0,0
452/0692,5668,0,0,0,0,1,0
452/0713,5669,0,0,0,1,0,0
452/0714,5670,0,0,0,0,1,0
452/0726,5671,0,0,0,1,0,0
452/0920,5672,0,0,0,0,0,0
452/0926,5673,0,0,0,0,0,0
452/0944,5674,0,0,0,0,0,0
452/0948,5675,0,0,0,0,0,0
452/0951,5676,0,0,0,0,0,0
452/0968,5677,0,0,0,0,0,0
452/0973,5678,0,0,0,0,0,0
453/0001,5679,0,0,0,0,0,0
453/0001,5682,0,0,0,1,0,0
453/0001,5680,0,0,0,0,0,0
453/0001,5681,0,0,0,0,0,0
453/0034,5683,1,0,1,1,0,0
453/0057,5684,1,3,4,1,1,0
453/0114,5685,1,2,3,1,1,0
453/0156,5686,0,1,1,1,0,0
453/0182,5687,1,1,2,0,1,0
453/0210,5688,1,1,2,0,0,0
453/0247,5689,2,0,2,0,0,0
453/0280,5690,0,0,0,1,0,0
453/0322,5691,0,0,0,0,0,0
453/0322,5692,3,0,3,1,0,0
453/0355,5693,0,0,0,0,1,0
453/0367,5695,0,0,0,0,0,0
453/0367,5694,0,1,1,0,0,0
453/0367,5696,0,0,0,0,0,0
453/0420,5697,1,1,2,0,1,1
453/0454,5698,1,1,2,0,1,1
453/0473,5699,0,0,0,0,0,0
453/0490,5700,4,5,9,0,1,1
453/0571,5701,2,1,3,0,0,1
453/0609,5702,4,7,11,0,1,1
453/0654,5703,1,3,4,0,0,0
453/0902,5704,0,0,0,0,0,0
453/0907,5705,0,0,0,0,0,0
453/0914,5706,0,0,0,0,0,0
453/0919,5707,0,0,0,0,0,0
453/0928,5708,0,0,0,0,0,0
454/0001,5709,0,0,0,0,0,0
454/0006,5710,0,0,0,0,0,0
454/0014,5711,0,0,0,0,1,0
454/0027,5713,0,0,0,1,0,0
454/0027,5712,0,0,0,0,0,0
454/0046,5714,1,0,1,0,0,1
454/0083,5715,0,0,0,0,0,0
454/0090,5716,0,0,0,0,1,0
454/0100,5717,0,0,0,0,0,0
454/0139,5718,1,1,2,1,0,0
454/0151,5719,1,0,1,1,1,0
454/0170,5720,2,1,3,0,0,0
454/0170,5721,3,1,4,1,0,0
454/0201,5722,0,0,0,0,0,0
454/0235,5724,1,1,2,0,0,0
454/0235,5723,1,1,2,0,0,0
454/0263,5725,2,6,8,0,1,0
454/0290,5726,2,1,3,0,1,0
454/0312,5727,0,1,1,0,0,1
454/0339,5728,0,0,0,0,0,0
454/0351,5729,0,0,0,0,0,0
454/0354,5730,0,0,0,0,0,0
454/0364,5731,0,0,0,0,0,0
454/0370,5732,0,0,0,0,1,0
454/0389,5733,0,0,0,1,0,0
454/0393,5734,0,0,0,0,0,0
454/0404,5735,1,0,1,0,0,0
454/0432,5736,0,1,1,0,1,0
454/0464,5737,0,2,2,0,1,0
454/0516,5738,0,0,0,0,1,0
454/0516,5739,0,1,1,0,1,0
454/0555,5740,0,1,1,1,0,0
454/0878,5741,0,0,0,0,0,0
454/0882,5742,0,0,0,0,0,0
454/0904,5743,0,0,0,0,0,0
454/0907,5744,0,0,0,0,0,0
454/0911,5745,0,0,0,0,0,0
454/0920,5746,0,0,0,0,0,0
454/0924,5748,0,0,0,0,0,0
454/0924,5747,0,0,0,0,0,0
454/0927,5749,0,0,0,0,0,0
454/0944,5750,0,0,0,0,0,0
454/0950,5751,0,0,0,0,0,0
454/0952,5752,0,0,0,0,0,0
454/0975,5753,0,0,0,0,0,0
454/0988,5754,0,0,0,0,0,0
454/0994,5755,0,0,0,0,0,0
454/1000,5756,0,0,0,0,0,0
454/1004,5757,0,0,0,0,0,0
454/1011,5758,0,0,0,0,0,0
454/1017,5759,0,0,0,0,0,0
454/1022,5760,0,0,0,0,0,0
454/1022,5761,0,0,0,0,0,0
454/1037,5762,0,0,0,0,0,0
454/1041,5763,0,0,0,0,0,0
454/1047,5764,0,0,0,0,0,0
454/1060,5765,0,0,0,0,0,0
454/1064,5766,0,0,0,0,0,0
454/1067,5767,0,0,0,0,0,0
454/1068,5768,0,0,0,0,0,0
454/1071,5769,0,0,0,0,0,0
454/1103,5770,0,0,0,0,0,0
454/1110,5771,0,0,0,0,0,0
454/1128,5772,0,0,0,0,0,0
454/1131,5773,0,0,0,0,0,0
454/1157,5774,0,0,0,0,0,0
454/1164,5775,0,0,0,0,0,0
454/1165,5776,0,0,0,0,0,0
455/0001,5777,2,1,3,0,1,0
455/0016,5778,0,2,2,1,0,0
455/0040,5779,1,6,7,0,0,0
455/0072,5780,2,6,8,0,0,1
455/0100,5781,2,1,3,0,0,0
455/0104,5782,2,0,2,0,1,0
455/0129,5783,0,0,0,1,0,0
455/0129,5784,0,0,0,0,0,0
455/0130,5785,7,2,9,0,1,0
455/0130,5786,0,0,0,0,1,0
455/0191,5787,1,0,1,0,1,0
455/0209,5788,0,0,0,0,1,0
455/0245,5789,0,0,0,0,0,0
455/0252,5790,0,1,1,1,1,0
455/0265,5791,2,0,2,0,0,1
455/0283,5792,0,2,2,0,1,0
455/0305,5793,1,0,1,0,0,0
455/0329,5794,0,0,0,0,0,0
455/0331,5797,5,0,5,0,1,1
455/0331,5796,5,0,5,0,1,1
455/0331,5795,5,0,5,0,1,1
455/0345,5799,1,0,1,0,0,0
455/0345,5798,0,1,1,1,0,0
455/0363,5800,1,3,4,0,0,1
455/0385,5802,1,2,3,0,0,1
455/0385,5801,1,0,1,0,0,1
455/0404,5803,1,1,2,0,1,0
455/0422,5804,1,0,1,0,1,0
455/0445,5805,2,0,2,0,0,0
455/0457,5807,0,0,0,1,1,0
455/0457,5806,0,0,0,0,1,0
455/0478,5808,2,4,6,0,0,0
455/0489,5809,1,2,3,0,1,0
455/0509,5810,1,0,1,0,0,1
455/0551,5811,2,0,2,0,0,1
455/0562,5812,2,1,3,0,0,0
455/0577,5813,0,0,0,0,0,0
455/0586,5814,0,0,0,0,1,0
455/0591,5815,0,0,0,0,0,0
455/0603,5816,0,0,0,0,1,0
455/0608,5817,0,0,0,0,0,0
455/0624,5818,0,0,0,0,0,0
455/0642,5819,0,0,0,0,0,0
455/0676,5820,1,1,2,0,0,0
455/0678,5821,2,3,5,0,1,1
455/0691,5822,0,0,0,0,1,0
455/0720,5823,0,37,37,1,1,0
455/0745,5824,2,2,4,0,1,0
455/0927,5825,0,0,0,0,0,0
455/0961,5826,0,0,0,0,0,0
455/0961,5827,0,0,0,0,0,0
455/0967,5828,0,0,0,0,0,0
455/0971,5829,0,0,0,0,0,0
455/0976,5830,0,0,0,0,0,0
455/0983,5831,0,0,0,0,0,0
455/0985,5832,0,0,0,0,0,0
455/0994,5833,0,0,0,0,0,0
455/0996,5834,0,0,0,0,0,0
455/1006,5835,0,0,0,0,0,0
455/1028,5836,0,0,0,0,0,0
455/1035,5838,0,0,0,0,0,0
455/1035,5837,0,0,0,0,0,0
455/1038,5839,0,0,0,0,0,0
456/0001,5840,0,0,0,1,1,0
456/0025,5841,0,1,1,1,0,0
456/0037,5842,0,0,0,0,0,0
456/0045,5843,0,0,0,0,1,0
456/0063,5844,0,0,0,0,0,0
456/0091,5845,0,0,0,0,1,0
456/0107,5846,2,2,4,0,0,1
456/0152,5847,0,0,0,1,0,0
456/0188,5848,0,2,2,1,1,0
456/0201,5849,0,1,1,1,0,0
456/0212,5850,1,3,4,0,0,1
456/0228,5851,0,6,6,0,1,1
456/0273,5853,0,1,1,0,0,1
456/0273,5852,0,1,1,0,0,1
456/0305,5854,0,0,0,1,0,0
456/0336,5855,2,1,3,0,0,0
456/0353,5856,0,0,0,0,0,0
456/0353,5858,3,1,4,0,0,0
456/0353,5857,3,1,4,0,0,0
456/0353,5859,3,1,4,0,0,0
456/0410,5860,2,0,2,0,0,0
456/0430,5861,0,1,1,0,0,0
456/0431,5862,1,2,3,0,0,0
456/0444,5863,0,1,1,0,1,0
456/0461,5864,1,1,2,0,0,1
456/0512,5865,2,2,4,0,0,0
456/0556,5866,5,3,8,0,0,1
456/0595,5867,0,1,1,1,0,0
456/0604,5868,0,0,0,0,0,0
456/0605,5869,0,0,0,0,1,0
456/0615,5870,0,2,2,1,0,0
456/0645,5873,4,0,4,0,0,0
456/0645,5871,4,0,4,0,0,0
456/0645,5872,4,0,4,0,0,0
456/0667,5874,1,0,1,0,1,1
456/0694,5875,0,0,0,0,1,0
456/0717,5876,0,1,1,0,0,0
456/0728,5877,0,0,0,1,0,0
456/0742,5878,8,10,18,1,1,0
456/0798,5879,1,1,2,1,1,0
456/0844,5881,0,0,0,0,0,0
456/0844,5880,4,3,7,0,0,1
456/0865,5882,0,0,0,1,0,0
456/0867,5883,0,0,0,0,0,0
456/0938,5884,0,0,0,0,0,0
456/0953,5885,0,0,0,0,0,0
456/0966,5886,0,0,0,0,0,0
456/0984,5887,0,0,0,0,0,0
456/0995,5888,0,0,0,1,0,0
456/0997,5889,0,0,0,0,0,0
456/0999,5890,0,0,0,0,0,0
456/1001,5891,0,0,0,0,0,0
456/1002,5892,0,0,0,0,0,0
457/0001,5893,0,0,0,0,1,0
457/0015,5894,4,1,5,0,0,0
457/0031,5895,0,1,1,0,1,1
457/0052,5896,0,0,0,0,0,0
457/0055,5897,0,0,0,0,1,0
457/0085,5898,0,0,0,0,1,0
457/0102,5899,0,1,1,0,0,0
457/0132,5900,0,0,0,0,1,0
457/0147,5901,2,1,3,0,0,1
457/0164,5902,0,0,0,0,0,0
457/0172,5903,0,0,0,0,0,0
457/0176,5905,2,2,4,0,0,1
457/0176,5904,2,2,4,0,0,1
457/0191,5906,0,0,0,0,0,0
457/0202,5907,3,10,13,0,1,1
457/0202,5908,2,9,11,0,1,0
457/0255,5909,1,0,1,0,0,1
457/0273,5910,0,0,0,0,0,0
457/0291,5911,3,2,5,0,0,0
457/0307,5912,1,2,3,0,1,0
457/0332,5913,4,3,7,0,0,1
457/0368,5914,0,0,0,1,1,0
457/0393,5917,0,0,0,0,0,0
457/0393,5916,0,0,0,0,0,0
457/0393,5915,0,0,0,1,0,0
457/0423,5918,0,2,2,0,0,0
457/0440,5919,3,2,5,0,0,1
457/0465,5920,0,1,1,0,0,0
457/0496,5921,2,2,4,0,0,0
457/0537,5922,0,0,0,1,0,0
457/0569,5923,1,1,2,1,1,0
457/0594,5924,0,0,0,0,0,0
457/0596,5925,3,0,3,0,1,0
457/0624,5926,4,1,5,0,1,0
457/0668,5927,0,0,0,0,0,0
457/0687,5928,1,1,2,0,0,0
457/0702,5929,1,1,2,0,0,1
457/0731,5930,0,1,1,1,0,1
457/0800,5931,0,1,1,1,0,1
457/0830,5932,0,1,1,0,0,0
457/0853,5933,0,9,9,0,1,0
457/0922,5934,0,0,0,0,0,0
457/0957,5935,0,1,1,0,1,0
457/0991,5936,0,1,1,0,1,0
457/1127,5937,0,0,0,1,0,0
458/0001,5938,2,1,3,0,1,0
458/0050,5940,0,0,0,1,1,0
458/0050,5939,2,0,2,0,1,0
458/0119,5941,2,6,8,0,0,1
458/0119,5942,2,6,8,0,0,1
458/0141,5943,3,6,9,0,0,0
458/0176,5944,0,7,7,0,0,1
458/0219,5945,1,0,1,0,0,0
458/0259,5946,0,0,0,0,1,0
458/0263,5947,0,0,0,1,0,0
458/0276,5948,0,0,0,0,0,0
458/0279,5949,0,0,0,0,0,0
458/0307,5950,0,2,2,0,1,0
458/0354,5951,0,2,2,0,1,0
458/0375,5952,3,1,4,0,0,0
458/0375,5954,0,0,0,0,0,0
458/0375,5956,0,0,0,0,0,0
458/0375,5953,0,0,0,0,0,0
458/0375,5955,0,0,0,0,0,0
458/0419,5957,1,3,4,0,1,0
458/0457,5958,1,3,4,0,1,0
458/0502,5959,0,0,0,0,0,0
458/0527,5960,2,3,5,0,1,1
458/0564,5961,0,0,0,0,0,0
458/0591,5962,0,0,0,1,0,0
458/0592,5963,0,3,3,0,0,0
458/0613,5964,0,4,4,0,1,0
458/0654,5967,3,1,4,0,0,0
458/0654,5966,3,1,4,0,0,0
458/0654,5965,3,1,4,0,0,0
458/0670,5968,1,0,1,0,1,0
458/0718,5969,0,1,1,0,1,0
458/0747,5970,2,1,3,0,1,0
458/0782,5971,0,1,1,0,1,0
458/0832,5972,3,1,4,0,0,1
458/0858,5973,0,0,0,1,1,0
458/0886,5974,3,0,3,0,1,0
458/0941,5975,0,4,4,0,1,0
458/0966,5976,0,0,0,0,0,0
458/1112,5977,0,0,0,0,0,0
459/0001,5978,0,0,0,0,0,0
459/0004,5979,0,0,0,0,0,0
459/0014,5980,0,0,0,1,0,0
459/0021,5981,0,0,0,1,0,0
459/0042,5982,0,0,0,0,1,0
459/0056,5983,0,0,0,0,0,0
459/0070,5984,0,0,0,1,0,0
459/0086,5985,0,0,0,0,0,0
459/0087,5986,0,0,0,0,1,0
459/0116,5987,0,1,1,0,1,0
459/0131,5988,0,0,0,0,0,0
459/0145,5989,0,0,0,0,0,0
459/0159,5990,0,0,0,0,0,0
459/0176,5991,0,0,0,0,0,0
459/0197,5992,1,1,2,1,0,0
459/0212,5993,1,0,1,0,0,0
459/0248,5994,0,1,1,0,1,0
459/0297,5995,0,0,0,1,1,0
459/0344,5996,0,1,1,0,0,0
459/0359,5997,1,1,2,0,1,1
459/0375,5998,1,0,1,0,0,0
459/0375,5999,1,0,1,0,0,0
459/0392,6000,3,0,3,0,1,1
459/0400,6001,0,4,4,0,1,0
459/0422,6002,0,0,0,0,1,0
459/0460,6003,1,2,3,0,1,1
459/0498,6004,0,1,1,0,0,0
459/0498,6005,0,0,0,1,0,0
459/0519,6006,3,1,4,0,0,1
459/0553,6007,25,0,25,0,1,0
459/0884,6008,0,0,0,0,0,0
459/0900,6009,0,0,0,0,0,0
459/0916,6010,0,0,0,0,0,0
459/0917,6011,0,0,0,0,0,0
459/0923,6012,0,0,0,0,0,0
459/0926,6013,0,0,0,0,0,0
459/0928,6014,0,0,0,0,0,0
459/0931,6015,0,0,0,0,0,0
459/0932,6016,0,0,0,0,0,0
459/0948,6017,0,0,0,0,0,0
459/0949,6018,0,0,0,0,0,0
459/0957,6019,0,0,0,0,0,0
459/0977,6020,0,0,0,0,0,0
459/0977,6021,0,0,0,0,0,0
459/0981,6022,0,0,0,0,0,0
459/0982,6023,0,0,0,0,0,0
459/0994,6024,0,0,0,0,0,0
459/0997,6025,0,0,0,0,0,0
459/0999,6026,0,0,0,0,0,0
459/1005,6027,0,0,0,0,0,0
459/1007,6029,0,0,0,0,0,0
459/1007,6028,0,0,0,0,0,0
459/1022,6030,0,0,0,0,0,0
459/1028,6031,0,0,0,0,0,0
459/1044,6032,0,0,0,0,0,0
459/1049,6033,0,0,0,0,0,0
459/1052,6034,0,0,0,0,0,0
459/1055,6035,0,0,0,0,0,0
459/1056,6036,0,0,0,0,0,0
459/1061,6037,0,0,0,0,0,0
459/1074,6038,0,0,0,0,0,0
459/1080,6039,0,0,0,0,0,0
459/1092,6040,0,0,0,0,0,0
459/1118,6041,0,0,0,0,0,0
459/1128,6042,0,0,0,0,0,0
459/1136,6043,0,0,0,0,0,0
459/1144,6044,0,0,0,0,0,0
459/1150,6045,0,0,0,0,0,0
459/1154,6046,0,0,0,0,0,0
459/1156,6047,0,0,0,0,0,0
459/1162,6048,0,0,0,0,0,0
459/1162,6049,0,0,0,0,0,0
459/1178,6050,0,0,0,0,0,0
459/1222,6051,0,0,0,0,0,0
459/1228,6052,0,0,0,0,0,0
460/0001,6053,0,0,0,0,0,0
460/0037,6054,0,1,1,0,1,0
460/0073,6055,0,0,0,0,1,0
460/0103,6056,0,1,1,1,0,0
460/0125,6057,0,0,0,0,0,0
460/0150,6058,2,0,2,0,0,0
460/0190,6059,0,0,0,0,0,0
460/0204,6060,1,2,3,0,1,0
460/0226,6061,1,5,6,1,1,0
460/0276,6062,0,0,0,1,1,0
460/0289,6063,0,1,1,1,0,0
460/0300,6064,0,1,1,0,0,0
460/0325,6065,0,0,0,0,0,0
460/0370,6066,0,0,0,0,0,0
460/0370,6067,0,1,1,1,0,0
460/0428,6068,1,0,1,0,0,1
460/0453,6069,3,0,3,1,0,0
460/0462,6070,1,0,1,1,0,0
460/0491,6071,2,0,2,0,1,1
460/0533,6072,0,0,0,0,0,0
460/0536,6073,1,0,1,0,1,0
460/0557,6074,1,1,2,0,0,0
460/0575,6075,2,0,2,0,1,0
460/0605,6076,0,0,0,0,0,0
460/0660,6077,0,0,0,0,0,0
460/0669,6078,1,0,1,0,0,0
460/0693,6079,3,0,3,0,0,0
460/0711,6080,2,2,4,1,0,0
460/0719,6081,0,1,1,0,0,0
460/0730,6082,1,0,1,0,1,1
460/0752,6083,0,0,0,1,1,0
460/0766,6084,4,2,6,1,0,0
460/0766,6085,0,0,0,1,0,0
460/0780,6086,1,0,1,0,1,0
460/0824,6087,1,0,1,1,0,0
460/0824,6088,0,0,0,0,0,0
460/1001,6089,0,0,0,0,0,0
460/1001,6091,0,0,0,0,0,0
460/1001,6092,0,0,0,0,0,0
460/1001,6090,0,0,0,0,0,0
460/1016,6093,0,0,0,0,0,0
460/1025,6094,0,0,0,1,0,0
460/1030,6095,0,0,0,0,0,0
460/1047,6096,0,0,0,0,0,0
460/1056,6097,0,0,0,0,0,0
460/1057,6099,0,0,0,0,0,0
460/1057,6098,0,0,0,0,0,0
460/1093,6100,0,0,0,0,0,0
460/1098,6101,0,0,0,0,0,0
460/1098,6102,0,0,0,0,0,0
460/1102,6103,0,0,0,0,0,0
460/1103,6104,0,0,0,0,0,0
461/0001,6105,2,1,3,0,1,1
461/0030,6106,0,0,0,0,0,0
461/0095,6107,4,0,4,0,1,0
