dirdyadID,year,ln_ref_flow,pop_diff,distance,regimedif,wardiff,pop_between,pop_within,regime_between,regime_within,war_between,war_within
616483,1992,-0.693147182,0.002529,1.733999968,-0.050000001,-1,0.0023336,0.0001954,-0.02,-0.030000001,-1.200000048,0.200000048
541450,1992,-0.693147182,0.01221,3.667999983,-0.300000012,0,0.0149717,-0.002761699,0.180000007,-0.480000019,-0.600000024,0.600000024
471616,1992,-0.693147182,0.003652,2.279000044,0.050000001,0,0.004621,-0.000969,-0.039999999,0.090000004,0.100000001,-0.100000001
471590,1992,-0.693147182,0.011058,3.536000013,-0.699999988,0,0.0126099,-0.0015519,-0.699999988,0,0.100000001,-0.100000001
517572,1992,-0.693147182,0.005367,1.687000036,0.150000006,1,0.0053687,-1.70013E-06,0.170000002,-0.019999996,1.299999952,-0.299999952
481471,1992,-0.693147182,-0.011152,0,0,0,-0.0126214,0.0014694,0,0,-0.100000001,0.100000001
520471,1992,-0.693147182,-0.003258,2.34100008,0.200000003,1,-0.004162,0.000904,0.200000003,0,0.5,0.5
581517,1992,-0.693147182,-0.005643,1.126999974,0.550000012,-1,-0.0056608,1.77999E-05,0.390000015,0.159999996,-1.200000048,0.200000048
432600,1992,-0.693147182,-0.015731001,1.480999947,0.699999988,0,-0.0162757,0.000544699,0.654999971,0.045000017,0.100000001,-0.100000001
411590,1992,-0.693147182,-0.000715,3.696000099,-0.850000024,0,-0.0007159,9.00007E-07,-0.75999999,-0.090000033,0,0
571616,1992,-0.693147182,-0.007132,4.372000217,0.649999976,0,-0.0076136,0.0004816,0.585000038,0.064999938,0,0
404517,1992,-0.693147182,-0.005195,3.279000044,0.050000001,-1,-0.0051826,-1.24001E-05,0.390000015,-0.340000004,-1.100000024,0.100000024
432490,1992,-0.693147182,-0.030752001,1.986999989,0.349999994,0,-0.036193103,0.005441101,0.324999988,0.025000006,-0.5,0.5
540551,1992,5.703782558,0.003054,0,-0.300000012,1,0.0031004,-4.64004E-05,-0.254999995,-0.045000017,2.299999952,-1.299999952
552620,1992,-0.693147182,0.005901,3.700999975,0.050000001,0,0.0061398,-0.0002388,0.055,-0.004999999,0.300000012,-0.300000012
