State,StateID,Year,MurderPer100K,DeathPenalty,Population,UrbanPct,AvgEducation,SchoolSpendEq,AvgIdeol,CitizenIdeol,EliteIdeol
New Mexico,31,1994,10.7,1,1654,75,13.35205,71,50.290001,39.57156,67
New York,32,1985,9.5,0,17767,84.599998,12.48372,75,50.48,64.881317,76.260437
New York,32,1986,10.7,0,17805,84.599998,12.58234,75,56.68,66.617683,76.288643
New York,32,1987,11.3,0,17835,84.599998,12.68096,75,56.68,67.800957,76.843536
New York,32,1988,12.5,0,17909,84.599998,12.77958,75,58.59,73.504494,80.664413
New York,32,1989,12.5,0,17983,84.599998,12.8782,75,58.59,68.620033,80.427727
New York,32,1990,14.5,0,17990,87.400002,12.97682,75,57.450001,71.249573,82.163162
New York,32,1991,14.2,0,18058,87.400002,13.0762,75,57.450001,72.024963,81.324623
New York,32,1992,13.2,0,18095,87.400002,13.17633,75,57.450001,72.005524,80.207191
New York,32,1993,13.3,0,18153,87.400002,13.27724,75,57.450001,70.730942,81.767174
New York,32,1994,11.1,0,18169,87.400002,13.37891,75,57.720001,62.308022,74.895233
North Carolina,33,1985,8.3000002,1,6258,48,11.78146,90,30.41,28.79924,27.113091
North Carolina,33,1986,8.1000004,1,6327,48,11.90814,90,31.540001,38.984459,36.5
North Carolina,33,1987,8.1000004,1,6409,48,12.03483,90,31.540001,43.52301,40.534721
North Carolina,33,1988,7.8000002,1,6489,48,12.16151,90,36.630001,47.96064,45.493061
North Carolina,33,1989,8.8999996,1,6565,48,12.28819,90,36.630001,39.189751,37.847221
North Carolina,33,1990,10.7,1,6629,57.799999,12.41487,90,39.049999,34.765759,33.444439
North Carolina,33,1991,11.4,1,6737,57.799999,12.54286,90,39.049999,43.93531,42.418751
North Carolina,33,1992,10.6,1,6838,57.799999,12.67217,90,41.439999,42.731468,41.424999
North Carolina,33,1993,11.3,1,6952,57.799999,12.80281,90,41.439999,41.9207,73.8125
North Carolina,33,1994,10.9,1,7070,57.799999,12.9348,90,41.439999,40.626652,72.75
North Dakota,34,1985,1,0,685,48.799999,12.39667,81,34.130001,65.008347,63.243401
North Dakota,34,1986,1,0,678,48.799999,12.48261,81,46.740002,74.933296,74.109444
North Dakota,34,1987,1.5,0,671,48.799999,12.56855,81,46.740002,68.70697,72.08699
North Dakota,34,1988,1.8,0,667,48.799999,12.65448,81,46.740002,69.118362,72.121513
North Dakota,34,1989,0.60000002,0,646,48.799999,12.74042,81,46.740002,59.91975,69.834824
North Dakota,34,1990,0.80000001,0,639,53.400002,12.82636,81,46.740002,55.160172,62.101429
North Dakota,34,1991,1.1,0,635,53.400002,12.91287,81,46.740002,59.274658,64.016441
North Dakota,34,1992,1.9,0,635,53.400002,12.99997,81,54.889999,65.360603,69.611549
North Dakota,34,1993,1.7,0,637,53.400002,13.08766,81,54.889999,58.5639,38.430229
North Dakota,34,1994,0.2,0,638,53.400002,13.17594,81,45.91,53.382751,34.876671
Ohio,35,1985,5.1999998,1,10774,73.300003,12.3174,79,51.290001,46.926151,67.16243
Ohio,35,1986,5.5,1,10778,73.300003,12.40148,79,41.459999,51.303501,71.355408
Ohio,35,1987,5.8000002,1,10816,73.300003,12.48555,79,41.459999,49.42025,71.92881
Ohio,35,1988,5.4000001,1,10855,73.300003,12.56962,79,37.610001,56.9991,76.285652
Ohio,35,1989,6,1,10829,73.300003,12.65369,79,37.610001,50.37664,69.506821
Ohio,35,1990,6.0999999,1,10847,77.5,12.73777,79,37.59,50.585579,67.808228
Ohio,35,1991,7.1999998,1,10939,77.5,12.8224,79,37.59,50.903881,31.164419
Ohio,35,1992,6.5999999,1,11005,77.5,12.90759,79,37.59,54.721951,37.838459
Ohio,35,1993,6,1,11061,77.5,12.99335,79,37.59,47.978161,26.66782
Ohio,35,1994,6,1,11102,77.5,13.07968,79,37.75,43.270409,24.027889
Oklahoma (Criminal),36,1985,7.6999998,1,3302,67.300003,12.30831,81,36.580002,25.836599,41.333328
Oklahoma (Criminal),36,1986,8.1000004,1,3300,67.300003,12.39535,81,37.779999,29.925671,46
Oklahoma (Criminal),36,1987,7.5,1,3259,67.300003,12.48239,81,37.779999,36.017391,30.41667
Oklahoma (Criminal),36,1988,7.4000001,1,3242,67.300003,12.56943,81,37.779999,45.55534,40.26667
Oklahoma (Criminal),36,1989,6.5,1,3150,67.300003,12.65648,81,37.779999,30.50436,26.33333
Oklahoma (Criminal),36,1990,8,1,3146,65.199997,12.74352,81,33.43,38.888691,32.933331
Oklahoma (Criminal),36,1991,7.1999998,1,3175,65.199997,12.83116,81,33.23,36.307232,53.5
Oklahoma (Criminal),36,1992,6.5,1,3206,65.199997,12.9194,81,32.279999,44.5154,65.400002
Oklahoma (Criminal),36,1993,8.3999996,1,3233,65.199997,13.00825,81,33.389999,31.62369,55.099998
Oklahoma (Criminal),36,1994,6.9000001,1,3258,65.199997,13.09771,81,35.810001,25.295441,48.25
Oregon,37,1985,4.6999998,1,2688,67.900002,12.90701,79,45.369999,51.86124,50.34444
Oregon,37,1986,5,1,2703,67.900002,12.97532,79,44.130001,58.701771,56.577782
Oregon,37,1987,5.5999999,1,2723,67.900002,13.04362,79,44.130001,65.177368,82.22361
Oregon,37,1988,5.0999999,1,2767,67.900002,13.11192,79,44.130001,64.695053,81.313889
Oregon,37,1989,4.8000002,1,2791,67.900002,13.18022,79,44.130001,64.125504,85.166656
Oregon,37,1990,3.8,1,2842,74.900002,13.24852,79,49.990002,63.74012,81.275002
Oregon,37,1991,4.5999999,1,2922,74.900002,13.31717,79,49.990002,67.401787,78.596527
Oregon,37,1992,4.6999998,1,2975,74.900002,13.38618,79,56.25,69.016029,78.839577
Oregon,37,1993,4.5999999,1,3035,74.900002,13.45555,79,56.25,66.767883,79.239594
Oregon,37,1994,4.9000001,1,3086,74.900002,13.52528,79,61.669998,59.54076,68.03125
Pennsylvania,38,1985,4.5999999,1,11865,69.300003,12.17783,79,49.93,57.097591,44.44138
Pennsylvania,38,1986,5.5,1,11895,69.300003,12.2704,79,49.93,64.719238,52.744678
Pennsylvania,38,1987,5.4000001,1,11942,69.300003,12.36298,79,49.93,63.529411,74.951553
Pennsylvania,38,1988,5.5,1,12001,69.300003,12.45556,79,49.93,65.743134,74.606552
Pennsylvania,38,1989,6.3000002,1,11866,69.300003,12.54814,79,49.93,57.362019,69.572166
Pennsylvania,38,1990,6.6999998,1,11882,76.800003,12.64071,79,53.84,54.548149,66.826134
Pennsylvania,38,1991,6.3000002,1,11961,76.800003,12.73397,79,53.84,53.691669,66.373253
Pennsylvania,38,1992,6.1999998,1,11990,76.800003,12.82792,79,54.759998,57.380051,71.210831
Pennsylvania,38,1993,6.8000002,1,12030,76.800003,12.92257,79,54.759998,53.14867,71.458168
Pennsylvania,38,1994,5.9000001,1,12052,76.800003,13.01791,79,55.860001,47.93869,57.558739
Rhode Island,39,1985,3.5999999,0,967,87,12.22204,65,76.349998,69.458412,67.125
Rhode Island,39,1986,3.5,0,975,87,12.3339,65,76.349998,76.039978,75
Rhode Island,39,1987,3.5,0,986,87,12.44576,65,76.349998,79.122772,79.5
Rhode Island,39,1988,4.0999999,0,993,87,12.55762,65,75.470001,91.56649,91.375
Rhode Island,39,1989,4.9000001,0,1001,87,12.66948,65,75.470001,66.607307,67
Rhode Island,39,1990,4.8000002,0,1003,89.900002,12.78135,65,75.470001,68.34465,68.666656
Rhode Island,39,1991,3.7,0,1004,89.900002,12.89419,65,75.470001,71.6931,90
Rhode Island,39,1992,3.5999999,0,1002,89.900002,13.00804,65,75.470001,63.803989,86
Rhode Island,39,1993,3.9000001,0,1000,89.900002,13.12289,65,75.470001,69.371117,89.25
Rhode Island,39,1994,4.0999999,0,997,89.900002,13.23875,65,63.720001,62.01086,83.25
South Carolina,40,1985,9.1000004,1,3333,54.099998,11.63463,89,36.200001,29.782829,48.875
South Carolina,40,1986,8.6000004,1,3381,54.099998,11.75565,89,47.279999,37.95269,56.875
South Carolina,40,1987,9.3000002,1,3426,54.099998,11.87667,89,47.279999,46.08828,43.200001
South Carolina,40,1988,9.3000002,1,3470,54.099998,11.99769,89,47.279999,48.263378,46.716671
South Carolina,40,1989,9.1000004,1,3457,54.099998,12.11871,89,47.279999,35.77919,34.099998
South Carolina,40,1990,11.2,1,3487,61.5,12.23973,89,51.400002,39.15638,37.700001
South Carolina,40,1991,11.3,1,3560,61.5,12.36196,89,51.400002,45.765839,44.25
South Carolina,40,1992,10.4,1,3595,61.5,12.4854,89,54.990002,48.209709,46
South Carolina,40,1993,10.3,1,3630,61.5,12.61009,89,54.990002,44.775501,45.762291
South Carolina,40,1994,9.6000004,1,3664,61.5,12.73601,89,54.990002,41.654129,42.81036
South Dakota,41,1985,1.8,1,708,46.400002,12.4157,82,42.759998,36.087059,12.25
South Dakota,41,1986,4,1,708,46.400002,12.49598,82,40.220001,44.433189,20.25
South Dakota,41,1987,1.8,1,709,46.400002,12.57626,82,40.220001,60.743591,37.5
South Dakota,41,1988,3.0999999,1,713,46.400002,12.65654,82,35.709999,52.295231,14.5
South Dakota,41,1989,1.3,1,697,46.400002,12.73682,82,35.709999,63.953522,38.842861
South Dakota,41,1990,2,1,696,50.299999,12.8171,82,35.709999,46.352428,12.75
South Dakota,41,1991,1.7,1,703,50.299999,12.89789,82,35.709999,49.238171,12.71429
South Dakota,41,1992,0.60000002,1,709,50.299999,12.97918,82,29.98,53.37595,23.492861
South Dakota,41,1993,3.4000001,1,716,50.299999,13.06099,82,29.98,51.225208,22.85536
South Dakota,41,1994,1.4,1,721,50.299999,13.14331,82,29.98,42.3568,19.73036
Tennessee,42,1985,9,1,4766,60.400002,11.65823,86,40.880001,45.506451,42.291672
Tennessee,42,1986,10.4,1,4800,60.400002,11.76611,86,40.880001,48.384281,44.21875
Tennessee,42,1987,9.1000004,1,4855,60.400002,11.87398,86,40.880001,48.74958,69.785713
Tennessee,42,1988,9.3999996,1,4895,60.400002,11.98186,86,40.880001,52.447899,75.5625
Tennessee,42,1989,8.3999996,1,4854,60.400002,12.08973,86,40.880001,48.130878,70.54158
Tennessee,42,1990,10.5,1,4877,62.700001,12.19761,86,44.16,45.139938,69.709473
Tennessee,42,1991,11,1,4953,62.700001,12.30645,86,44.16,43.880531,64.40947
Tennessee,42,1992,10.4,1,5021,62.700001,12.41626,86,51.540001,48.56403,70.954674
Tennessee,42,1993,10.2,1,5094,62.700001,12.52705,86,51.540001,43.014099,68.682823
Tennessee,42,1994,9.3000002,1,5175,62.700001,12.63882,86,51.16,33.35421,49.224239
Texas (Criminal),43,1985,13,1,16382,79.599998,12.17745,65,36.889999,33.685379,59.558819
Texas (Criminal),43,1986,13.5,1,16682,79.599998,12.27816,65,38.220001,36.531269,63.277779
Texas (Criminal),43,1987,11.7,1,16781,79.599998,12.37887,65,38.220001,39.029549,36.68449
Texas (Criminal),43,1988,12.1,1,16841,79.599998,12.47958,65,38.82,41.220119,38.782089
Texas (Criminal),43,1989,11.9,1,16807,79.599998,12.58029,65,38.82,31.08058,29.42243
Texas (Criminal),43,1990,14.1,1,16987,81.199997,12.68099,65,35.5,35.842941,33.636108
Texas (Criminal),43,1991,15.3,1,17349,81.199997,12.78251,65,35.5,32.214809,55.775002
Texas (Criminal),43,1992,12.7,1,17667,81.199997,12.88484,65,35.27,42.26667,67.724998
Texas (Criminal),43,1993,11.9,1,18022,81.199997,12.98798,65,34.549999,34.067841,64.046272
Texas (Criminal),43,1994,11,1,18378,81.199997,13.09196,65,32.32,29.57403,55.170658
Utah,44,1985,3,1,1644,84.400002,13.19597,89,36.470001,27.56373,8.1999998
Utah,44,1986,3.2,1,1664,84.400002,13.25511,89,36.470001,27.12192,4.4000001
Utah,44,1987,3.3,1,1680,84.400002,13.31426,89,36.470001,37.891491,7
Utah,44,1988,2.8,1,1690,84.400002,13.37341,89,37.27,38.844311,9.25
Utah,44,1989,2.5999999,1,1706,84.400002,13.43256,89,37.27,33.02317,5.75
Utah,44,1990,3,1,1723,86.800003,13.49171,89,37.27,40.100651,12.75
Utah,44,1991,2.9000001,1,1770,86.800003,13.55112,89,37.27,30.26314,12.18778
Utah,44,1992,3,1,1811,86.800003,13.61079,89,37.27,34.243599,10.51889
Utah,44,1993,3.0999999,1,1860,86.800003,13.67072,89,37.27,29.53467,3
Utah,44,1994,2.9000001,1,1908,86.800003,13.73092,89,28.66,21.50691,1.666667
Vermont,45,1985,3.4000001,0,535,33.799999,12.78871,80,27.030001,63.576729,73.663757
Vermont,45,1986,2,0,540,33.799999,12.87516,80,43.360001,71.466537,81.705452
Vermont,45,1987,2.7,0,547,33.799999,12.96161,80,43.360001,78.285507,87.726669
Vermont,45,1988,2,0,557,33.799999,13.04805,80,43.360001,85.275993,91.763344
Vermont,45,1989,1.9,0,558,33.799999,13.1345,80,43.360001,71.357719,90.177094
Vermont,45,1990,2.3,0,563,40.200001,13.22095,80,57.200001,64.262619,70.974998
Vermont,45,1991,2.0999999,0,567,40.200001,13.30797,80,57.200001,76.992203,67.693237
Vermont,45,1992,2.0999999,0,571,40.200001,13.39556,80,66.849998,80.202377,87.972809
Vermont,45,1993,3.5999999,0,576,40.200001,13.48372,80,66.849998,72.538452,85.116669
Vermont,45,1994,1,0,580,40.200001,13.57247,80,66.849998,84.066208,93.020828
Virginia,46,1985,7.0999999,1,5704,66,12.33956,87,23.389999,27.312731,42.75
Virginia,46,1986,7.0999999,1,5798,66,12.45773,87,23.389999,28.23979,49.125
Virginia,46,1987,7.4000001,1,5914,66,12.5759,87,28.389999,39.804749,62.299999
Virginia,46,1988,7.8000002,1,6015,66,12.69406,87,22.860001,45.682621,74.125
Virginia,46,1989,7.9000001,1,6120,66,12.81223,87,22.860001,33.014851,57.5
Virginia,46,1990,8.8000002,1,6187,71.5,12.9304,87,37.970001,37.416309,57.833328
Virginia,46,1991,9.3000002,1,6286,71.5,13.04965,87,37.970001,38.18021,57.285709
Virginia,46,1992,8.8000002,1,6389,71.5,13.17001,87,37.970001,42.30402,59.144001
Virginia,46,1993,8.3000002,1,6473,71.5,13.29148,87,37.970001,40.010639,66.93985
Virginia,46,1994,8.6999998,1,6552,71.5,13.41406,87,38.16,35.97356,30.48826
Washington,47,1985,5.1999998,1,4407,73.5,13.04914,78,37.009998,55.03355,75.545303
Washington,47,1986,5,1,4461,73.5,13.12052,78,29.290001,58.799301,74.729797
Washington,47,1987,5.5999999,1,4542,73.5,13.19189,78,29.290001,64.708939,83.479591
Washington,47,1988,5.6999998,1,4648,73.5,13.26326,78,29.290001,69.204521,84.11055
Washington,47,1989,4.4000001,1,4746,73.5,13.33464,78,29.290001,59.02803,81.620163
Washington,47,1990,4.9000001,1,4867,79.900002,13.40601,78,38.41,54.983528,77.621643
Washington,47,1991,4.1999998,1,5018,79.900002,13.47777,78,38.41,59.05965,77.981483
Washington,47,1992,5,1,5146,79.900002,13.54991,78,42.73,64.992477,79.731003
Washington,47,1993,5.1999998,1,5259,79.900002,13.62244,78,42.73,52.014568,83.698418
Washington,47,1994,5.5,1,5343,79.900002,13.69535,78,43.290001,47.923199,77.326187
West Virginia,48,1985,3.8,0,1936,36.200001,11.5281,93,58.93,51.641029,43.077301
West Virginia,48,1986,5.9000001,0,1917,36.200001,11.62222,93,59.93,62.594391,53.144581
West Virginia,48,1987,4.8000002,0,1898,36.200001,11.71634,93,59.93,63.305981,49.951611
West Virginia,48,1988,4.9000001,0,1876,36.200001,11.81046,93,59.93,62.978649,53.636429
West Virginia,48,1989,6.5,0,1807,36.200001,11.90458,93,59.93,58.287319,82.583344
West Virginia,48,1990,5.6999998,0,1793,46.900002,11.9987,93,62.150002,58.414711,81
West Virginia,48,1991,6.1999998,0,1801,46.900002,12.09356,93,62.150002,56.861118,80.166656
West Virginia,48,1992,6.3000002,0,1807,46.900002,12.18918,93,62.150002,75.207764,88.333344
West Virginia,48,1993,6.9000001,0,1818,46.900002,12.28555,93,62.150002,63.29884,80.099998
West Virginia,48,1994,5.4000001,0,1822,46.900002,12.38268,93,62.150002,63.023201,80.800003
Wisconsin,49,1985,2.8,0,4775,64.199997,12.43445,83,46.27,51.95657,76.044907
Wisconsin,49,1986,3.0999999,0,4784,64.199997,12.51484,83,46.27,47.146389,72.327133
Wisconsin,49,1987,3.5,0,4807,64.199997,12.59522,83,46.27,51.166901,47.188641
Wisconsin,49,1988,3,0,4855,64.199997,12.67561,83,46.27,63.137859,59.98394
Wisconsin,49,1989,3.5999999,0,4857,64.199997,12.75599,83,46.27,50.46653,47.998009
Wisconsin,49,1990,4.5999999,0,4892,67.300003,12.83638,83,46.27,50.101269,47.464291
Wisconsin,49,1991,4.8000002,0,4955,67.300003,12.91727,83,46.27,51.912022,49.239239
Wisconsin,49,1992,4.4000001,0,4997,67.300003,12.99867,83,46.27,57.890461,54.671539
Wisconsin,49,1993,4.4000001,0,5044,67.300003,13.08058,83,46.27,57.003368,45.351021
Wisconsin,49,1994,4.5,0,5082,67.300003,13.16302,83,46.509998,51.33007,38.919949
Wyoming,50,1985,4.3000002,1,509,62.700001,12.89594,82,38.91,26.338381,38.276569
Wyoming,50,1986,5.3000002,1,507,62.700001,12.95303,82,37.029999,26.467251,37.404888
Wyoming,50,1987,2,1,490,62.700001,13.01013,82,37.029999,30.107981,39.106499
Wyoming,50,1988,2.5,1,479,62.700001,13.06722,82,37.029999,32.71949,41.417511
Wyoming,50,1989,4.4000001,1,458,62.700001,13.12432,82,37.029999,29.981501,37.64983
Wyoming,50,1990,4.9000001,1,454,67.099998,13.18142,82,36.950001,32.46978,37.97855
Wyoming,50,1991,3.3,1,460,67.099998,13.23876,82,36.950001,34.535419,38.71096
Wyoming,50,1992,3.5999999,1,464,67.099998,13.29635,82,36.950001,45.907459,50.18124
Wyoming,50,1993,3.4000001,1,470,67.099998,13.3542,82,36.950001,37.008438,42.529709
Wyoming,50,1994,3.4000001,1,476,67.099998,13.4123,82,37.860001,34.18689,39.557011
